EncuestaHogar_id,DEPARTAMENTO,Estrato,IdTamanoHogar,TamanoHogar,Personas,PersonasMenor4,PersonasDesde4,Autos,Motos,Otros,Vehiculos,EspaciosEstacionamiento,AutoECH,MotoECH,ZonaIMM,Ponderacion
8065,1,2,3,3 o 4 Personas,3,0,3,0,0,0,0,0,2,2,Centro,389.2082777806
8124,1,4,2,2 Personas,2,0,2,1,0,0,1,1,1,2,Este,315.6652560731
8125,3,5,3,3 o 4 Personas,4,0,4,1,0,1,2,2,1,2,,503.8360518757
8126,1,4,3,3 o 4 Personas,4,0,4,1,0,0,1,1,1,2,Este,123.7404197182
8131,3,5,4,5 o mas Personas,5,1,4,0,0,0,0,1,2,2,,563.8569010934
8132,3,9,3,3 o 4 Personas,3,1,2,0,1,0,1,1,2,1,,357.4518779161
8136,3,5,1,1 Persona,1,0,1,1,0,0,1,1,1,1,,190.2894037524
8142,1,2,4,5 o mas Personas,6,1,5,1,1,0,2,2,2,2,Este,660.3865209124
8154,3,5,4,5 o mas Personas,6,0,6,1,1,0,2,0,1,2,,789.6439317008
7949,1,1,3,3 o 4 Personas,4,0,4,1,0,0,1,1,2,2,Oeste,242.9433153548
7951,1,1,4,5 o mas Personas,7,1,6,0,0,0,0,0,2,2,Este,304.1638617685
7959,1,3,2,2 Personas,2,0,2,0,0,0,0,1,2,2,Este,127.4056332028
7961,1,1,1,1 Persona,1,0,1,0,0,0,0,0,2,2,Este,206.6369313911
7962,1,1,3,3 o 4 Personas,4,0,4,0,0,0,0,1,2,2,Oeste,444.4085036978
7963,3,9,3,3 o 4 Personas,4,0,4,1,1,0,2,2,1,1,,394.306475381
7965,3,5,4,5 o mas Personas,6,1,5,0,0,0,0,0,2,1,,419.498338716
7969,1,2,4,5 o mas Personas,5,0,5,0,0,0,0,1,2,2,Este,358.60589904
7971,1,1,4,5 o mas Personas,14,2,12,0,0,0,0,5,2,2,Este,459.2277912975
7972,1,1,1,1 Persona,1,0,1,0,0,0,0,0,2,2,Este,529.5071366897
8094,1,3,3,3 o 4 Personas,4,0,4,0,0,0,0,1,2,2,Centro,384.9905859284
8095,1,4,1,1 Persona,1,0,1,0,0,0,0,3,2,2,Centro,362.430983205
8098,3,5,4,5 o mas Personas,5,0,5,0,0,0,0,0,2,2,,469.8807509111
8099,1,4,2,2 Personas,2,0,2,1,0,0,1,1,1,2,Centro,182.8681483458
8100,1,1,4,5 o mas Personas,8,0,8,0,1,0,1,1,1,1,Oeste,903.5455893711
8101,3,5,3,3 o 4 Personas,3,0,3,0,0,0,0,0,2,2,,327.6642214231
8102,1,1,4,5 o mas Personas,6,1,5,1,0,0,1,0,1,2,Oeste,483.0837804558
8103,1,3,3,3 o 4 Personas,3,0,3,0,2,0,2,2,2,1,Este,160.3978581399
8105,3,5,3,3 o 4 Personas,4,0,4,0,2,0,2,2,2,1,,722.8952048651
8106,1,1,2,2 Personas,2,0,2,0,0,0,0,0,1,2,Oeste,252.6071101216
8110,1,1,2,2 Personas,2,0,2,0,0,0,0,0,2,1,Oeste,252.6071101216
8111,3,5,1,1 Persona,1,0,1,0,0,0,0,2,2,2,,402.9657961815
8112,3,5,3,3 o 4 Personas,4,1,3,1,0,0,1,1,1,2,,1248.6371720397
8113,1,1,3,3 o 4 Personas,3,0,3,1,0,0,1,2,1,2,Oeste,37.841894257
8114,1,1,1,1 Persona,1,0,1,0,0,0,0,0,2,2,Oeste,322.8702052986
8116,1,1,3,3 o 4 Personas,3,0,3,0,0,0,0,0,2,2,Oeste,290.1211893035
8117,1,1,1,1 Persona,1,0,1,0,1,0,1,0,2,1,Este,206.6369313911
8118,3,5,1,1 Persona,1,0,1,1,0,0,1,1,2,2,,335.8048301513
8119,3,5,4,5 o mas Personas,5,1,4,0,0,0,0,0,2,2,,2318.0783711616
8120,3,5,1,1 Persona,1,0,1,0,0,0,0,1,2,2,,313.4178414745
8121,1,3,3,3 o 4 Personas,4,0,4,0,1,1,2,0,1,1,Este,206.2449567474
8122,1,4,2,2 Personas,2,0,2,1,0,0,1,0,1,2,Este,127.3546033123
8127,1,3,3,3 o 4 Personas,3,0,3,0,0,0,0,0,2,1,Este,600.4637766265
8128,1,4,2,2 Personas,2,0,2,0,0,0,0,0,2,2,Este,54.4250441505
8130,3,5,4,5 o mas Personas,8,3,5,0,0,0,0,0,2,2,,690.9384402382
8168,3,5,4,5 o mas Personas,5,0,5,2,0,0,2,0,1,2,,1002.4122686104
8179,1,3,4,5 o mas Personas,6,0,6,0,1,0,1,0,2,2,Centro,1298.6306509237
8180,1,2,1,1 Persona,1,0,1,0,0,0,0,0,2,2,Centro,317.0616053089
8181,1,3,3,3 o 4 Personas,4,0,4,0,0,0,0,0,2,2,Centro,907.4778096884
8182,3,9,1,1 Persona,1,0,1,0,0,0,0,0,2,2,,291.0308527978
8183,1,4,2,2 Personas,2,0,2,1,0,0,1,3,1,2,Este,124.0891006632
7895,3,5,3,3 o 4 Personas,3,0,3,1,0,1,2,0,1,1,,357.4518779161
7896,1,4,2,2 Personas,2,0,2,0,0,0,0,0,2,2,Centro,228.5851854322
7897,1,3,3,3 o 4 Personas,4,0,4,1,0,0,1,1,1,1,Centro,494.9878961937
7900,3,5,3,3 o 4 Personas,4,0,4,0,0,0,0,0,2,2,,985.7661884524
7905,3,5,1,1 Persona,1,0,1,0,0,0,0,0,2,2,,582.0617055956
7909,3,5,3,3 o 4 Personas,3,0,3,0,0,0,0,0,2,1,,446.8148473951
7913,1,3,3,3 o 4 Personas,4,0,4,0,1,0,1,0,2,2,Oeste,1457.4643610147
7974,1,2,3,3 o 4 Personas,4,1,3,0,0,0,0,0,2,2,Este,892.6194885117
7975,3,5,4,5 o mas Personas,7,0,7,0,0,0,0,20,2,2,,1036.4076603573
7976,1,1,4,5 o mas Personas,6,1,5,0,0,0,0,0,2,2,Este,679.8956910119
7981,3,5,3,3 o 4 Personas,3,0,3,1,0,0,1,1,1,1,,248.2304707751
7982,1,1,4,5 o mas Personas,11,0,11,0,0,0,0,0,2,2,Este,232.5958942936
7983,1,1,4,5 o mas Personas,5,0,5,0,1,0,1,0,2,1,Este,925.6523037734
7984,3,5,2,2 Personas,2,0,2,1,0,0,1,1,1,2,,586.8441229204
7985,1,2,4,5 o mas Personas,6,0,6,1,0,0,1,0,1,2,Este,2714.9223637509
7986,1,3,4,5 o mas Personas,9,0,9,0,0,0,0,0,2,2,Este,779.1783905542
7987,1,2,3,3 o 4 Personas,3,0,3,0,0,0,0,1,2,2,Este,1021.6717291742
7988,1,2,1,1 Persona,1,0,1,0,0,0,0,0,2,2,Centro,1117.2647044218
7989,1,2,1,1 Persona,1,0,1,0,0,0,0,0,2,2,Centro,807.7521849536
7990,1,2,2,2 Personas,2,0,2,1,0,0,1,1,1,1,Centro,258.1031204262
7991,1,3,2,2 Personas,2,0,2,1,0,0,1,0,2,2,Centro,422.2586700437
7995,1,1,3,3 o 4 Personas,4,0,4,1,1,0,2,1,1,1,Oeste,746.6062862123
7996,1,1,1,1 Persona,1,0,1,0,1,0,1,1,2,1,Este,193.7221231792
7997,1,2,1,1 Persona,1,0,1,0,0,0,0,4,2,2,Este,173.6289743358
8076,1,2,3,3 o 4 Personas,3,0,3,1,0,0,1,0,2,2,Este,718.5383589796
8077,1,3,2,2 Personas,2,0,2,0,0,0,0,0,2,2,Centro,127.4056332028
8078,1,4,1,1 Persona,1,0,1,1,0,0,1,1,1,2,Este,75.5991007912
8079,1,3,1,1 Persona,1,0,1,0,0,0,0,0,2,2,Centro,266.3896749588
8080,1,3,1,1 Persona,1,0,1,0,0,0,0,0,2,2,Centro,541.6590057496
8081,3,9,3,3 o 4 Personas,4,0,4,0,1,0,1,2,2,1,,591.4597130714
8083,3,5,3,3 o 4 Personas,3,0,3,2,0,0,2,2,1,2,,744.6914123252
8085,3,5,4,5 o mas Personas,6,0,6,0,0,0,0,1,1,2,,394.8219658504
7979,3,5,3,3 o 4 Personas,3,0,3,2,0,0,2,2,1,2,,253.1950801906
7980,1,2,4,5 o mas Personas,5,1,4,0,0,0,0,0,2,2,Este,785.5176836113
7992,1,1,1,1 Persona,1,0,1,0,0,0,0,0,2,2,Este,529.5071366897
7993,1,2,2,2 Personas,2,0,2,0,0,0,0,0,2,2,Este,485.8411678611
7994,1,2,2,2 Personas,2,0,2,1,0,0,1,1,2,2,Este,242.9205839305
8024,1,1,3,3 o 4 Personas,4,0,4,1,0,0,1,0,2,1,Oeste,373.3031431062
8025,1,1,4,5 o mas Personas,7,1,6,0,0,0,0,0,2,2,Oeste,375.7318292434
8026,1,1,1,1 Persona,1,0,1,0,1,0,1,1,2,2,Oeste,942.7809994719
8027,1,1,3,3 o 4 Personas,3,0,3,0,1,0,1,0,2,1,Oeste,290.1211893035
8028,1,3,3,3 o 4 Personas,3,0,3,1,0,0,1,1,1,2,Centro,567.5616518798
8029,1,3,2,2 Personas,2,0,2,0,0,0,0,0,2,2,Centro,478.3171486529
8282,3,9,3,3 o 4 Personas,4,0,4,0,0,0,0,0,2,2,,328.5887294841
8284,1,4,1,1 Persona,1,0,1,0,0,0,0,0,2,2,Este,226.7973023737
