EncuestaPersona_id,EncuestaHogar_ID,zonaimm,ZatHogar,MZatHogar,DptoHogar,estrato,Anillo,Idpersonaech,PARENTESCO,FECHAVIAJES,LUGAR4MANANAENUM,zat4am,Edad,Edad052009,NacimientoAnio,sexo,TamanoHogar,PersonasenHogar,Vehiculosenhogar,TipousuarioModo,Preescolar,PrimariaComun,PrimariaEspecial,CicloBasicoLiceo,BachillerSecundario,BachillerTecnilogico,Tecnico,Profesorado,Universitario,Terciario,Posgrado,EstudioPrincipal,AsistenciaInstitutoEducativo,Jubilado,Pensionista,Rentista,Estudiante,QuehaceresEnCasa,¿Se movió?,Ponderacion
55,51,Oeste,81,9,1,1,Montevideo,2,2,24/08/2009 00:00:00.000000,1,81,31,31,1978,2,3 o 4 Personas,3,1,5,1,6,0,3,1,0,2,0,0,0,0,TEC ADMINISTRACION DE EMPRESAS,2,2,2,2,2,1,SI,233.358347918
68,67,Este,82,9,1,2,Montevideo,1,1,,1,82,71,71,1937,2,2 Personas,2,0,,0,3,0,0,0,0,0,0,0,0,0,,2,1,1,2,2,1,#N/D,227.7380474349
73,72,Este,82,9,1,2,Montevideo,1,1,19/08/2009 00:00:00.000000,1,82,44,44,1964,2,2 Personas,2,0,5,2,6,0,3,1,0,2,0,0,0,0,PERIODISMO,2,2,2,2,2,1,SI,121.4602919653
119,118,Centro,37,2,1,4,Montevideo,1,1,11/09/2009 00:00:00.000000,1,37,82,82,1926,2,1 Persona,1,0,,0,6,0,3,3,0,0,0,2,0,0,LIC ECONOMIA,2,1,2,1,2,2,#N/D,471.382628463
125,124,Este,82,9,1,2,Montevideo,1,1,13/08/2009 00:00:00.000000,1,82,45,45,1963,2,3 o 4 Personas,4,0,5,1,6,0,3,3,0,0,3,0,0,0,MAESTRA,2,2,2,2,2,1,SI,324.5889049133
143,142,Oeste,81,9,1,2,Montevideo,1,1,17/08/2009 00:00:00.000000,1,81,48,48,1960,2,2 Personas,2,0,,0,6,0,3,3,0,0,0,0,0,0,0,2,2,1,2,2,1,#N/D,364.3808758958
147,145,Oeste,81,9,1,2,Montevideo,2,2,21/08/2009 00:00:00.000000,1,81,40,40,1968,2,5 o mas Personas,5,0,5,1,6,0,3,3,0,0,3,0,0,0,PROFESORA QUIMICA,2,2,2,2,2,1,SI,330.1451134019
155,145,Oeste,81,9,1,2,Montevideo,4,3,,1,81,11,13,1997,2,5 o mas Personas,5,0,12,3,6,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SI,330.1451134019
160,145,Oeste,81,9,1,2,Montevideo,3,3,21/08/2009 00:00:00.000000,1,81,13,11,1995,2,5 o mas Personas,5,0,12,3,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SI,330.1451134019
165,145,Oeste,81,9,1,2,Montevideo,5,3,21/08/2009 00:00:00.000000,1,81,4,4,2005,2,5 o mas Personas,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SI,330.1451134019
169,168,Este,82,9,1,2,Montevideo,2,2,21/08/2009 00:00:00.000000,1,82,46,46,1962,2,5 o mas Personas,5,0,12,0,6,0,0,0,0,2,0,0,0,0,CORTE Y CONFECCION,2,2,2,2,2,1,SI,512.2941414857
175,168,Este,82,9,1,2,Montevideo,3,3,,1,82,20,20,1988,2,5 o mas Personas,5,0,5,2,6,0,3,0,3,0,0,1,0,0,CONTADOR PUBLICO,1,2,2,2,1,1,SI,512.2941414857
191,185,Este,82,9,1,3,Montevideo,2,2,17/08/2009 00:00:00.000000,1,82,50,50,1958,2,3 o 4 Personas,3,2,5,0,6,0,3,0,0,0,0,0,0,0,0,2,2,2,2,2,1,SI,160.3978581399
196,185,Este,82,9,1,3,Montevideo,3,3,18/08/2009 00:00:00.000000,1,82,28,28,1980,2,3 o 4 Personas,3,2,9,1,6,0,3,3,0,3,0,0,0,0,AUXILIAR DE ENFERMERIA,2,2,2,2,2,1,SI,160.3978581399
200,199,Este,82,9,1,2,Montevideo,2,2,26/08/2009 00:00:00.000000,1,82,27,27,1981,2,3 o 4 Personas,4,1,5,3,6,0,3,3,0,0,1,0,0,0,MAGISTERIO,1,2,2,2,1,1,SI,263.7284852421
218,214,Oeste,81,9,1,2,Montevideo,2,4,21/08/2009 00:00:00.000000,1,81,25,25,1983,2,2 Personas,2,0,,0,0,4,0,0,0,0,0,0,0,0,0,2,2,1,2,2,1,#N/D,146.764519458
220,219,Este,82,9,1,2,Montevideo,1,1,21/08/2009 00:00:00.000000,1,82,48,48,1960,2,2 Personas,2,1,,1,6,0,3,3,0,0,0,0,0,0,0,2,2,2,2,2,1,#N/D,121.4602919653
230,229,Este,82,9,1,3,Montevideo,1,1,12/08/2009 00:00:00.000000,1,82,67,67,1941,2,2 Personas,2,0,,0,5,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,#N/D,342.1751291733
235,234,Este,82,9,1,2,Montevideo,1,1,12/08/2009 00:00:00.000000,1,82,74,74,1934,2,1 Persona,1,1,12,0,6,0,3,0,0,0,0,0,0,0,,2,2,1,1,2,1,SI,392.5524637158
244,243,Este,82,9,1,2,Montevideo,2,1,14/08/2009 00:00:00.000000,1,82,51,51,1958,2,3 o 4 Personas,3,0,5,0,6,0,3,0,0,0,0,0,0,0,,2,2,2,2,2,1,SI,583.812416671
253,243,Este,82,9,1,2,Montevideo,3,7,14/08/2009 00:00:00.000000,1,82,73,73,1935,2,3 o 4 Personas,3,0,12,0,6,0,0,0,0,0,0,0,0,0,,2,1,1,2,2,1,SI,583.812416671
259,258,Este,82,9,1,2,Montevideo,1,1,13/08/2009 00:00:00.000000,1,82,53,53,1955,2,3 o 4 Personas,3,0,5,1,6,0,3,3,0,0,0,0,0,0,0,2,2,2,2,2,1,SI,359.2691794898
269,258,Este,82,9,1,2,Montevideo,3,7,13/08/2009 00:00:00.000000,1,82,78,78,1930,2,3 o 4 Personas,3,0,,0,6,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1,#N/D,359.2691794898
271,270,Este,82,9,1,3,Montevideo,1,1,14/08/2009 00:00:00.000000,1,82,54,54,1954,2,1 Persona,1,1,5,0,6,0,3,0,0,0,0,0,0,0,0,2,2,2,2,2,1,SI,278.2292160681
285,284,Este,82,9,1,2,Montevideo,2,2,12/08/2009 00:00:00.000000,1,82,79,79,1929,2,2 Personas,2,1,12,0,6,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,SI,242.9205839305
293,292,Este,82,9,1,3,Montevideo,1,1,07/08/2009 00:00:00.000000,1,82,60,60,1948,2,2 Personas,2,1,5,0,6,0,3,1,0,0,0,0,0,0,0,2,1,2,2,2,1,SI,141.9662769974
304,303,Este,82,9,1,2,Montevideo,1,1,07/08/2009 00:00:00.000000,1,82,87,87,1922,2,1 Persona,1,0,5,0,6,0,0,0,0,0,0,0,0,0,,2,1,2,2,2,1,SI,181.1780601765
314,310,Este,82,9,1,3,Montevideo,2,2,06/08/2009 00:00:00.000000,1,82,71,71,1937,2,2 Personas,2,1,,0,6,0,0,0,0,1,0,0,0,0,CORTE Y CONFECCION,2,2,2,1,2,1,#N/D,191.1084498042
322,321,,161,26,3,5,Primer Anillo,2,2,24/08/2009 00:00:00.000000,1,161,48,48,1953,2,3 o 4 Personas,3,0,12,1,6,0,3,1,0,0,0,0,0,0,,2,2,2,2,2,1,SI,337.5934402541
332,327,,161,26,3,5,Primer Anillo,2,2,31/08/2009 00:00:00.000000,1,161,35,35,1973,2,3 o 4 Personas,4,1,5,2,6,0,3,3,0,0,0,0,0,0,,2,2,2,2,2,1,SI,744.801120164
335,327,,161,26,3,5,Primer Anillo,3,3,31/08/2009 00:00:00.000000,1,161,7,7,2001,2,3 o 4 Personas,4,1,8,3,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,SI,744.801120164
342,341,,167,17,3,5,Primer Anillo,1,1,31/08/2009 00:00:00.000000,1,167,67,67,1941,2,2 Personas,2,0,12,1,6,0,3,3,0,2,0,0,0,0,ENFERMERIA,2,1,1,2,2,1,SI,440.1330921903
353,347,,165,17,3,5,Primer Anillo,2,2,07/08/2009 00:00:00.000000,1,165,23,23,1985,2,2 Personas,2,1,5,1,6,0,3,1,3,0,0,0,0,0,ADMINISTRACION DE EMPRESAS,2,2,2,2,2,1,SI,410.7908860443
357,356,Centro,8,1,1,4,Montevideo,1,1,12/08/2009 00:00:00.000000,1,8,36,36,1972,2,3 o 4 Personas,4,1,1,1,6,0,3,1,0,1,0,0,0,0,PELUQUERIA,2,2,2,2,2,1,SI,244.9029140257
362,356,Centro,8,1,1,4,Montevideo,4,3,12/08/2009 00:00:00.000000,1,8,5,5,2003,2,3 o 4 Personas,4,1,,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,#N/D,244.9029140257
364,363,Centro,6,1,1,3,Montevideo,1,1,07/08/2009 00:00:00.000000,1,6,94,94,1911,2,2 Personas,2,0,,0,6,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,2,#N/D,606.0867979506
369,368,,161,26,3,5,Primer Anillo,3,4,17/08/2009 00:00:00.000000,1,161,25,25,1984,2,3 o 4 Personas,3,0,,3,6,0,3,3,0,0,2,0,0,0,MAESTRA,2,2,2,2,2,2,#N/D,337.5934402541
370,368,,161,26,3,5,Primer Anillo,2,4,17/08/2009 00:00:00.000000,1,161,26,26,1982,2,3 o 4 Personas,3,0,5,3,6,0,3,3,0,0,3,0,0,0,MAESTRA,2,2,2,2,2,2,SI,337.5934402541
374,368,,161,26,3,5,Primer Anillo,1,1,17/08/2009 00:00:00.000000,1,161,57,57,1951,2,3 o 4 Personas,3,0,,0,6,0,3,1,0,0,0,0,0,0,,2,2,1,2,2,1,#N/D,337.5934402541
378,376,,165,17,3,5,Primer Anillo,2,2,06/08/2009 00:00:00.000000,1,165,73,73,1935,2,2 Personas,2,1,,0,6,0,3,3,0,0,0,0,0,0,,2,2,2,1,2,2,#N/D,254.2991199322
384,383,,165,17,3,5,Primer Anillo,2,2,01/09/2009 00:00:00.000000,5,0,56,56,1953,2,2 Personas,2,0,,0,6,0,3,2,0,0,0,0,0,0,0,2,1,2,2,2,1,#N/D,312.9835322242
392,388,Centro,10,1,1,3,Montevideo,4,4,21/08/2009 00:00:00.000000,1,10,17,17,1992,2,3 o 4 Personas,4,1,12,2,6,0,3,2,0,0,0,0,0,0,0,1,2,2,2,1,2,SI,632.4845340252
398,388,Centro,10,1,1,3,Montevideo,2,2,21/08/2009 00:00:00.000000,1,10,43,43,1965,2,3 o 4 Personas,4,1,,2,6,0,3,3,0,0,0,5,0,0,PSICOLOGIA,2,2,2,1,2,1,#N/D,632.4845340252
400,399,,165,17,3,5,Primer Anillo,1,1,24/08/2009 00:00:00.000000,1,165,53,53,1956,2,2 Personas,2,1,1,1,6,0,3,3,0,2,0,0,0,0,SECRETARIADO COMERCIAL,2,2,2,2,2,1,SI,234.7376491682
407,399,,165,17,3,5,Primer Anillo,2,4,,1,165,23,23,1985,2,2 Personas,2,1,,3,6,0,3,3,0,2,0,9,0,0,INSTITUTO DE EDUCACIËN FISICA,1,2,2,2,1,1,#N/D,234.7376491682
409,408,Este,55,11,1,4,Montevideo,1,1,31/08/2009 00:00:00.000000,1,55,72,72,1937,2,1 Persona,1,0,,0,6,0,3,1,0,3,0,0,0,0,SECRETARIADO COMERCIAL,2,1,1,2,2,1,#N/D,133.4101778669
411,410,,165,17,3,5,Primer Anillo,1,1,01/09/2009 00:00:00.000000,1,165,78,78,1930,2,1 Persona,1,0,,0,6,0,0,0,0,0,0,0,0,0,,2,1,1,2,2,1,#N/D,179.095909414
419,412,Centro,8,1,1,4,Montevideo,2,2,13/08/2009 00:00:00.000000,1,8,56,56,1952,2,3 o 4 Personas,4,1,11,0,6,0,3,3,0,0,0,4,0,0,BIBLIOTECOLOGIA,2,2,2,2,2,1,SI,244.9029140257
422,412,Centro,8,1,1,4,Montevideo,4,3,13/08/2009 00:00:00.000000,1,8,19,19,1989,2,3 o 4 Personas,4,1,1,3,6,0,3,3,0,0,0,0,9,0,TECNICO EN ADMINISTRACION DE EMPRESAS,1,2,2,2,1,1,SI,244.9029140257
433,432,Centro,36,2,1,4,Montevideo,1,1,12/08/2009 00:00:00.000000,1,36,82,82,1928,2,1 Persona,1,0,,0,6,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,1,#N/D,263.8556851145
435,434,,165,17,3,5,Primer Anillo,1,1,01/09/2009 00:00:00.000000,1,165,31,31,1978,2,1 Persona,1,0,5,2,6,0,3,3,0,1,0,9,0,0,CIENCIA POLITICA,1,2,2,2,1,1,SI,123.1284377221
444,440,,165,17,3,5,Primer Anillo,2,2,11/08/2009 00:00:00.000000,1,165,57,,1952,2,2 Personas,2,0,11,,,,,,,,,,,,,,,,,,,SI,312.9835322242
448,447,Centro,12,1,1,4,Montevideo,1,1,08/09/2009 00:00:00.000000,1,12,71,71,1938,2,2 Personas,2,0,12,0,6,0,0,0,0,2,0,0,0,0,CORTE Y CONFECCION,2,1,2,2,2,1,SI,587.7904768258
457,456,Centro,12,1,1,4,Montevideo,1,1,09/09/2009 00:00:00.000000,1,12,67,67,1942,2,1 Persona,1,0,12,0,6,0,3,3,0,0,0,0,3,0,ASISTENTE ODONTOLOGICO,2,1,2,2,2,1,SI,362.430983205
465,464,Centro,6,1,1,3,Montevideo,1,1,07/08/2009 00:00:00.000000,1,6,71,71,1937,2,1 Persona,1,0,12,0,6,0,2,0,0,2,0,0,0,0,CORTE Y CONFECCION,2,1,2,2,2,1,SI,378.865315497
474,473,Centro,8,1,1,2,Montevideo,8888,1,18/08/2009 00:00:00.000000,1,8,61,47,1948,2,1 Persona,1,0,,,,,,,,,,,,,,,,,,,,#N/D,619.0250389364
480,479,Centro,10,1,1,3,Montevideo,1,1,21/08/2009 00:00:00.000000,1,10,71,71,1938,2,1 Persona,1,1,12,0,6,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1,SI,408.4641682702
484,483,Centro,8,1,1,3,Montevideo,1,1,11/08/2009 00:00:00.000000,1,8,38,38,1971,2,3 o 4 Personas,4,1,12,1,6,0,3,3,0,0,0,2,0,0,CONTADOR PUBLICO,2,2,2,2,2,1,SI,242.9107268358
496,492,Centro,12,1,1,4,Montevideo,2,2,11/09/2009 00:00:00.000000,1,12,35,35,1974,2,3 o 4 Personas,3,1,5,3,6,0,3,3,0,0,0,0,0,0,,2,2,2,2,2,1,SI,465.2829318553
499,492,Centro,12,1,1,4,Montevideo,3,3,,1,12,0,0,2009,2,3 o 4 Personas,3,1,,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,#N/D,465.2829318553
505,500,Centro,12,1,1,4,Montevideo,2,2,10/09/2009 00:00:00.000000,1,12,75,75,1934,2,2 Personas,2,0,5,0,6,0,3,0,0,0,0,0,0,0,,2,2,1,2,2,1,SI,411.453333778
523,519,Centro,7,1,1,2,Montevideo,2,2,17/08/2009 00:00:00.000000,1,7,49,49,1959,2,3 o 4 Personas,3,1,12,0,6,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,SI,920.6272724427
532,531,Centro,35,1,1,4,Montevideo,1,1,12/08/2009 00:00:00.000000,1,35,54,54,1954,2,5 o mas Personas,5,2,5,0,6,0,3,3,0,3,0,2,0,0,VETERINARIA,2,2,1,1,2,1,SI,510.1519177288
536,531,Centro,35,1,1,4,Montevideo,2,4,12/08/0009 00:00:00.000000,1,35,26,26,1982,2,5 o mas Personas,5,2,1,1,6,0,3,3,0,0,0,2,0,0,ADMINISTRACION DE EMPRESAS,1,2,2,2,1,2,SI,510.1519177288
539,531,Centro,35,1,1,4,Montevideo,3,4,12/08/2009 00:00:00.000000,1,35,24,24,1985,2,5 o mas Personas,5,2,5,1,6,0,3,0,3,0,0,4,0,0,ABOGACIA,1,2,2,2,1,2,SI,510.1519177288
548,547,Centro,36,2,1,4,Montevideo,1,1,21/08/2009 00:00:00.000000,1,36,63,63,1945,2,1 Persona,1,0,,0,6,0,3,1,0,0,0,0,0,0,0,2,2,2,2,2,1,#N/D,300.9140678553
550,549,Centro,36,2,1,4,Montevideo,1,1,26/08/2009 00:00:00.000000,1,36,72,72,1936,2,1 Persona,1,1,1,3,6,0,3,3,0,0,0,5,0,0,ABOGADA ESCRIBANA,2,1,1,2,2,1,SI,253.4793379471
557,556,Centro,36,2,1,4,Montevideo,2,1,,1,36,70,70,1939,2,2 Personas,2,2,,0,6,0,3,1,0,0,0,0,0,0,0,2,2,2,1,2,1,#N/D,372.2673019897
562,561,Centro,37,2,1,4,Montevideo,1,1,20/08/2009 00:00:00.000000,1,37,67,67,1941,2,1 Persona,1,1,1,0,6,0,3,3,0,0,4,0,0,0,MAGISTERIO,2,1,1,2,2,1,SI,640.368853761
568,567,Centro,36,2,1,4,Montevideo,1,1,19/08/2009 00:00:00.000000,1,36,78,78,1931,2,1 Persona,1,0,,0,6,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,#N/D,300.9140678553
573,569,Centro,8,1,1,3,Montevideo,2,2,14/08/2009 00:00:00.000000,1,8,32,32,1976,2,2 Personas,2,0,12,0,6,0,3,3,0,0,0,4,0,2,GESTION DE CENTROS EDUCATIVOS Y DEPORTES,2,2,2,2,2,1,SI,192.9285302786
580,576,Centro,8,1,1,2,Montevideo,2,2,21/08/2009 00:00:00.000000,1,8,62,62,1947,2,2 Personas,2,1,5,0,6,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,1,SI,622.483996322
584,583,Centro,36,2,1,4,Montevideo,1,1,07/08/2009 00:00:00.000000,1,36,87,87,1929,2,1 Persona,1,0,12,0,6,0,3,3,0,0,0,3,0,0,ABOGACIA,2,1,2,2,2,1,SI,513.6291847875
588,587,Centro,38,2,1,4,Montevideo,1,1,21/08/2009 00:00:00.000000,1,38,70,70,1938,2,1 Persona,1,1,1,0,6,0,3,3,0,0,0,0,0,0,0,2,1,1,1,2,1,SI,206.7857756937
597,591,Centro,10,1,1,3,Montevideo,2,2,08/09/2009 00:00:00.000000,1,10,23,23,1985,2,2 Personas,2,0,5,1,6,0,3,3,0,0,0,3,0,0,INGENIERIA EN COMPUTACION,1,2,2,2,1,1,SI,251.171105457
601,600,Centro,35,1,1,4,Montevideo,2,2,11/08/2009 00:00:00.000000,1,35,50,50,1958,2,2 Personas,2,2,1,2,6,0,3,3,0,2,0,0,0,0,SECRETARIA EJECUTIVA BILINGUE,2,2,2,2,2,1,SI,108.8500883011
613,609,Centro,8,1,1,3,Montevideo,2,2,09/09/2009 00:00:00.000000,1,8,37,37,1973,2,2 Personas,2,1,12,3,6,0,3,3,0,0,0,8,0,3,PEDIATRA,2,2,2,2,2,1,SI,371.2964167625
617,616,Centro,12,1,1,4,Montevideo,1,1,08/09/2009 00:00:00.000000,1,12,77,77,1930,2,1 Persona,1,0,,1,6,0,3,3,0,0,0,1,0,0,ABOGACIA,2,1,2,2,2,1,#N/D,400.2305336006
619,618,Centro,36,2,1,4,Montevideo,3,4,12/08/2009 00:00:00.000000,1,36,28,28,1981,2,3 o 4 Personas,3,0,5,3,6,0,3,3,0,2,0,0,0,0,COCINA,2,2,2,2,2,2,SI,199.4069707951
626,618,Centro,36,2,1,4,Montevideo,1,1,12/08/2009 00:00:00.000000,1,36,60,60,1948,2,3 o 4 Personas,3,0,5,1,6,0,3,3,0,0,0,0,0,0,,2,2,2,2,2,1,SI,199.4069707951
632,631,Centro,36,2,1,4,Montevideo,2,2,13/08/2009 00:00:00.000000,1,36,61,61,1947,2,2 Personas,2,1,5,0,6,0,3,0,0,3,0,0,0,0,PERITO CONTABLE,2,2,2,1,2,1,SI,208.9921695381
639,638,Centro,13,1,1,4,Montevideo,1,1,09/09/2009 00:00:00.000000,1,13,60,60,1948,2,1 Persona,1,0,5,1,6,0,3,1,0,0,0,0,0,0,,2,2,2,2,2,1,SI,166.0215546788
644,642,Centro,36,2,1,4,Montevideo,2,2,20/08/2009 00:00:00.000000,1,36,46,46,1962,2,3 o 4 Personas,3,0,12,1,6,0,2,0,0,0,0,0,0,0,0,2,2,2,2,2,1,SI,246.1814454261
651,650,Centro,10,1,1,3,Montevideo,1,1,04/09/2009 00:00:00.000000,1,10,84,84,1924,2,1 Persona,1,0,12,0,6,0,3,3,0,0,0,4,0,0,TRABAJO SOCIAL,2,1,2,1,2,1,SI,204.2320841351
655,654,Centro,36,2,1,4,Montevideo,1,1,07/08/2009 00:00:00.000000,1,36,26,26,1982,2,1 Persona,1,1,1,3,6,0,3,3,0,0,0,4,0,0,LIC EN SOCIOLOGIA,2,2,2,2,2,1,SI,250.5146673278
664,663,,165,17,3,5,Primer Anillo,2,2,21/08/2009 00:00:00.000000,1,165,50,50,1958,2,5 o mas Personas,5,3,5,0,6,0,3,0,0,2,0,0,0,0,CORTE Y CONFECCION,2,2,1,2,2,1,SI,344.5792173348
676,663,,165,17,3,5,Primer Anillo,5,3,21/08/2009 00:00:00.000000,1,165,15,15,1994,2,5 o mas Personas,5,3,5,3,6,0,3,9,0,0,0,0,0,0,,1,2,2,2,1,1,SI,344.5792173348
683,682,Centro,38,2,1,4,Montevideo,2,2,09/09/2009 00:00:00.000000,1,38,65,65,1944,2,2 Personas,2,2,12,1,6,0,3,3,0,0,0,0,0,0,0,2,2,2,1,2,1,SI,300.426243711
696,690,Centro,5,1,1,3,Montevideo,2,2,04/09/2009 00:00:00.000000,1,5,48,48,1961,2,3 o 4 Personas,4,0,12,0,6,0,3,2,0,0,0,0,0,0,,2,2,2,2,2,1,SI,879.9784821221
699,690,Centro,5,1,1,3,Montevideo,3,3,04/09/2009 00:00:00.000000,1,5,12,12,1996,2,3 o 4 Personas,4,0,5,3,6,0,9,0,0,0,0,0,0,0,,1,0,0,0,0,0,SI,879.9784821221
706,705,,165,17,3,5,Primer Anillo,1,2,19/08/2009 00:00:00.000000,1,165,44,45,1964,2,3 o 4 Personas,4,1,11,1,6,0,3,0,0,3,0,0,0,0,JOYERIA,2,2,2,2,2,1,SI,361.4476024326
711,705,,165,17,3,5,Primer Anillo,4,3,19/08/2009 00:00:00.000000,1,165,8,8,2000,2,3 o 4 Personas,4,1,8,2,2,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,SI,361.4476024326
740,733,,161,26,3,5,Primer Anillo,4,3,21/08/2009 00:00:00.000000,1,161,6,6,2002,2,3 o 4 Personas,4,1,2,2,9,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,SI,481.9301365767
743,733,,161,26,3,5,Primer Anillo,3,3,21/08/2009 00:00:00.000000,1,161,8,8,2001,2,3 o 4 Personas,4,1,2,2,2,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,SI,481.9301365767
746,733,,161,26,3,5,Primer Anillo,2,2,21/08/2009 00:00:00.000000,1,161,39,39,1969,2,3 o 4 Personas,4,1,5,2,6,0,3,3,0,0,4,0,0,0,MAGISTERIO,2,2,2,2,2,1,SI,481.9301365767
750,749,,165,17,3,5,Primer Anillo,1,1,24/08/2009 00:00:00.000000,5,174,23,23,1986,2,1 Persona,1,2,,3,6,0,3,2,0,0,0,0,0,0,,2,2,2,2,2,1,#N/D,194.0205685319
758,756,Centro,6,1,1,3,Montevideo,1,1,03/09/2009 00:00:00.000000,1,6,58,34,1950,2,2 Personas,2,1,1,0,6,0,3,3,0,0,4,4,0,0,PSICOLOGIA,2,2,2,2,2,1,SI,647.9486488601
762,761,,165,17,3,5,Primer Anillo,2,2,14/08/2009 00:00:00.000000,1,165,64,64,1945,2,2 Personas,2,1,,0,6,0,2,0,0,0,0,0,0,0,0,2,2,2,2,2,1,#N/D,513.4886075554
767,766,,165,17,3,5,Primer Anillo,2,2,26/08/2009 00:00:00.000000,1,165,54,54,1954,2,2 Personas,2,1,12,0,6,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,1,SI,220.0665460952
776,775,Centro,12,1,1,3,Montevideo,1,1,07/09/2009 00:00:00.000000,1,12,21,21,1987,2,1 Persona,1,0,5,2,6,0,3,3,0,0,0,9,0,0,VETERINARIA,1,2,2,2,1,1,SI,828.7678776497
782,781,,165,17,3,5,Primer Anillo,2,1,17/08/2009 00:00:00.000000,1,165,39,39,1970,2,5 o mas Personas,5,0,9,1,6,0,3,2,0,1,0,0,0,0,PELUQUERIA,2,2,2,2,2,1,SI,501.2061343052
795,781,,165,17,3,5,Primer Anillo,5,3,17/08/2009 00:00:00.000000,1,165,13,13,1996,2,5 o mas Personas,5,0,2,2,6,0,9,0,0,0,0,0,0,0,,1,0,0,0,0,0,SI,501.2061343052
827,817,Centro,7,1,1,3,Montevideo,2,2,10/08/2009 00:00:00.000000,1,7,44,44,1964,2,3 o 4 Personas,4,0,5,0,6,0,3,1,0,0,0,0,0,0,0,2,2,2,2,2,1,SI,481.2382324105
832,830,Centro,7,1,1,3,Montevideo,2,2,18/08/2009 00:00:00.000000,1,7,28,28,1980,2,2 Personas,2,0,5,1,6,0,3,3,0,0,0,0,2,0,TECNICATURA EN RELACIONES LABORALES,1,2,2,2,1,1,SI,753.513316371
840,838,Centro,13,1,1,4,Montevideo,2,2,24/08/2009 00:00:00.000000,1,13,31,31,1977,2,3 o 4 Personas,4,1,,2,6,0,3,3,0,0,3,0,0,0,MAGISTERIO,2,2,2,2,2,1,#N/D,444.6921333624
848,847,Centro,5,1,1,3,Montevideo,1,1,31/08/2009 00:00:00.000000,1,5,26,26,1982,2,2 Personas,2,0,5,1,6,0,3,3,0,0,3,0,0,0,MAGISTERIO,1,2,2,2,1,1,SI,698.9109021412
858,854,Centro,6,1,1,3,Montevideo,2,2,10/08/2009 00:00:00.000000,1,6,48,48,1961,2,3 o 4 Personas,4,0,5,0,6,0,3,0,0,0,0,0,0,0,0,2,1,2,2,2,1,SI,586.6523214147
861,854,Centro,6,1,1,3,Montevideo,3,3,10/08/2009 00:00:00.000000,1,6,23,23,1985,2,3 o 4 Personas,4,0,5,1,6,0,3,3,0,1,0,9,0,0,PSICOLOGIA,1,2,2,2,1,1,SI,586.6523214147
871,867,Centro,7,1,1,2,Montevideo,2,2,28/08/2009 00:00:00.000000,1,7,41,41,1966,2,5 o mas Personas,6,1,2,0,6,0,3,3,0,0,0,5,0,2,PSICOLOGIA EDUCACION Y SEXUALIDAD,2,2,2,2,2,1,SI,1206.6321616671
880,867,Centro,7,1,1,2,Montevideo,5,3,28/08/2009 00:00:00.000000,1,7,13,13,1996,2,5 o mas Personas,6,1,12,3,6,0,9,0,0,0,0,0,0,0,,1,0,0,0,0,0,SI,1206.6321616671
891,890,Centro,37,2,1,4,Montevideo,2,2,10/09/2009 00:00:00.000000,6,999,56,56,1953,2,2 Personas,2,2,2,0,6,0,3,3,0,0,0,5,0,0,ODONTOLOGA,2,2,2,2,2,1,SI,500.7104061849
896,895,Centro,36,2,1,4,Montevideo,1,2,11/08/2009 00:00:00.000000,1,36,30,30,1978,2,2 Personas,2,0,5,1,6,0,3,3,0,1,0,0,0,0,OPERADOR PC,2,2,2,2,2,1,SI,252.5322048585
903,902,Centro,37,2,1,4,Montevideo,1,1,10/09/2009 00:00:00.000000,1,37,57,57,1951,2,3 o 4 Personas,3,1,1,0,6,0,3,3,0,2,0,1,0,0,MEDICINA,2,2,2,1,2,2,SI,499.7483342149
908,902,Centro,37,2,1,4,Montevideo,3,4,,1,37,21,21,1987,2,3 o 4 Personas,3,1,,2,6,0,3,3,0,0,0,0,1,0,PRODUCCION DE MODA,1,2,2,2,1,2,#N/D,499.7483342149
929,928,Centro,37,2,1,4,Montevideo,2,2,21/08/2009 00:00:00.000000,1,37,36,36,1972,2,2 Personas,2,2,1,3,6,0,3,3,0,0,0,5,0,2,CONTADOR POSGRADO DERECHO TRIBUTARIO,2,2,2,2,2,1,SI,282.4659791413
