EncuestaPersona_id,EncuestaHogar_ID,zonaimm,ZatHogar,MZatHogar,DptoHogar,estrato,Anillo,Idpersonaech,PARENTESCO,FECHAVIAJES,LUGAR4MANANAENUM,zat4am,Edad,Edad052009,NacimientoAnio,sexo,TamanoHogar,PersonasenHogar,Vehiculosenhogar,TipousuarioModo,Preescolar,PrimariaComun,PrimariaEspecial,CicloBasicoLiceo,BachillerSecundario,BachillerTecnilogico,Tecnico,Profesorado,Universitario,Terciario,Posgrado,EstudioPrincipal,AsistenciaInstitutoEducativo,Jubilado,Pensionista,Rentista,Estudiante,QuehaceresEnCasa,¿Se movió?,Ponderacion
3545,3544,Este,103,15,1,2,Montevideo,1,1,21/08/2009 00:00:00.000000,1,103,61,61,1948,2,3 o 4 Personas,4,0,12,0,6,0,3,1,0,0,0,0,0,0,0,2,2,2,2,2,1,SI,256.9662163897
3548,3544,Este,103,15,1,2,Montevideo,3,4,21/08/2009 00:00:00.000000,1,103,34,34,1974,2,3 o 4 Personas,4,0,5,1,6,0,3,3,0,2,0,0,0,0,DISENADOR GRAFICO,2,2,2,2,2,1,SI,256.9662163897
3552,3544,Este,103,15,1,2,Montevideo,2,12,21/08/2009 00:00:00.000000,1,103,89,89,1919,2,3 o 4 Personas,4,0,,0,0,0,0,0,0,0,0,0,0,0,,2,1,1,2,2,2,#N/D,256.9662163897
3560,3556,Centro,17,4,1,3,Montevideo,2,2,26/08/2009 00:00:00.000000,1,17,26,26,1982,2,3 o 4 Personas,4,1,12,2,6,0,3,3,0,0,0,2,0,0,MEDICINA,2,2,2,2,2,1,SI,687.4831891579
3566,3556,Centro,17,4,1,3,Montevideo,6,3,,1,17,5,14,2003,2,3 o 4 Personas,4,1,,2,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,#N/D,687.4831891579
3568,3567,Centro,42,2,1,4,Montevideo,1,1,04/09/2009 00:00:00.000000,1,42,74,74,1934,2,5 o mas Personas,5,0,3,0,6,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,1,SI,159.8983622732
3575,3567,Centro,42,2,1,4,Montevideo,3,6,04/09/2009 00:00:00.000000,1,42,43,43,1965,2,5 o mas Personas,5,0,5,1,6,0,3,0,0,2,0,0,0,0,MODISTA,2,2,2,2,2,1,SI,159.8983622732
3580,3567,Centro,42,2,1,4,Montevideo,4,11,04/09/2009 00:00:00.000000,1,42,13,13,1995,2,5 o mas Personas,5,0,5,3,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SI,159.8983622732
3583,3567,Centro,42,2,1,4,Montevideo,5,11,04/09/2009 00:00:00.000000,1,42,8,8,2000,2,5 o mas Personas,5,0,8,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SI,159.8983622732
3590,3589,Centro,17,4,1,2,Montevideo,999,2,18/08/2009 00:00:00.000000,1,17,54,64,1955,2,2 Personas,2,0,,,,,,,,,,,,,,,,,,,,#N/D,318.8332664088
3595,3594,Centro,42,2,1,4,Montevideo,1,1,03/09/2009 00:00:00.000000,1,42,80,80,1929,2,2 Personas,2,0,,0,6,0,3,2,0,0,0,0,0,0,0,2,2,1,2,2,1,#N/D,259.0632101565
3596,3594,Centro,42,2,1,4,Montevideo,2,4,,1,42,52,52,1956,2,2 Personas,2,0,,0,6,0,3,3,0,0,0,0,0,0,0,2,2,2,2,2,1,#N/D,259.0632101565
3598,3597,Centro,39,2,1,4,Montevideo,1,1,24/08/2009 00:00:00.000000,5,39,66,66,1942,2,1 Persona,1,0,2,0,6,0,3,3,0,0,0,4,0,0,LICENCIADO EN BIBLIOTECOLOGIA,2,1,2,1,2,1,SI,136.3748484861
3607,3603,Centro,18,1,1,3,Montevideo,1,2,15/08/2009 00:00:00.000000,1,18,25,28,1983,2,2 Personas,2,1,5,3,6,0,3,3,0,0,4,0,0,0,MAESTRA PRIMARIA,2,2,2,2,2,1,SI,236.6104616624
3613,3611,Centro,46,2,1,4,Montevideo,2,2,31/08/2009 00:00:00.000000,1,46,64,64,1944,2,3 o 4 Personas,3,0,,0,6,0,3,1,0,1,0,0,0,0,PODOLOGIA,2,2,2,2,2,1,#N/D,142.7852383471
3619,3615,Centro,18,1,1,3,Montevideo,2,2,26/08/2009 00:00:00.000000,1,18,36,36,1972,2,2 Personas,2,2,5,1,6,0,3,3,0,0,0,0,2,0,ADMINISTRACION EMPRESAS EDA,2,2,2,2,2,1,SI,236.6104616624
3623,3622,Centro,47,2,1,4,Montevideo,1,1,02/09/2009 00:00:00.000000,1,47,83,83,1926,2,2 Personas,2,1,1,0,6,0,3,3,0,3,0,0,0,0,PROFESOR DE COMERCIO,2,1,1,2,2,1,SI,685.7555562967
3626,3622,Centro,47,2,1,4,Montevideo,2,9,02/09/2009 00:00:00.000000,1,47,87,87,1922,2,2 Personas,2,1,2,0,6,0,3,3,0,0,0,0,0,0,,2,1,2,2,2,1,SI,685.7555562967
3630,3629,Centro,24,4,1,1,Montevideo,8888,1,10/09/2009 00:00:00.000000,1,24,45,57,1964,2,1 Persona,1,1,9,,,,,,,,,,,,,,,,,,,SI,163.5875706846
3634,3633,Centro,41,2,1,4,Montevideo,1,1,24/08/2009 00:00:00.000000,6,999,73,73,1936,2,2 Personas,2,1,,0,6,0,3,3,0,3,0,0,0,0,AUXILIAR DE ENFERMERIA,2,2,2,2,2,1,#N/D,806.5791543109
3645,3640,Centro,40,2,1,4,Montevideo,2,2,02/09/0009 00:00:00.000000,1,40,40,40,1968,2,3 o 4 Personas,4,5,1,0,6,0,3,3,0,2,0,0,0,0,SECRETARIADO BILINGUE,2,2,2,2,2,1,SI,1044.0597913726
3652,3640,Centro,40,2,1,4,Montevideo,4,3,02/09/0009 00:00:00.000000,1,40,5,5,2003,2,3 o 4 Personas,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SI,1044.0597913726
3656,3655,Centro,46,2,1,4,Montevideo,1,1,31/08/2009 00:00:00.000000,6,999,50,50,1959,2,3 o 4 Personas,3,0,5,1,6,0,3,3,0,0,0,6,0,0,VETERINARIA,2,2,2,2,2,1,SI,142.7852383471
3661,3655,Centro,46,2,1,4,Montevideo,2,4,31/08/2009 00:00:00.000000,1,46,18,18,1989,2,3 o 4 Personas,3,0,5,3,6,0,3,1,0,2,0,0,0,0,AUXILIAR DE ENFERMERIA,1,2,2,2,1,2,SI,142.7852383471
3664,3655,Centro,46,2,1,4,Montevideo,3,4,31/08/2009 00:00:00.000000,1,46,15,15,1994,2,3 o 4 Personas,3,0,5,3,6,0,3,9,0,0,0,0,0,0,,1,2,2,2,1,2,SI,142.7852383471
3671,3667,Centro,39,2,1,4,Montevideo,2,2,11/08/0009 00:00:00.000000,1,39,51,51,1957,2,3 o 4 Personas,3,3,12,1,6,0,3,3,0,0,2,0,0,0,DOCENCIA IDIOMA INGLES,2,2,2,1,2,2,SI,248.6432598803
3687,3686,Centro,41,2,1,4,Montevideo,1,0,,1,41,37,37,1971,2,2 Personas,2,0,,1,6,0,3,3,0,0,0,5,0,0,CONTADOR,2,2,2,1,2,1,#N/D,891.4822231858
3688,3686,Centro,41,2,1,4,Montevideo,2,1,02/09/0009 00:00:00.000000,1,41,33,33,1971,2,2 Personas,2,0,2,1,6,0,3,3,0,0,0,2,0,0,LICENCIATURA ADMINISTRACION DE EMPRESAS,2,2,2,2,2,1,SI,891.4822231858
3696,3695,Oeste,114,5,1,2,Montevideo,1,1,08/08/2009 00:00:00.000000,1,114,39,39,1969,2,3 o 4 Personas,3,0,5,0,6,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,SI,381.7235032079
3699,3695,Oeste,114,5,1,2,Montevideo,3,4,28/08/2009 00:00:00.000000,1,114,13,16,1995,2,3 o 4 Personas,3,0,5,2,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SI,381.7235032079
3704,3695,Oeste,114,5,1,2,Montevideo,2,4,28/08/2009 00:00:00.000000,1,114,16,13,1993,2,3 o 4 Personas,3,0,12,1,6,0,3,1,0,0,0,0,0,0,0,1,2,2,2,1,1,SI,381.7235032079
3708,3707,Centro,39,2,1,4,Montevideo,1,1,19/08/0009 00:00:00.000000,1,39,97,97,1912,2,1 Persona,1,0,,0,6,0,3,3,0,0,0,1,0,0,DERECHO  ABOGACIA,2,1,1,1,2,2,#N/D,149.7158662728
3713,3709,Centro,44,2,1,3,Montevideo,1,9,,1,44,29,29,1980,2,2 Personas,2,0,,2,6,0,3,3,0,0,0,8,0,1,DOCTORADO EN PEDIATRIA,1,2,2,2,1,1,#N/D,338.5349682247
3715,3714,Centro,39,2,1,4,Montevideo,1,1,11/08/0009 00:00:00.000000,1,39,78,78,1931,2,1 Persona,1,0,,0,6,0,3,1,0,0,0,0,0,0,0,2,2,1,2,2,1,#N/D,149.7158662728
3717,3716,Este,48,2,1,3,Montevideo,1,1,18/08/2009 00:00:00.000000,1,48,86,86,1921,2,2 Personas,2,0,,0,6,0,3,3,0,0,0,0,0,0,0,2,1,1,1,2,2,#N/D,192.9285302786
3718,3716,Este,48,2,1,3,Montevideo,2,9,18/08/2009 00:00:00.000000,1,48,83,83,1926,2,2 Personas,2,0,,0,6,0,3,3,0,0,5,0,0,0,MAGISTERIO,2,1,2,1,2,1,#N/D,192.9285302786
3737,3736,Centro,43,2,1,4,Montevideo,1,1,24/08/0009 00:00:00.000000,1,43,52,52,1957,2,2 Personas,2,0,5,1,6,0,3,3,0,0,0,3,0,0,TECNICA NEUROFISIOLOGA,2,2,2,2,2,1,SI,359.2052913935
3743,3742,Oeste,112,5,1,2,Montevideo,1,1,,1,112,67,67,1942,2,1 Persona,1,1,,0,6,0,0,0,0,0,0,0,0,0,,2,1,2,2,2,1,#N/D,120.785373451
3749,3744,Centro,18,1,1,3,Montevideo,1,13,12/08/2009 00:00:00.000000,1,18,62,47,1947,2,5 o mas Personas,5,0,5,0,6,0,3,3,0,0,0,0,2,0,ENFERMERA,2,2,1,2,2,1,SI,370.366475861
3757,3744,Centro,18,1,1,3,Montevideo,5,13,12/08/2009 00:00:00.000000,1,18,18,18,1991,2,5 o mas Personas,5,0,,3,6,0,3,3,0,0,0,0,0,0,0,2,2,2,2,2,2,#N/D,370.366475861
3760,3759,Centro,41,2,1,4,Montevideo,1,1,11/08/2009 00:00:00.000000,1,41,65,65,1943,2,1 Persona,1,0,12,0,6,0,3,2,0,1,0,0,0,0,AUXILIAR CONTABLE,2,1,2,1,2,1,SI,564.7697529698
3766,3765,Centro,39,2,1,4,Montevideo,1,1,06/08/0009 00:00:00.000000,5,999,33,33,1976,2,1 Persona,1,0,3,0,6,0,3,3,0,0,0,0,0,0,0,2,2,2,2,2,1,SI,444.7005928896
3769,3768,,154,21,16,5,Primer Anillo,4,3,,1,154,3,3,2006,2,3 o 4 Personas,4,2,,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,#N/D,353.9598431029
3773,3768,,154,21,16,5,Primer Anillo,2,2,13/10/2009 00:00:00.000000,1,154,42,42,1966,2,3 o 4 Personas,4,2,5,0,6,0,3,3,0,0,0,0,4,0,T?CNICO RADIOLOGO,2,2,2,2,2,1,SI,353.9598431029
3784,3783,Este,95,9,1,2,Montevideo,1,1,29/09/0009 00:00:00.000000,1,95,39,39,1969,2,3 o 4 Personas,3,1,9,1,6,0,0,0,0,2,0,0,0,0,PELUQUERIA,2,2,2,1,2,1,SI,123.4987804496
3794,3793,Oeste,112,5,1,2,Montevideo,1,1,28/08/2009 00:00:00.000000,1,112,69,69,1940,2,2 Personas,2,0,,0,3,0,0,0,0,0,0,0,0,0,,2,2,1,2,2,2,#N/D,121.4602919653
3795,3793,Oeste,112,5,1,2,Montevideo,2,7,28/08/2009 00:00:00.000000,1,112,95,95,1914,2,2 Personas,2,0,,0,6,0,0,0,0,0,0,0,0,0,,2,1,1,2,2,2,#N/D,121.4602919653
3804,3800,Oeste,112,5,1,2,Montevideo,2,2,28/08/2009 00:00:00.000000,1,112,70,70,1939,2,2 Personas,2,0,,0,3,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,#N/D,220.146779187
3828,3815,Centro,39,2,1,4,Montevideo,2,2,18/09/2009 00:00:00.000000,1,39,45,45,1963,2,3 o 4 Personas,4,2,12,0,6,0,3,3,0,1,0,0,0,0,ADMINISTRACION DE EMPRESAS,2,2,2,2,2,1,SI,175.2989279342
3846,3844,,164,20,3,9,Segundo Anillo,2,2,,1,164,53,53,1956,2,2 Personas,2,0,,0,6,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,#N/D,176.0532368761
3848,3847,Oeste,114,5,1,2,Montevideo,2,2,06/08/2009 00:00:00.000000,1,114,68,72,1940,2,2 Personas,2,0,12,0,6,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,SI,220.146779187
3855,3854,Oeste,113,5,1,2,Montevideo,1,1,07/08/2009 00:00:00.000000,3,113,56,56,1952,2,1 Persona,1,0,12,0,6,0,3,0,0,3,0,0,0,0,ELECTRICIDAD,2,2,1,2,2,2,SI,145.94899292
3862,3861,,158,24,3,5,Primer Anillo,3,3,29/09/0009 00:00:00.000000,1,158,38,38,1971,2,5 o mas Personas,6,2,5,0,6,0,3,2,0,0,0,0,0,0,,2,2,2,2,2,1,SI,493.527457313
3865,3861,,158,24,3,5,Primer Anillo,5,11,29/09/0009 00:00:00.000000,1,158,9,9,1999,2,5 o mas Personas,6,2,5,2,3,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,SI,493.527457313
3872,3861,,158,24,3,5,Primer Anillo,6,11,,1,158,1,1,2007,2,5 o mas Personas,6,2,,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,#N/D,493.527457313
3887,3861,,158,24,3,5,Primer Anillo,2,1,29/09/0009 00:00:00.000000,1,158,57,57,1951,2,5 o mas Personas,6,2,5,0,6,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,1,SI,493.527457313
3891,3890,Oeste,142,23,1,1,Montevideo,3,1,07/10/2009 00:00:00.000000,1,142,73,56,1935,2,1 Persona,1,0,,0,6,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,#N/D,408.9689267116
3896,3892,Centro,41,2,1,4,Montevideo,2,2,18/09/2009 00:00:00.000000,1,41,46,46,1963,2,5 o mas Personas,5,2,2,0,6,0,3,3,0,1,0,0,0,0,SECRETARIADO,2,2,2,2,2,1,SI,898.4765118209
3906,3892,Centro,41,2,1,4,Montevideo,4,3,18/09/2009 00:00:00.000000,1,41,13,13,1995,2,5 o mas Personas,5,2,5,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SI,898.4765118209
3913,3912,,156,14,3,5,Primer Anillo,1,1,06/10/2009 00:00:00.000000,4,44,53,53,1956,2,1 Persona,1,0,5,0,6,0,0,0,0,0,0,0,0,0,,2,2,1,2,2,1,SI,358.191818828
3918,3917,Este,99,9,1,1,Montevideo,1,1,11/08/2009 00:00:00.000000,1,99,61,61,1948,2,1 Persona,1,0,5,0,6,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,1,SI,331.4800774399
3929,3923,Centro,37,2,1,4,Montevideo,2,2,25/09/2009 00:00:00.000000,1,37,31,31,1977,2,2 Personas,2,1,5,0,6,0,3,3,0,2,0,9,4,0,LICENCIATURA ENFERMERIA,1,2,2,2,1,1,SI,235.1161907303
3955,3951,Centro,43,2,1,4,Montevideo,2,2,28/09/2009 00:00:00.000000,1,43,52,52,1956,2,3 o 4 Personas,3,0,5,0,6,0,3,3,0,2,0,0,0,0,SECRETARIADO COMERCIAL,2,2,2,2,2,1,SI,240.7654536267
3970,3966,Este,97,9,1,2,Montevideo,1,2,13/08/2009 00:00:00.000000,4,71,71,67,1936,2,2 Personas,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,SI,227.7380474349
3973,3972,Oeste,142,23,1,1,Montevideo,1,1,06/10/2009 00:00:00.000000,1,142,31,31,1978,2,3 o 4 Personas,3,0,5,1,6,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,SI,599.1633257354
3978,3972,Oeste,142,23,1,1,Montevideo,3,3,,1,142,4,4,2005,2,3 o 4 Personas,3,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,#N/D,599.1633257354
3980,3979,Este,95,9,1,2,Montevideo,3,3,30/09/0009 00:00:00.000000,1,95,18,18,1991,2,3 o 4 Personas,4,2,5,3,6,0,3,2,0,0,0,0,0,0,,1,2,2,2,1,1,SI,202.8680655708
3986,3979,Este,95,9,1,2,Montevideo,2,2,30/09/0009 00:00:00.000000,1,95,53,53,1955,2,3 o 4 Personas,4,2,5,0,6,0,0,0,0,3,0,0,0,0,PELUQUERIA,2,2,2,2,2,1,SI,202.8680655708
3989,3979,Este,95,9,1,2,Montevideo,999,3,30/09/0009 00:00:00.000000,1,95,38,,1971,2,3 o 4 Personas,4,2,5,,,,,,,,,,,,,,,,,,,SI,202.8680655708
3994,3992,Oeste,143,23,1,1,Montevideo,2,13,07/10/2009 00:00:00.000000,1,143,37,37,1970,2,2 Personas,2,1,12,1,6,0,3,3,0,0,0,6,0,0,INGENIERIA QUIMICA,2,2,2,2,2,1,SI,149.6931022943
4001,3997,Centro,40,2,1,4,Montevideo,2,2,27/09/2009 00:00:00.000000,1,40,50,50,1958,2,5 o mas Personas,5,1,1,0,6,0,3,3,0,0,0,0,3,0,FISIOTERAPIA,2,2,2,2,2,1,SI,651.0147606838
4015,3997,Centro,40,2,1,4,Montevideo,5,3,27/09/2009 00:00:00.000000,1,40,15,15,1993,2,5 o mas Personas,5,1,2,3,6,0,3,9,0,0,0,0,0,0,,1,2,2,2,1,2,SI,651.0147606838
4019,4018,Oeste,127,6,1,1,Montevideo,2,4,07/08/2009 00:00:00.000000,1,127,28,28,1981,2,3 o 4 Personas,3,1,12,2,6,0,0,0,0,3,0,0,0,0,COCINA,2,2,2,2,2,1,SI,195.516453661
4025,4018,Oeste,127,6,1,1,Montevideo,3,11,07/08/2009 00:00:00.000000,1,127,3,3,2005,2,3 o 4 Personas,3,1,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,SI,195.516453661
4030,4028,Oeste,143,23,1,3,Montevideo,2,2,06/08/2009 00:00:00.000000,1,143,76,76,1933,2,2 Personas,2,1,,0,6,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,#N/D,174.7277255353
4032,4031,Este,99,9,1,1,Montevideo,3,11,10/08/2009 00:00:00.000000,1,99,20,20,1989,2,5 o mas Personas,5,0,5,1,6,0,3,3,0,0,0,0,0,0,0,2,2,2,2,2,1,SI,887.0834577828
4035,4031,Este,99,9,1,1,Montevideo,4,11,10/08/2009 00:00:00.000000,1,99,18,18,1991,2,5 o mas Personas,5,0,5,2,6,0,2,0,0,0,0,0,0,0,0,1,2,2,2,1,1,SI,887.0834577828
4043,4031,Este,99,9,1,1,Montevideo,2,2,10/08/2009 00:00:00.000000,1,99,64,64,1944,2,5 o mas Personas,5,0,5,0,6,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,SI,887.0834577828
4055,4054,Centro,40,2,1,4,Montevideo,1,1,28/09/2009 00:00:00.000000,1,40,82,82,1927,2,1 Persona,1,0,2,0,6,0,3,1,0,0,0,0,0,0,0,2,1,1,2,2,1,SI,607.0163092943
4070,4069,Centro,43,2,1,4,Montevideo,1,1,25/09/2009 00:00:00.000000,1,43,60,60,1949,2,1 Persona,1,0,5,0,6,0,0,0,0,3,0,0,0,0,CORTE Y CONFECCION,2,2,2,2,2,1,SI,144.972393282
4078,4074,Oeste,133,6,1,3,Montevideo,2,2,07/08/2009 00:00:00.000000,1,133,38,38,1971,2,3 o 4 Personas,3,0,5,1,6,0,3,3,0,3,0,0,0,0,TECNICO EN ELECTRONICA,2,2,2,2,2,1,SI,172.7361549199
4082,4074,Oeste,133,6,1,3,Montevideo,3,3,,1,133,3,3,2006,2,3 o 4 Personas,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,#N/D,172.7361549199
4084,4083,Este,99,9,1,1,Montevideo,1,1,07/08/2009 00:00:00.000000,1,99,59,59,1949,2,2 Personas,2,0,5,0,6,0,0,0,0,3,0,0,0,0,CORTE Y CONFECCION,2,2,1,2,2,2,SI,442.8420942872
4095,4094,Este,99,9,1,1,Montevideo,2,2,06/08/2009 00:00:00.000000,1,99,25,25,1984,2,3 o 4 Personas,3,0,12,2,6,0,2,0,0,0,0,0,0,0,,2,2,2,2,2,1,SI,580.2423786069
4109,4108,Este,101,15,1,2,Montevideo,1,1,18/08/2009 00:00:00.000000,1,101,73,73,1935,2,2 Personas,2,0,12,0,6,0,0,0,0,0,0,0,0,0,,2,2,1,2,2,1,SI,607.3014598263
4112,4108,Este,101,15,1,2,Montevideo,2,4,18/08/2009 00:00:00.000000,1,101,36,36,1973,2,2 Personas,2,0,12,0,0,1,0,0,0,0,0,0,0,0,,2,2,1,2,2,1,SI,607.3014598263
4116,4115,Este,99,9,1,2,Montevideo,2,2,17/08/2009 00:00:00.000000,1,99,62,62,1946,2,3 o 4 Personas,3,0,12,0,4,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,SI,718.5383589796
4122,4115,Este,99,9,1,2,Montevideo,3,3,17/08/2009 00:00:00.000000,1,99,20,20,1987,2,3 o 4 Personas,3,0,12,1,6,0,3,2,0,0,0,0,0,0,0,2,2,2,2,2,2,SI,718.5383589796
4126,4125,Este,101,15,1,2,Montevideo,2,2,17/08/2009 00:00:00.000000,1,101,56,56,1952,2,3 o 4 Personas,3,0,12,0,3,0,0,0,0,0,0,0,0,0,,2,2,2,2,2,1,SI,898.1729487246
4142,4141,,155,14,3,5,Primer Anillo,1,1,24/09/2009 00:00:00.000000,1,155,79,79,1929,2,3 o 4 Personas,3,0,,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1,#N/D,377.3103155781
4143,4141,,155,14,3,5,Primer Anillo,2,11,24/09/2009 00:00:00.000000,1,155,20,20,1988,2,3 o 4 Personas,3,0,,1,6,0,3,1,0,0,0,0,0,0,0,2,2,2,2,2,1,#N/D,377.3103155781
4144,4141,,155,14,3,5,Primer Anillo,3,12,24/09/2009 00:00:00.000000,1,155,3,3,2005,2,3 o 4 Personas,3,0,,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,#N/D,377.3103155781
4149,4145,Oeste,143,23,1,1,Montevideo,2,2,11/08/2009 00:00:00.000000,1,143,66,66,1943,2,3 o 4 Personas,3,1,,1,6,0,3,3,0,2,3,0,0,3,POSGRADO EDUCACION SEXUAL,2,1,2,2,2,1,#N/D,302.7351540558
4150,4145,Oeste,143,23,1,1,Montevideo,3,3,11/08/2009 00:00:00.000000,1,143,26,26,1982,2,3 o 4 Personas,3,1,5,3,6,0,3,3,0,1,0,1,0,0,LICENCIATURA COMUNICACION,2,2,2,2,2,2,SI,302.7351540558
4158,4153,Oeste,143,23,1,2,Montevideo,2,2,11/08/2009 00:00:00.000000,1,143,60,29,1979,2,3 o 4 Personas,3,0,5,0,6,0,0,0,0,3,0,0,0,0,COCINA,2,2,2,2,2,1,SI,471.5407980804
4164,4163,Centro,39,2,1,4,Montevideo,1,1,21/08/0009 00:00:00.000000,1,39,54,54,1955,2,1 Persona,1,1,1,0,6,0,3,3,0,0,0,1,3,0,LABORATORISTA DENTAL,2,2,2,2,2,1,SI,100.798801055
4174,4173,Este,82,9,1,2,Montevideo,1,1,14/09/0009 00:00:00.000000,1,82,63,63,1946,2,3 o 4 Personas,4,0,5,0,1,0,0,0,0,0,0,0,0,0,,2,2,1,2,2,1,SI,263.7284852421
4177,4173,Este,82,9,1,2,Montevideo,2,7,14/09/0009 00:00:00.000000,1,82,88,88,1920,2,3 o 4 Personas,4,0,,0,0,0,0,0,0,0,0,0,0,0,,2,1,2,2,2,1,#N/D,263.7284852421
4178,4173,Este,82,9,1,2,Montevideo,3,12,14/09/0009 00:00:00.000000,1,82,22,22,1986,2,3 o 4 Personas,4,0,12,2,6,0,3,0,0,9,0,0,0,0,AUXILIAR DE ENFERMERIA,1,2,2,2,1,1,SI,263.7284852421
4186,4182,Este,80,4,1,2,Montevideo,2,2,28/09/0009 00:00:00.000000,1,80,42,42,1967,2,3 o 4 Personas,4,0,5,1,6,0,3,1,0,0,0,0,0,0,0,2,2,2,2,2,1,SI,243.441678685
4205,4204,Este,48,2,1,4,Montevideo,1,1,07/08/2009 00:00:00.000000,1,48,68,68,1941,2,1 Persona,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,SI,195.6682608714
4210,4208,Este,48,2,1,4,Montevideo,2,2,07/08/2009 00:00:00.000000,1,48,42,42,1966,2,5 o mas Personas,5,0,,3,6,0,2,0,0,0,0,0,0,0,0,2,2,2,2,2,1,#N/D,1176.3950938671
4211,4208,Este,48,2,1,4,Montevideo,3,3,07/08/2009 00:00:00.000000,1,48,19,19,1989,2,5 o mas Personas,5,0,,3,6,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,#N/D,1176.3950938671
4215,4208,Este,48,2,1,4,Montevideo,5,13,07/08/2009 00:00:00.000000,1,48,40,40,1968,2,5 o mas Personas,5,0,,0,0,4,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,#N/D,1176.3950938671
4218,4216,Este,61,11,1,3,Montevideo,2,2,07/08/2009 00:00:00.000000,1,61,52,52,1948,2,3 o 4 Personas,3,0,,0,6,0,3,3,0,0,0,6,0,0,PSICOLOGIA,2,2,2,1,2,2,#N/D,185.0744516999
4225,4222,Este,48,2,1,4,Montevideo,2,7,07/08/2009 00:00:00.000000,1,48,75,75,1933,2,3 o 4 Personas,4,0,,0,6,0,3,3,0,2,0,0,3,0,INSTRUMENTISTA,2,1,1,2,2,2,#N/D,340.2861542252
4226,4222,Este,48,2,1,4,Montevideo,3,4,07/08/2009 00:00:00.000000,1,48,31,31,1977,2,3 o 4 Personas,4,0,,2,6,0,3,3,0,0,0,0,0,0,0,2,2,2,2,2,2,#N/D,340.2861542252
4232,4228,Centro,39,2,1,4,Montevideo,2,2,17/08/0009 00:00:00.000000,1,39,64,64,1945,2,2 Personas,2,1,2,0,6,0,3,3,0,0,0,2,0,0,ABOGACIA,2,2,2,1,2,1,SI,148.0361200895
4244,4240,Este,58,11,1,3,Montevideo,2,2,06/08/2009 00:00:00.000000,1,58,45,45,1963,2,3 o 4 Personas,3,0,,0,6,0,3,0,0,2,0,0,0,0,AUXILIAR CONTABLE,2,2,2,2,2,1,#N/D,400.9946453499
4245,4240,Este,58,11,1,3,Montevideo,3,3,06/08/2009 00:00:00.000000,1,58,17,17,1991,2,3 o 4 Personas,3,0,5,2,6,0,2,0,0,0,0,0,0,0,0,1,2,2,2,1,2,SI,400.9946453499
4253,4252,Este,49,11,1,4,Montevideo,1,1,10/09/2009 00:00:00.000000,1,49,31,31,1977,2,3 o 4 Personas,4,0,5,3,6,0,3,3,0,0,0,2,0,0,ARQUITECTURA,2,2,2,2,2,1,SI,183.0327041666
4266,4265,Este,61,11,1,3,Montevideo,1,1,11/08/2009 00:00:00.000000,1,61,71,71,1937,2,3 o 4 Personas,4,0,5,0,6,0,3,3,0,0,4,0,0,0,MAESTRA,2,1,2,2,2,1,SI,307.0758244905
4269,4265,Este,61,11,1,3,Montevideo,2,9,11/08/2009 00:00:00.000000,1,61,70,70,1939,2,3 o 4 Personas,4,0,,0,6,0,3,3,0,0,4,0,0,0,MAESTRA,2,1,2,2,2,1,#N/D,307.0758244905
4278,4274,Este,57,11,1,4,Montevideo,2,2,11/09/2009 00:00:00.000000,1,57,59,59,1949,2,2 Personas,2,1,,0,6,0,2,0,0,0,0,0,0,0,,2,2,2,2,2,1,#N/D,54.4250441505
