,PARTIDO,fraccion,radio,hogar,LOCALIDA,CANPER,CANPERM3,CANPEREV,TIPOVIVI,COCHERA,AUTO,BICICLET,CICLOMO,MOTO,CANAUTOS,OTIPOVIV,z_cocherasino,z_tieneciclomo,z_tienemoto,z_tieneauto,wt1,z_gastoco2,z_gastoma2,z_Quintil_ing_per_capita_AD_EQUIV,IDH
126,Moron,5.0,12.0,031,HAEDO,3.0,3.0,0.0,Casa,1.0,Si,2.0,No tiene,No tiene,1.0,,Si,No,No,Si,180.80117797851562,327.454545454545,260.921132457027,5.0,127.0
127,Moron,5.0,12.0,032,HAEDO,4.0,4.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,195.34332275390625,0.0,0.0,2.0,128.0
128,Moron,5.0,12.0,043,HAEDO,1.0,1.0,0.0,Departamento,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,210.94482421875,280.285714285714,260.921132457027,5.0,129.0
129,San Isidro,12.0,27.0,012,BECCAR,6.0,6.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,4.0,No tiene,No tiene,No tiene,,No,No,No,No,217.38323974609375,0.0,0.0,2.0,130.0
130,San Isidro,12.0,27.0,030,BECCAR,1.0,1.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,216.6973419189453,0.0,0.0,4.0,131.0
131,San Isidro,12.0,28.0,020,BECCAR,6.0,4.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,191.52635192871094,0.0,0.0,1.0,132.0
132,San Isidro,12.0,27.0,050,BECCAR,1.0,1.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,216.6973419189453,0.0,0.0,4.0,133.0
133,San Isidro,12.0,27.0,070,BECCAR,2.0,2.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,135.86337280273438,0.0,0.0,2.0,134.0
134,San Isidro,12.0,27.0,080,SAN ISIDRO,4.0,4.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,180.17266845703125,0.0,0.0,2.0,135.0
135,San Isidro,12.0,27.0,091,BECCAR,6.0,5.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,190.42076110839844,0.0,0.0,1.0,136.0
136,San Isidro,12.0,27.0,060,BECCAR,4.0,4.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,163.3291778564453,0.0,0.0,2.0,137.0
137,San Isidro,12.0,27.0,040,BECCAR,7.0,7.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,201.1571044921875,0.0,0.0,1.0,138.0
138,San Isidro,12.0,27.0,020,BECCAR,5.0,4.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,180.3633270263672,0.0,0.0,4.0,139.0
139,San Isidro,12.0,28.0,010,BECCAR,5.0,5.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,197.23416137695312,0.0,0.0,1.0,140.0
140,San Isidro,12.0,28.0,030,BECCAR,6.0,6.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,207.9705047607422,0.0,0.0,2.0,141.0
141,San Isidro,12.0,28.0,040,BECCAR,4.0,4.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,163.49713134765625,0.0,0.0,1.0,142.0
142,San Isidro,12.0,28.0,060,BECCAR,2.0,2.0,0.0,Casilla/rancho en villa de emergencia,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,184.58035278320312,297.777777777778,441.921487603306,4.0,143.0
143,San Isidro,12.0,28.0,070,BECCAR,3.0,2.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,175.07699584960938,0.0,0.0,1.0,144.0
144,San Isidro,12.0,28.0,080,BECCAR,4.0,2.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,170.75991821289062,0.0,0.0,1.0,145.0
145,Cap. Fed. DE 19,1.0,1.0,010,FLORES,5.0,5.0,0.0,Casilla/rancho en villa de emergencia,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,221.8731231689453,244.444444444444,231.008771929825,1.0,146.0
146,San Isidro,12.0,28.0,050,BECCAR,7.0,5.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,217.5738983154297,0.0,0.0,1.0,147.0
147,San Isidro,12.0,28.0,093,BECCAR,2.0,2.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,167.03062438964844,0.0,0.0,2.0,148.0
148,Cap. Fed. DE 19,1.0,1.0,020,FLORES,4.0,4.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,141.77975463867188,0.0,0.0,1.0,149.0
149,Cap. Fed. DE 19,1.0,1.0,030,FLORES,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,188.44253540039062,0.0,0.0,3.0,150.0
150,Cap. Fed. DE 19,1.0,1.0,040,FLORES,4.0,4.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,115.4972152709961,0.0,0.0,1.0,151.0
151,San Miguel,2.0,8.0,010,SAN MIGUEL,3.0,3.0,0.0,Casa en barrio cerrado/country,2.0,Si,4.0,No tiene,No tiene,2.0,,Si,No,No,Si,1046.2958984375,740.0,683.881578947368,3.0,152.0
152,Cap. Fed. DE 19,1.0,1.0,050,FLORES,3.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,170.56202697753906,0.0,0.0,1.0,153.0
153,Pilar,2.0,8.0,020,MANUEL ALBERTI,2.0,2.0,0.0,Casa en barrio cerrado/country,0.0,Si,No tiene,No tiene,No tiene,2.0,,No,No,No,Si,379.27301025390625,366.666666666667,683.881578947368,4.0,154.0
154,Cap. Fed. DE 19,1.0,1.0,060,FLORES,4.0,2.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,176.1555938720703,0.0,0.0,2.0,155.0
155,Pilar,2.0,8.0,030,MANUEL ALBERTI,6.0,6.0,0.0,Casa en barrio cerrado/country,0.0,Si,6.0,No tiene,No tiene,2.0,,No,No,No,Si,586.2080688476562,200.0,340.0,2.0,156.0
156,Pilar,2.0,8.0,040,MANUEL ALBERTI,5.0,5.0,0.0,Casa en barrio cerrado/country,1.0,Si,4.0,No tiene,No tiene,3.0,,Si,No,No,Si,607.6312255859375,800.0,1114.28571428571,5.0,157.0
157,Cap. Fed. DE 19,1.0,1.0,080,FLORES,8.0,8.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,143.1143035888672,0.0,0.0,1.0,158.0
158,Cap. Fed. DE 19,1.0,1.0,090,FLORES,2.0,2.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,133.60789489746094,0.0,0.0,2.0,159.0
159,La Matanza,1.0,8.0,033,RAMOS MEJIA,4.0,4.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,131.2774658203125,295.882352941176,231.008771929825,4.0,160.0
160,Vicente Lopez,1.0,1.0,040,LA LUCILA,2.0,2.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,341.9427795410156,0.0,0.0,1.0,161.0
161,Alte. Brown,3.0,13.0,050,JOSE MARMOL,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,158.33050537109375,0.0,0.0,3.0,162.0
162,Alte. Brown,2.0,2.0,011,JOSE MARMOL,2.0,2.0,0.0,Casa,1.0,No,3.0,No tiene,No tiene,No tiene,,Si,No,No,No,270.7144775390625,0.0,0.0,2.0,163.0
163,E. Echeverria,3.0,4.0,011,MONTE GRANDE,10.0,9.0,0.0,Casilla/rancho aislado,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,251.26856994628906,463.225806451613,381.678571428571,1.0,164.0
164,Cap. Fed. DE 19,1.0,15.0,070,FLORES,4.0,4.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,121.3209457397461,0.0,0.0,4.0,165.0
165,Cap. Fed. DE 02,1.0,15.0,080,FLORES,6.0,1.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,560.5703735351562,0.0,0.0,1.0,166.0
166,La Matanza,15.0,6.0,021,RAMOS MEJIA,3.0,3.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,316.4316101074219,0.0,0.0,5.0,167.0
167,Cap. Fed. DE 19,1.0,15.0,090,FLORES,5.0,5.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,196.12901306152344,0.0,0.0,2.0,168.0
168,Cap. Fed. DE 19,1.0,15.0,100,FLORES,1.0,1.0,0.0,Casilla/rancho en villa de emergencia,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,155.24273681640625,0.0,0.0,3.0,169.0
169,Cap. Fed. DE 01,8.0,3.0,010,RECOLETA,3.0,3.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,503.8982238769531,0.0,0.0,2.0,170.0
170,Alte. Brown,3.0,12.0,011,JOSE MARMOL,4.0,4.0,0.0,Casa,1.0,Si,2.0,No tiene,1.0,1.0,,Si,No,Si,Si,306.37701416015625,425.0,193.428571428571,1.0,171.0
171,Lanus,22.0,20.0,030,m,1.0,1.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,304.1749572753906,246.551724137931,441.921487603306,4.0,172.0
172,Lanus,22.0,20.0,028,REMEDIOS DE ESCALADA,3.0,3.0,0.0,Casa,1.0,No,1.0,No tiene,No tiene,No tiene,,Si,No,No,No,227.4901123046875,0.0,0.0,4.0,173.0
173,Lanus,22.0,20.0,015,REMEDIOS DE ESCALADA,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,320.4585876464844,0.0,0.0,5.0,174.0
174,Lanus,22.0,21.0,028,REMEDIOS DE ESCALADA,3.0,3.0,0.0,Casa,1.0,No,1.0,No tiene,No tiene,No tiene,,Si,No,No,No,289.00091552734375,0.0,0.0,1.0,175.0
175,Lanus,8.0,7.0,030,LANUS OESTE,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,219.42962646484375,0.0,0.0,2.0,176.0
176,Lanus,8.0,7.0,029,LANUS OESTE,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,235.88336181640625,0.0,0.0,3.0,177.0
177,Lanus,22.0,20.0,006,REMEDIOS DE ESCALADA,3.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,194.6026153564453,0.0,0.0,1.0,178.0
178,Lanus,8.0,7.0,023,LANUS OESTE,3.0,3.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,194.5957489013672,100.0,100.0,5.0,179.0
179,Lanus,22.0,20.0,005,REMEDIOS DE ESCALADA,1.0,1.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,314.5111389160156,0.0,0.0,4.0,180.0
180,Lanus,22.0,20.0,003,REMEDIOS DE ESCALADA,3.0,3.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,253.57957458496094,500.0,50.0,2.0,181.0
181,Lanus,22.0,21.0,029,VILLA REMEDIOS DE ESCALADA,2.0,2.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,206.9832763671875,0.0,0.0,3.0,182.0
182,Jose C. Paz,3.0,21.0,021,JOSE C PAZ,12.0,11.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,122.51751708984375,0.0,0.0,2.0,183.0
183,Jose C. Paz,3.0,21.0,024,JOSE C PAZ,4.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,61.07863998413086,0.0,0.0,2.0,184.0
184,Jose C. Paz,3.0,21.0,017,JOSE C PAZ,5.0,5.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,64.97156524658203,150.0,100.0,1.0,185.0
185,Lanus,8.0,7.0,012,LANUS OESTE,4.0,4.0,0.0,Casa,1.0,Si,3.0,No tiene,No tiene,1.0,,Si,No,No,Si,150.28204345703125,361.923076923077,260.921132457027,1.0,186.0
186,Lanus,8.0,7.0,007,LANUS OESTE,1.0,1.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,240.3439483642578,0.0,0.0,4.0,187.0
187,Jose C. Paz,3.0,21.0,009,JOSE C PAZ,1.0,1.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,88.68399810791016,0.0,0.0,5.0,188.0
188,Jose C. Paz,3.0,21.0,005,JOSE C PAZ,3.0,3.0,0.0,Casa,1.0,No,2.0,No tiene,No tiene,No tiene,,Si,No,No,No,75.64738464355469,0.0,0.0,2.0,189.0
189,Lanus,8.0,7.0,003,LANUS OESTE,3.0,3.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,177.2845001220703,0.0,0.0,2.0,190.0
190,Lanus,8.0,7.0,015,LANUS OESTE,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,178.69578552246094,0.0,0.0,3.0,191.0
191,Jose C. Paz,3.0,21.0,004,JOSE C PAZ,4.0,3.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,61.27976989746094,40.0,0.0,2.0,192.0
192,Jose C. Paz,3.0,21.0,002,JOSE C PAZ,2.0,2.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,53.48162841796875,0.0,0.0,5.0,193.0
193,Jose C. Paz,3.0,21.0,008,JOSE C PAZ,3.0,3.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,78.13723754882812,0.0,0.0,1.0,194.0
194,Lanus,22.0,21.0,016,REMEDIOS DE ESCALADA,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,351.08740234375,0.0,0.0,5.0,195.0
195,Lanus,8.0,7.0,013,LANUS OESTE,3.0,3.0,0.0,Casa,1.0,Si,2.0,No tiene,No tiene,1.0,,Si,No,No,Si,186.18385314941406,200.0,500.0,5.0,196.0
196,Jose C. Paz,3.0,21.0,012,JOSE C PAZ,15.0,13.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,127.12798309326172,0.0,0.0,2.0,197.0
197,Jose C. Paz,3.0,21.0,025,JOSE C PAZ,5.0,5.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,74.89346313476562,0.0,0.0,1.0,198.0
198,Jose C. Paz,3.0,21.0,029,JOSE C PAZ,4.0,4.0,0.0,Casa,1.0,Si,4.0,2.0,No tiene,1.0,,Si,Si,No,Si,67.92085266113281,100.0,190.0,3.0,199.0
199,Jose C. Paz,3.0,21.0,030,JOSE C PAZ,5.0,5.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,64.26911926269531,300.0,100.0,2.0,200.0
200,Lanus,22.0,21.0,010,REMEDIOS DE ESCALADA,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,258.21527099609375,0.0,0.0,2.0,201.0
201,Jose C. Paz,3.0,21.0,014,JOSE C PAZ,6.0,6.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,91.77721405029297,200.0,185.0,3.0,202.0
202,Jose C. Paz,3.0,21.0,007,JOSE C PAZ,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,72.6587142944336,231.388888888889,208.979591836735,2.0,203.0
203,Lanus,22.0,21.0,008,REMEDIOS DE ESCALADA,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,372.14691162109375,0.0,0.0,5.0,204.0
204,Jose C. Paz,3.0,21.0,011,JOSE C PAZ,4.0,4.0,0.0,Casa,0.0,No,3.0,No tiene,No tiene,No tiene,,No,No,No,No,63.0137825012207,0.0,0.0,1.0,205.0
205,La Matanza,28.0,21.0,007,ISIDRO CASANOVA,2.0,2.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,167.4779815673828,0.0,0.0,3.0,206.0
206,Jose C. Paz,3.0,21.0,010,JOSE C PAZ,3.0,3.0,0.0,Casa,1.0,Si,3.0,No tiene,1.0,1.0,,Si,No,Si,Si,68.65054321289062,300.0,658.333333333333,3.0,207.0
207,La Matanza,28.0,21.0,008,ISIDRO CASANOVA,2.0,2.0,0.0,Casa,1.0,Si,1.0,No tiene,No tiene,1.0,,Si,No,No,Si,149.142578125,413.0,231.008771929825,4.0,208.0
208,La Matanza,28.0,21.0,013,ISIDRO CASANOVA,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,149.142578125,100.0,0.0,3.0,209.0
209,La Matanza,28.0,21.0,014,ISIDRO CASANOVA,8.0,6.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,227.58969116210938,0.0,0.0,2.0,210.0
210,La Matanza,21.0,9.0,017,SAN JUSTO,3.0,3.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,168.70852661132812,1000.0,500.0,2.0,211.0
211,La Matanza,12.0,5.0,025,RAMOS MEJIA,4.0,4.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,165.56939697265625,0.0,0.0,4.0,212.0
212,Moreno,5.0,23.0,007,CUARTEL V,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,186.7661590576172,0.0,0.0,3.0,213.0
213,Quilmes,17.0,9.0,012,QUILMES,2.0,2.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,128.6451873779297,450.0,160.0,5.0,214.0
214,Quilmes,17.0,9.0,005,QUILMES,2.0,2.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,136.2421112060547,0.0,0.0,2.0,215.0
215,Quilmes,17.0,9.0,007,QUILMES,3.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,138.8472900390625,0.0,0.0,2.0,216.0
216,Lanus,8.0,6.0,019,LANUS OESTE,3.0,2.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,132.67822265625,0.0,0.0,2.0,217.0
217,Quilmes,17.0,9.0,014,QUILMES,4.0,4.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,121.12752532958984,0.0,0.0,1.0,218.0
218,Quilmes,17.0,9.0,002,QUILMES,2.0,2.0,0.0,Casa,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,118.79804229736328,0.0,0.0,4.0,219.0
219,Quilmes,1.0,3.0,013,QUILMES,4.0,4.0,0.0,Departamento,0.0,Si,3.0,No tiene,No tiene,1.0,,No,No,No,Si,113.8535385131836,300.0,750.0,3.0,220.0
220,Quilmes,1.0,3.0,022,QUILMES,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,105.87564086914062,200.0,200.0,4.0,221.0
221,La Matanza,28.0,21.0,017,ISIDRO CASANOVA,4.0,4.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,178.547607421875,50.0,0.0,4.0,222.0
222,Quilmes,6.0,10.0,023,QUILMES,1.0,1.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,163.3675994873047,240.0,400.0,3.0,223.0
223,Quilmes,6.0,10.0,016,QUILMES,1.0,1.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,168.81253051757812,0.0,0.0,5.0,224.0
224,Quilmes,6.0,10.0,004,QUILMES,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,96.63080596923828,200.0,400.0,3.0,225.0
225,Quilmes,6.0,10.0,008,QUILMES,1.0,1.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,168.81253051757812,0.0,0.0,1.0,226.0
226,Quilmes,6.0,10.0,001,QUILMES,4.0,4.0,0.0,Casa,0.0,Si,2.0,No tiene,No tiene,1.0,,No,No,No,Si,140.32363891601562,200.0,250.0,2.0,227.0
227,Hurlingham,1.0,13.0,026,HURLINGHAM,2.0,2.0,0.0,"Dep. ""tipo casa"" (PH) o ""de pasillo""",0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,93.3534164428711,0.0,0.0,1.0,228.0
228,Hurlingham,1.0,13.0,010,HURLINGHAM,5.0,5.0,0.0,Casa,1.0,No,1.0,No tiene,No tiene,No tiene,,Si,No,No,No,100.9913101196289,0.0,0.0,2.0,229.0
229,Lanus,8.0,6.0,016,LANUS OESTE,3.0,3.0,0.0,Casa,1.0,No,1.0,No tiene,No tiene,No tiene,,Si,No,No,No,141.52418518066406,0.0,0.0,3.0,230.0
230,Avellaneda,1.0,6.0,011,AVELLANEDA,1.0,1.0,0.0,Departamento,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,251.9332733154297,350.0,430.0,4.0,231.0
231,Avellaneda,1.0,6.0,013,AVELLANEDA,1.0,1.0,0.0,Departamento,0.0,No,1.0,No tiene,No tiene,No tiene,,No,No,No,No,259.5854187011719,0.0,0.0,3.0,232.0
232,Avellaneda,1.0,6.0,020,AVELLANEDA,1.0,1.0,0.0,Departamento,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,260.3300476074219,300.0,600.0,4.0,233.0
233,Avellaneda,1.0,6.0,029,AVELLANEDA,2.0,2.0,0.0,Departamento,1.0,Si,No tiene,No tiene,No tiene,2.0,,Si,No,No,Si,193.55545043945312,405.0,683.881578947368,3.0,234.0
234,Avellaneda,1.0,6.0,007,AVELLANEDA,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,198.38697814941406,330.0,441.921487603306,5.0,235.0
235,General San Martin,15.0,6.0,022,SAN MARTIN,2.0,2.0,0.0,Departamento,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,133.1974639892578,280.0,260.0,5.0,236.0
236,General San Martin,15.0,6.0,012,SAN MARTIN,2.0,2.0,0.0,Departamento,1.0,Si,No tiene,No tiene,No tiene,1.0,,Si,No,No,Si,90.64827728271484,200.0,450.0,4.0,237.0
237,La Matanza,28.0,12.0,013,ISIDRO CASANOVA,3.0,3.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,166.9998321533203,0.0,0.0,3.0,238.0
238,La Matanza,28.0,12.0,004,ISIDRO CASANOVA,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,183.57867431640625,0.0,0.0,4.0,239.0
239,La Matanza,28.0,12.0,007,ISIDRO CASANOVA,2.0,2.0,0.0,Casa,1.0,No,1.0,No tiene,No tiene,No tiene,,Si,No,No,No,168.22378540039062,0.0,0.0,4.0,240.0
240,La Matanza,28.0,12.0,028,ISIDRO CASANOVA,1.0,1.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,211.69317626953125,0.0,0.0,4.0,241.0
241,La Matanza,28.0,12.0,020,ISIDRO CASANOVA,6.0,6.0,0.0,Casa,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,169.38922119140625,0.0,0.0,4.0,242.0
242,La Matanza,28.0,12.0,010,ISIDRO CASANOVA,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,140.70547485351562,0.0,0.0,2.0,243.0
243,La Matanza,28.0,12.0,026,ISIDRO CASANOVA,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,162.09689331054688,0.0,0.0,2.0,244.0
244,La Matanza,28.0,21.0,031,ISIDRO CASANOVA,4.0,4.0,0.0,Casa,0.0,No,2.0,No tiene,No tiene,No tiene,,No,No,No,No,179.29286193847656,0.0,0.0,3.0,245.0
245,Cap. Fed. DE 08,6.0,2.0,022,BOEDO,2.0,2.0,0.0,Departamento,1.0,No,No tiene,No tiene,No tiene,No tiene,,Si,No,No,No,292.5014343261719,0.0,0.0,4.0,246.0
246,Cap. Fed. DE 09,13.0,9.0,027,COLEGIALES,1.0,1.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,250.7525634765625,0.0,0.0,2.0,247.0
247,Cap. Fed. DE 09,13.0,9.0,019,COLEGIALES,1.0,1.0,0.0,Departamento,1.0,Si,1.0,No tiene,No tiene,2.0,,Si,No,No,Si,262.6173095703125,350.0,1200.0,5.0,248.0
248,Cap. Fed. DE 07,10.0,16.0,018,CABALLITO,1.0,1.0,0.0,Departamento,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,396.07977294921875,0.0,0.0,5.0,249.0
249,La Matanza,39.0,3.0,025,LA TABLADA,3.0,3.0,0.0,Casa,1.0,No,1.0,No tiene,No tiene,No tiene,,Si,No,No,No,168.76441955566406,0.0,0.0,2.0,250.0
250,Cap. Fed. DE 14,5.0,1.0,001,CHACARITA,2.0,2.0,0.0,Casa,0.0,Si,No tiene,No tiene,No tiene,1.0,,No,No,No,Si,178.47740173339844,400.0,300.0,4.0,251.0
251,Moron,7.0,9.0,026,HAEDO,2.0,2.0,0.0,Casa,1.0,Si,No tiene,No tiene,1.0,1.0,,Si,No,Si,Si,185.26449584960938,588.333333333333,1500.0,5.0,252.0
252,Moron,7.0,9.0,020,MORON,4.0,4.0,0.0,Casa,1.0,Si,1.0,No tiene,1.0,1.0,,Si,No,Si,Si,172.8050994873047,500.0,375.0,4.0,253.0
253,Lomas de Zamora,16.0,19.0,016,LLAVALLOL,2.0,2.0,0.0,Casa,0.0,No,No tiene,No tiene,No tiene,No tiene,,No,No,No,No,109.45948791503906,100.0,200.0,4.0,254.0
