ZonaOrigen,ZonaDestino,n_viajes,cumsum_viajes
301,302,11250.047713281368,0.17290861119630754
292,306,11225.741905667639,0.1734574219410613
385,405,11208.86366506542,0.17400540753235325
226,694,11175.0634814,0.1745517406801696
202,506,11175.0634814,0.17509807382798598
552,556,11174.233659839689,0.17564436640699255
710,700,11100.793505204769,0.17618706860005412
449,460,11087.61935071,0.17672912672721783
490,476,11081.690935069999,0.1772708950224729
201,437,11072.79831161,0.17781222856986495
235,482,11046.44858058,0.17835227391593972
247,208,11037.690362518233,0.1788918910850425
463,453,10989.326926438322,0.17942914383372685
244,638,10979.676689911963,0.1799659247959102
612,306,10975.0,0.18050247712129652
660,238,10961.019,0.18103834593524218
387,410,10904.537860471015,0.18157145346565662
464,465,10897.910050229999,0.18210423697174336
345,20,10844.79292819951,0.1826344236563865
362,363,10807.20973724973,0.18316277295164468
205,191,10804.57632785342,0.1836909935032186
248,697,10796.582222379999,0.1842188232342111
859,860,10758.321382141254,0.1847447824464973
597,598,10726.530818067315,0.18526918746278542
69,73,10723.356892544052,0.18579343731031542
407,405,10661.624002271794,0.18631466912360137
293,295,10653.501497838357,0.1868355038390612
544,556,10651.763846346928,0.18735625360318178
388,386,10648.202215421019,0.187876829244172
140,16,10505.08,0.18839040784119884
643,594,10490.942101790919,0.18890329525625205
319,498,10454.76098114,0.18941441382716676
770,758,10451.745305015751,0.18992538496591407
419,365,10421.753044960391,0.19043488982521933
188,172,10390.36487274131,0.19094286016089876
604,539,10353.97791526,0.19144905158936631
230,197,10353.977915259999,0.19195524301783384
612,618,10299.351070991912,0.1924587638166594
186,177,10288.509532085134,0.1929617545878849
352,616,10225.14278366,0.19346164744783748
385,386,10165.155777816388,0.19395860762738204
87,19,10088.245684926002,0.19445180778057705
352,4,10076.218265967,0.1949444199301629
769,48,10065.213850092172,0.19543649408932257
761,760,10049.427907726915,0.19592779649594608
97,87,10024.863739479124,0.19641789799490722
169,20,9979.005626029999,0.19690575755515227
386,405,9960.919243928822,0.19739273289759557
704,725,9882.66887188,0.19787588268932496
247,365,9880.451,0.19835892405241523
507,290,9878.9784331441,0.19884189342378147
196,299,9827.1026523,0.19932232666113014
857,382,9825.0,0.19980265710276301
702,700,9815.772340669459,0.20028253641710003
425,437,9812.599965759298,0.20076226063848623
32,498,9798.18894901,0.20124128032551727
24,129,9796.7068451,0.20172022755457117
710,690,9734.529453488532,0.20219613501833525
577,20,9618.8543759,0.20266638729012945
233,688,9599.587025069999,0.20313569760822053
545,556,9595.25696957998,0.2036047962359843
388,410,9513.362347526987,0.20406989115077317
555,543,9508.525833051333,0.20453474961516677
765,104,9455.000526340342,0.2049969913025414
545,548,9441.185697467841,0.20545855760234824
97,611,9388.1603427,0.20591753156708403
247,437,9369.661,0.2063756011249548
387,405,9363.935019481232,0.20683339074768542
463,644,9355.03987992,0.20729074549954446
680,679,9354.78860271756,0.20774808796681418
770,763,9336.809909333846,0.2082045514810322
34,41,9330.82705228939,0.20866072250177786
85,86,9315.02307435,0.20911612088825346
724,703,9305.36864948026,0.2095710472834658
685,714,9301.348829080001,0.21002577715530837
109,765,9270.55995705,0.21047900180246903
109,112,9270.55995705,0.2109322264496297
341,340,9221.691752982904,0.21138306199897447
170,19,9218.7684943,0.21183375463431064
5,4,9199.41896937,0.2122835012985675
457,640,9186.61507369151,0.21273262199835954
556,545,9149.770938541666,0.21317994144016608
83,19,9148.098063884809,0.21362717909748175
15,572,9147.63574085851,0.21407439415247442
725,701,9140.758935199077,0.2145212730101033
221,196,9103.53428447382,0.21496633200687487
233,697,9102.99656252,0.2154113647151759
177,658,9101.80908796131,0.21585633936951465
172,47,9074.92224093,0.21629999956368967
36,37,9066.051849028649,0.21674322609687138
444,426,9048.090325399999,0.21718557451640658
42,60,9003.47900774,0.21762574195131953
65,409,8996.3707337,0.21806556187270484
289,290,8985.337952193959,0.21850484241690818
342,453,8977.970159371218,0.21894376276007535
685,687,8957.198525905587,0.21938166760727548
281,291,8936.282160011195,0.21981854988274355
612,616,8930.174697581366,0.2202551335729571
758,760,8892.325514689,0.22068986686981343
315,297,8878.486908988474,0.22112392361668629
772,761,8838.83698618273,0.22155604193455847
33,10,8829.57569988,0.22198770748115937
322,295,8806.66143322,0.2224182527814677
84,90,8788.8761863,0.2228479285860501
99,98,8788.8761863,0.2232776043906325
772,781,8786.425464673266,0.22370716038287883
590,579,8778.501458929999,0.22413632898162106
85,84,8745.895172909999,0.2245639035048657
482,360,8734.754197818529,0.22499093336149595
386,385,8698.966349441063,0.22541621360051642
459,45,8655.11482631859,0.22583935000020178
150,263,8652.30786616,0.22626234917154997
216,225,8650.5749707,0.2266852636240746
544,543,8644.314674956735,0.22710787201953875
338,316,8627.326860109999,0.22752964990461025
287,19,8605.1085576712,0.22795034156810184
537,500,8599.16688582,0.22837074275160726
513,496,8595.64244272202,0.22879097163004294
79,48,8566.49441023,0.22920977550213567
503,497,8564.893646647099,0.2296285011151466
514,274,8559.09672450924,0.2300469433247814
780,760,8521.502193182878,0.23046354759061616
145,148,8520.553658592911,0.23088010548392793
31,596,8504.794,0.23129589290968022
351,561,8427.624029385652,0.23170790760402635
707,708,8410.93968925,0.2321191066244319
287,508,8409.634930136448,0.23253024185699817
425,18,8396.25592363,0.23294072300873958
764,769,8392.138341164158,0.23335100285766125
116,104,8388.47198318613,0.23376110346349419
201,159,8381.29761105,0.23417085332435647
312,508,8357.212253014282,0.23457942568591475
266,122,8356.080748049999,0.23498794272978552
681,331,8347.755719556244,0.23539605277471354
764,771,8346.193262975543,0.23580408643333522
398,405,8334.519365248098,0.2362115493715039
396,405,8318.189999704782,0.23661821398994098
369,365,8304.622446287927,0.23702421530975978
500,498,8278.003324658464,0.23742891525813348
534,20,8276.65864667255,0.2378335494670903
49,312,8233.08722005,0.2382360535302362
47,30,8233.08722005,0.23863855759338212
41,331,8233.08722005,0.23904106165652803
556,543,8195.878310196353,0.23944174662836573
233,204,8166.392263005668,0.23984099006879694
585,591,8160.698300877781,0.24023995513942217
282,286,8156.0,0.24063869051672065
386,400,8112.395042875204,0.24103529410894906
595,163,8110.4090331075695,0.24143180060795116
618,19,8105.1636501673,0.24182805066755333
43,683,8055.20253748,0.24222185819857314
570,564,8043.848783982206,0.2426151106605414
33,18,8026.233227090522,0.2430075019226907
195,205,8006.3925344747,0.24339892320126272
623,236,8004.62557336955,0.24379025809558966
604,710,7991.1452608399995,0.24418093395638268
328,311,7985.10900434835,0.24457131471307939
642,623,7940.937861518621,0.24495953600468268
579,19,7934.953575447,0.24534746473295044
474,473,7933.321067030813,0.2457353136501761
582,167,7932.0,0.24612309798229126
696,690,7906.7844128199995,0.24650964955978802
604,196,7874.757872099999,0.2468946354047201
526,531,7872.9359699199995,0.24727953217941512
489,488,7864.8850368104895,0.24766403535530546
710,727,7841.189707029735,0.248047380099825
35,619,7815.292,0.24842945874184535
471,491,7798.158210518461,0.2488106997369783
689,697,7748.294041411522,0.24918950294296432
439,499,7743.029757621744,0.24956804878551442
209,228,7742.454485552763,0.24994656650382155
681,300,7729.17189065,0.25032443485473166
709,712,7686.999028786449,0.2507002414336964
69,409,7671.8582991,0.251075307803666
550,555,7654.0,0.25144950110649117
236,34,7628.38882477,0.2518224423149542
582,151,7625.67144288,0.2521952506744357
509,514,7624.5431788693995,0.2525680038746754
689,696,7617.932530753793,0.25294043388961956
396,386,7612.553557296262,0.2533126009341111
664,761,7606.801600999999,0.2536844867735434
201,205,7576.40136161566,0.25405488638799756
103,65,7573.88148927193,0.25442516280943445
25,44,7566.572553123921,0.2547950819072552
24,427,7562.19028334,0.2551647867620652
779,54,7530.56996671,0.2555329457440354
779,760,7519.385131134848,0.2559005579151138
150,19,7518.431314741,0.2562681234554493
681,666,7516.266264289665,0.256635583149511
703,700,7509.807883802804,0.2570027271024275
35,20,7478.71856141865,0.2573683511420666
378,126,7472.99730673665,0.25773369547760505
353,355,7462.393186849999,0.2580985213926257
689,710,7437.594789471038,0.2584621349488509
590,597,7431.43145782,0.25882544718845385
201,225,7424.179963318526,0.25918840491268214
5,34,7423.85848519,0.2595513469202965
247,35,7417.77204376,0.25991399137034343
421,427,7413.848405658233,0.26027644399923794
266,554,7413.0,0.26063885515077223
47,508,7411.6459489716,0.2610012001046548
657,656,7407.438336527115,0.2613633393542784
544,545,7390.730500400754,0.2617246617812755
533,529,7385.882786488346,0.2620857472103526
201,216,7356.1234243406025,0.2624453777460391
772,764,7348.320102842605,0.2628046267883045
545,544,7347.515184298827,0.2631638364792336
649,652,7342.056499071515,0.2635227793027137
724,712,7324.331403503538,0.26388085557118296
312,511,7313.630968254291,0.26423840871041154
513,303,7305.319,0.26459555548919417
617,613,7282.406184894209,0.26495158209264863
202,205,7260.827074686001,0.26530655372373296
63,404,7255.000826119999,0.26566124051771334
159,163,7251.895600507558,0.2660157755015777
356,350,7245.316468464677,0.266369988840923
233,592,7245.0,0.2667241867085698
204,533,7243.514756099999,0.26707831196472975
619,38,7227.522605985138,0.26743165538714647
245,244,7225.567220776,0.2677849032135285
263,341,7223.952606229981,0.2681380721036746
486,476,7205.98921042,0.26849036278864585
437,440,7203.375,0.2688425256685438
782,769,7184.73355226,0.26919377719426096
153,494,7177.847,0.26954469204611675
389,386,7152.262816294166,0.26989435612318796
332,487,7144.674105239999,0.2702436491988412
528,417,7137.8124305599995,0.27059260681686287
510,494,7135.0942519890605,0.2709414315469545
305,307,7128.59406992281,0.27128993849228045
650,641,7116.47754477555,0.27163785307772087
400,411,7109.213912450627,0.27198541255438546
208,712,7109.0,0.272332961573171
848,405,7102.920670712512,0.27268021338209175
550,556,7083.2078813902335,0.27302650146044755
440,43,7059.09492769208,0.2733716106903861
163,97,7041.47567641,0.27371585853989217
163,600,7034.0,0.2740597409140851
764,772,7016.0,0.2744027432935758
278,476,7012.95406876596,0.2747455967617693
278,426,7012.95406876596,0.27508845022996276
677,557,6989.2522630372405,0.2754301449501855
510,593,6987.0,0.2757717295604337
507,496,6975.539547357091,0.2761127538852591
292,307,6948.532756628392,0.27645245788604195
849,848,6946.340234868627,0.2767920546975174
385,65,6937.123371676412,0.2771312009095051
465,53,6922.13520499,0.2774696143710883
204,196,6909.7967,0.2778074246205035
637,624,6904.966832533578,0.2781449987444863
866,761,6890.73275856,0.27848187698459753
773,760,6889.065419992847,0.27881867371086955
513,498,6865.519683299579,0.2791543193191666
535,29,6858.197826674999,0.2794896069721836
762,43,6855.0,0.27982473828794885
685,710,6853.752927966569,0.280159808636115
145,98,6852.54299837884,0.2804948198325241
534,511,6844.0,0.28082941337374906
355,359,6828.204215845838,0.2811632346812866
32,643,6823.061752049999,0.28149680458099663
322,668,6796.934603479999,0.28182909716113286
116,54,6793.806331163193,0.28216123680443217
697,690,6789.893746955946,0.2824931851669885
312,498,6786.5538038899995,0.2828249702444223
468,511,6753.987419339999,0.28315516319708534
320,680,6734.680185216001,0.2834844122462071
645,641,6722.418399784,0.28381306183387206
84,96,6715.925184307687,0.28414139397735827
680,675,6713.9307123,0.28446962861391106
33,548,6713.431367859999,0.284797838838216
682,666,6711.84823802304,0.2851259716655282
523,14,6699.11842768679,0.2854534821503039
490,291,6695.685909,0.28578082482406525
590,18,6695.52726022848,0.28610815974171105
544,597,6681.072742507038,0.2864347879983003
763,772,6657.61076372,0.28676026923172093
398,20,6656.285574351016,0.28708568567849574
664,303,6650.0,0.28741079483237447
664,54,6650.0,0.28773590398625315
33,36,6642.44477128,0.28806064377561813
547,167,6637.75832525972,0.28838515445122365
480,19,6629.450807322,0.28870925898395283
479,490,6623.734166396841,0.2890330840381415
253,685,6622.0,0.28935682431137233
216,223,6620.221202038289,0.28968047762167076
352,356,6615.72206317167,0.29000391097539324
20,511,6611.0,0.2903271134740838
386,383,6605.750242707471,0.2906500593195185
295,312,6601.566570241459,0.2909728006310862
618,54,6601.29081514,0.2912955284613746
492,431,6596.8445034100005,0.2916180389177314
360,15,6594.551,0.29194043724792995
779,764,6591.126225979999,0.29226266814573987
701,700,6590.322932852808,0.2925848597716778
260,226,6581.45878272029,0.2929066180417737
421,287,6575.2074600000005,0.29322807069348766
117,182,6560.899807407,0.29354882386417475
501,491,6557.86369602,0.2938694286036432
772,760,6548.770738858036,0.2941895888012155
386,387,6529.70502576,0.29450881690287
113,469,6522.094052099999,0.29482767291471895
544,20,6514.117487668244,0.29514613896354336
369,441,6508.0,0.2954643059369934
551,556,6499.955465546874,0.29578207962446007
133,136,6497.754623497036,0.296099745715852
720,727,6497.543541439999,0.29641740148773893
523,126,6489.5612881,0.2967346670184785
685,706,6464.250268519194,0.2970506951290437
284,268,6461.973065040001,0.29736661191033126
400,129,6444.076408072815,0.2976816537492122
438,303,6441.886093307769,0.29799658850668265
702,196,6431.80717294,0.29831103051990154
204,194,6426.0,0.29862518862859694
66,135,6423.43834594,0.2989392215016256
467,198,6422.01107987467,0.2992531845976223
642,640,6406.668940006633,0.29956639763796317
193,490,6405.006012452894,0.29987952938011303
195,495,6367.567876900001,0.30019083082443243
184,652,6366.835746039999,0.3005020964759031
115,104,6363.73601945,0.3008132105860972
77,20,6327.256,0.3011225412394106
779,758,6326.501910474804,0.30143183502634696
158,18,6320.743136577999,0.30174084727492106
400,405,6316.368461998885,0.30204964565180326
407,64,6302.8082,0.3023577810865344
689,712,6299.2765250187285,0.30266574386263917
422,423,6291.53109795,0.30297332797570026
535,519,6278.741975344826,0.3032802868465314
99,19,6268.147640378,0.30358672777521567
639,622,6263.37112366,0.3038929351867107
201,203,6258.92481193,0.30419892522427416
612,20,6250.39634667,0.3045044983171572
406,383,6248.064962308178,0.30480995743193545
16,14,6242.940554628642,0.30511516602162425
312,291,6237.30347538907,0.30542009902243156
163,594,6214.46169463,0.3057239153206801
660,661,6213.46214187518,0.30602768275219927
607,611,6200.584446465369,0.30633082061128863
643,644,6198.158556339999,0.30663383987201914
136,55,6192.498867896001,0.30693658243853594
386,388,6183.421804907389,0.30723888124020043
253,712,6181.431587080377,0.3075410827429124
701,712,6180.041244929797,0.3078432162737507
507,434,6177.40909688,0.3081452211225702
572,15,6172.061,0.30844696451044956
136,104,6171.4806978960005,0.30874867952817464
603,605,6169.9985773299995,0.3090503220871083
722,712,6166.688758686808,0.3093518028336602
589,19,6148.321370355749,0.3096523856244107
715,705,6133.369660382285,0.30995223744707423
205,23,6130.418103151103,0.3102519449722529
336,331,6128.49966785,0.31055155870782597
697,712,6123.449273210681,0.31085092553670307
610,569,6118.0,0.3111500259582715
610,49,6118.0,0.3114491263798399
543,544,6115.813837058313,0.31174811992297463
439,18,6114.962106006471,0.31204707182617525
327,330,6108.267611544888,0.3123456964449503
507,151,6107.75021311,0.312644295768843
164,17,6091.4470701,0.31294209805498696
107,758,6064.5380000000005,0.3132385847945126
407,382,6059.904543221348,0.3135348450108483
403,379,6058.64366425997,0.3138310435845837
33,34,6044.782212872407,0.31412656449144205
386,396,6043.455421917919,0.31442202053335533
780,764,6024.0,0.3147165254270344
721,712,6023.876057010619,0.31501102426131483
289,307,6013.328337211719,0.3153050074323984
315,18,6002.507019073124,0.3155984615644468
495,225,5999.0640416999995,0.31589174737417036
154,506,5998.074539958,0.31618498480854434
315,48,5985.14421,0.3164775900972594
398,498,5975.819157755651,0.316769739497276
523,20,5975.1357269,0.3170618554853185
69,76,5972.050526738645,0.31735382064226125
113,299,5966.95034166,0.3176455364583234
535,410,5960.7385668,0.3179369485894429
470,480,5953.952281697,0.31822802894862134
697,20,5952.017646862028,0.31851901472622174
774,760,5947.7628560427975,0.3188097924930788
375,225,5941.897799694464,0.3191002835255739
467,19,5939.0,0.31939063288871467
425,306,5934.0,0.3196807378088825
213,207,5933.123,0.31997079985375293
719,692,5931.62291286124,0.32026078856147144
296,307,5927.790531148799,0.32055058990943414
709,723,5923.34384547623,0.3208401738651839
387,404,5894.949486318108,0.32112836966062064
236,67,5887.55005118,0.32141620370807295
459,640,5877.099011528948,0.3217035268188849
422,415,5873.0,0.3219906495347841
419,423,5869.9110702566595,0.32227762123724946
33,210,5869.0,0.3225645483987704
208,247,5839.4894054,0.3228500328287965
648,650,5825.932654819353,0.32313485448833973
63,287,5808.365223289999,0.3234188173008454
117,760,5807.0,0.3237027133695031
113,764,5807.0,0.3239866094381608
582,297,5805.0,0.3242704077296294
578,579,5803.324723033948,0.32455412411916157
208,196,5802.740790462089,0.324837811961051
236,516,5801.800567949999,0.3251214538367832
321,63,5797.1835359199995,0.32540486999230844
772,773,5795.714212826987,0.3256882143146927
219,126,5792.78280915,0.32597141532487106
191,190,5791.416179396022,0.32625454952244143
117,500,5786.0,0.3265374189306132
614,195,5785.04242155,0.32682024152412037
534,14,5783.288288893826,0.3271029783605473
553,543,5775.887710987856,0.32738535339312136
426,435,5775.503461125176,0.3276677096402597
580,596,5772.79472945,0.3279499334613134
386,282,5771.31262554,0.3282320848243899
857,396,5756.49158644,0.3285135116076948
132,36,5752.107,0.3287947240347309
450,643,5749.081082406,0.32907578852890856
722,664,5749.005,0.32935684930352427
375,15,5748.483299495205,0.3296378845729355
391,456,5744.63475516,0.3299187316924231
386,665,5744.63475516,0.33019957881191064
399,594,5744.63475516,0.3304804259313982
471,426,5744.312355599999,0.33076125728922445
618,616,5738.755853961567,0.3310418169974948
710,712,5730.554485432752,0.33132197575238426
84,19,5728.295646128252,0.33160202407579475
411,405,5715.23667347,0.3318814339643855
501,510,5714.445426435515,0.3321608051700208
848,410,5712.77675,0.33244009479641035
770,773,5708.988855581968,0.3327191992379654
358,359,5703.46430855586,0.3329980335921808
439,292,5697.20743004,0.3332765620563991
260,616,5676.0,0.3335540537191684
489,474,5675.125301339853,0.33383150261914946
660,119,5668.275,0.3341086166175257
505,512,5664.60114402,0.33438555100624645
505,290,5664.60114402,0.3346624853949672
206,225,5660.826602139896,0.33493923525164027
445,23,5649.78010492,0.33521544506058937
5,495,5648.498668349999,0.3354915922219055
568,349,5644.0,0.33576751944964855
295,428,5637.923273639999,0.3360431495947803
545,547,5631.0,0.336318441270794
440,15,5628.0,0.33659358628102404
82,2,5623.634838297489,0.3368685178846333
51,430,5623.10223454,0.33714342344999343
769,760,5619.563108064456,0.33741815599243413
92,19,5615.636802166285,0.3376926965832977
715,689,5614.065944624648,0.33796716037714375
580,581,5610.770879809906,0.338241463079902
389,396,5609.763314489999,0.3385157165242078
534,417,5608.6726653999995,0.3387899166482125
150,508,5605.317002748,0.33906395271858625
383,410,5589.904684946001,0.3393372353024036
317,330,5584.56753288,0.3396102569603575
386,18,5577.995768109005,0.3398829573339679
725,710,5576.621539890629,0.3401555905234921
66,10,5554.68098864,0.3404271510703015
99,167,5554.647339028,0.3406987099720288
660,260,5549.015268918093,0.3409699935297638
407,398,5547.7145581,0.341241213497575
578,597,5532.947269779999,0.3415117115134147
510,286,5522.31916866,0.3417816899363276
65,19,5500.894615588995,0.34205062094295174
666,683,5498.660600969042,0.34231944273174075
534,126,5491.28762446189,0.3425879040660706
213,196,5490.798769674459,0.34285634150097694
660,266,5490.436,0.3431247612005837
725,126,5485.134678056936,0.34339292172601144
425,38,5479.33815527,0.3436607988675866
433,179,5479.33815527,0.3439286760091618
195,227,5477.0,0.344196438841612
543,151,5467.50807064263,0.3444637376269762
722,710,5459.270782357172,0.34473063370289303
799,793,5457.524796504884,0.3449974444200154
425,447,5442.0,0.3452634961516557
150,151,5440.988079113331,0.345529498411906
601,20,5439.67575029985,0.34579543651424505
710,722,5417.699522341299,0.3460603002296853
421,488,5416.0,0.34632508085786684
208,242,5411.69789702542,0.34658965116228024
710,20,5403.872749075623,0.3468538389062081
56,517,5401.0,0.3471178862054711
710,711,5398.298110560287,0.3473818014131567
204,704,5396.0,0.3476456042694469
645,646,5386.504885985553,0.3479089429229576
490,491,5381.015110792279,0.3481720131890747
342,376,5381.0,0.3484350827164463
72,521,5375.59088157,0.3486978877996201
148,48,5374.584244799999,0.3489606436697369
708,712,5373.430836544756,0.3492233431513451
65,390,5371.0,0.34948592379277105
65,411,5371.0,0.349748504434197
67,405,5371.0,0.350011085075623
250,523,5370.0753654,0.35027362051296285
467,476,5356.32353074,0.3505354836424335
725,129,5351.2287595,0.3507970976956985
340,767,5348.100225405756,0.3510585587993286
