dto_origen,dto_dest,n_viajes,cumsum_viajes
73,77,13487,0.25181018755120177
35,1,13482,0.2522633646920352
101,16,13467,0.2527160376304422
51,66,13440,0.2531678030044818
26,23,13426,0.25361909778959
138,130,13383,0.2540689471944093
186,185,13369,0.2545183260102973
16,101,13369,0.2549677048261853
40,46,13318,0.2554153693538236
137,138,13306,0.2558626305195208
162,161,13292,0.2563094210962867
18,17,13267,0.2567553713356753
109,110,13245,0.2572005820781718
111,112,13231,0.2576453222317371
64,51,13225,0.2580898607043318
26,28,13213,0.25853399581498543
31,33,13199,0.2589776603367077
116,117,13187,0.25942092149648893
46,40,13183,0.25986404820228975
60,59,13177,0.26030697322712004
130,137,13171,0.2607496965709798
59,60,13157,0.2611919493259082
38,85,13154,0.2616341012403514
16,9,13118,0.2620750430689713
68,66,13054,0.2625138336339052
28,3,13027,0.26295171663447164
17,18,12970,0.2633876836658179
21,1,12958,0.26382324733522294
110,109,12924,0.2642576681457949
198,197,12895,0.2646911141650092
13,38,12874,0.2651238543008265
120,111,12777,0.26555333392761993
111,120,12775,0.26598274632742314
197,198,12773,0.26641209150023615
113,116,12738,0.266840260200721
172,171,12727,0.26726805915275975
85,38,12715,0.26769545474285744
9,16,12669,0.2681213041121809
27,28,12665,0.2685470190275239
170,169,12656,0.2689724314214112
64,44,12605,0.2693961295270487
185,186,12599,0.2698196259517157
152,30,12594,0.2702429543089072
169,170,12593,0.2706662490526036
183,179,12572,0.2710888379129031
16,20,12524,0.2715098133254382
171,172,12518,0.2719305870570027
167,164,12464,0.2723495456598322
59,57,12396,0.2727662185449955
161,162,12395,0.2731828578166637
30,152,12391,0.2735993626343515
110,113,12377,0.27401539686310794
163,164,12370,0.27443119579739883
116,112,12355,0.2748464905292633
112,116,12273,0.2752590289545302
164,167,12261,0.275671164017856
47,52,12259,0.27608323185419165
125,128,12252,0.27649506439606164
179,183,12250,0.27690682971094144
28,26,12248,0.27731852779883104
54,59,12221,0.27772931832235315
28,27,12202,0.2781394701894685
181,180,12198,0.2785494876026035
38,13,12189,0.2789592024942827
128,125,12142,0.2793673375516925
1,35,12142,0.27977547260910235
108,110,12139,0.2801835068260269
113,110,12085,0.2805897259142165
62,47,12068,0.2809953735729895
44,64,12047,0.28140031534836557
47,62,11954,0.28180213106869806
10,15,11949,0.2822037787215551
3,28,11886,0.2826033087242213
1,21,11851,0.2830016622545593
56,58,11842,0.2833997132634415
170,174,11823,0.28379712561591686
43,46,11816,0.28419430267392665
31,152,11813,0.28459137889145114
84,38,11784,0.28498748031761795
112,111,11775,0.2853832792223289
85,37,11753,0.2857783386301479
20,16,11753,0.2861733980379668
59,54,11735,0.28656785240287413
152,31,11713,0.2869615672708894
23,25,11710,0.2873551812984194
132,128,11685,0.2877479549885721
37,85,11680,0.2881405606112493
164,163,11642,0.28853188892111303
77,42,11641,0.28892318361748165
53,55,11640,0.28931444470035517
61,59,11599,0.2897043276299299
169,162,11592,0.29009397526503905
186,188,11561,0.2904825808818003
176,35,11533,0.29087024532069894
57,59,11507,0.29125703580872525
42,43,11502,0.291643658229276
20,26,11501,0.29203024703633174
43,42,11498,0.29241673500290216
52,47,11438,0.29280120615976707
174,170,11424,0.2931852067277007
16,15,11380,0.29356772830185024
25,24,11366,0.2939497792870685
5,2,11356,0.2943314941373359
124,128,11353,0.29471310814711793
83,84,11351,0.2950946549299098
15,10,11336,0.2954756975102753
180,181,11328,0.29585647118268005
12,37,11316,0.2962368414931437
42,77,11315,0.2966171781901123
59,61,11302,0.29699707791164465
199,194,11285,0.29737640620376043
47,45,11233,0.29775398659413144
15,16,11205,0.29813062580663985
110,108,11186,0.2985066263627415
24,25,11185,0.29888259330534805
177,176,11134,0.299256845959705
51,64,11124,0.2996307624791109
55,57,11123,0.30000464538502175
55,53,11121,0.3003784610639424
46,43,11100,0.30075157085946613
84,83,11100,0.3011246806549899
128,124,11098,0.3014977232235234
13,15,11091,0.3018705304975913
1,17,11008,0.30224054785156657
184,182,10989,0.30260992654913504
188,186,10943,0.3029777590259293
17,2,10938,0.3033454234352481
12,6,10938,0.3037130878445669
26,3,10935,0.3040806514134004
153,1,10931,0.30444808052825356
194,199,10926,0.3048153415756312
37,12,10915,0.3051822328745629
1,16,10914,0.30554909055999946
15,52,10913,0.30591591463194096
2,17,10909,0.30628260424990206
17,1,10891,0.30664868882495155
205,203,10882,0.30701447087854516
3,4,10857,0.3073794125947615
180,178,10851,0.30774415263000726
52,15,10845,0.30810869098428245
58,57,10842,0.3084731284980724
1,153,10839,0.30883746517137706
7,8,10835,0.3092016673907014
57,58,10828,0.30956563431556
38,84,10808,0.30992892897051677
12,11,10805,0.3102921227849883
45,47,10791,0.31065484601052856
182,184,10779,0.3110171658741277
203,205,10774,0.31137931767025134
185,190,10735,0.3117401585400664
123,121,10731,0.3121008649559011
204,203,10721,0.3124612352367849
6,12,10683,0.31282032820485517
11,12,10646,0.31317817747360704
35,177,10629,0.3135354553129423
176,177,10621,0.3138924642443169
3,26,10561,0.3142474563659859
10,14,10550,0.31460207873920887
65,66,10550,0.3149567011124319
64,67,10538,0.3153109201237138
25,23,10529,0.3156648366135399
190,185,10502,0.3160178455389984
77,76,10461,0.31636947631115825
178,180,10447,0.31672063649438675
121,123,10439,0.3170715277696545
39,40,10435,0.3174222845909419
32,4,10390,0.3177715288049502
162,169,10376,0.31812030243002715
40,39,10373,0.3184689752146188
49,51,10359,0.3188171774102792
57,55,10359,0.3191653796059396
203,204,10337,0.31951284230470794
7,10,10326,0.3198599352550303
68,51,10319,0.320206792910887
177,35,10296,0.3205528774563566
20,113,10270,0.32089808805095377
35,176,10253,0.3212427272161344
59,16,10233,0.32158669411141316
113,20,10228,0.32193049293921644
20,2,10224,0.3222741573130394
8,10,10223,0.3226177880733672
10,7,10220,0.3229613179932098
26,20,10193,0.32330394034868487
4,32,10179,0.32364609211522866
47,53,10152,0.32398733631740495
113,117,10131,0.32432787463618434
15,54,10124,0.32466817766049805
105,108,10120,0.3250083462308314
58,56,10104,0.32534797698524326
9,10,10101,0.32568750689916987
76,77,10100,0.3260270031996014
16,59,10089,0.32636612975158685
63,64,10080,0.3267049537821165
2,5,10066,0.3270433072237149
8,7,10053,0.32738122368987704
54,15,10045,0.32771887124807847
16,55,10042,0.32805641796579466
117,113,10042,0.3283939646835108
10,9,10040,0.3287314441742368
13,1,10017,0.3290681505545756
53,47,10016,0.32940482332141935
51,68,10006,0.3297411599533122
143,144,10005,0.3300774629717099
159,161,9969,0.33041255590428437
117,112,9965,0.3307475143828784
15,13,9946,0.3310818342050657
144,143,9908,0.33141487671443953
67,64,9901,0.33174768392934767
66,65,9888,0.33208005416881964
51,61,9854,0.3324112815494584
109,112,9835,0.3327418702736905
4,3,9834,0.33307242538442744
66,44,9828,0.3334027788141939
108,105,9811,0.3337325608145437
2,20,9806,0.3340621747474181
51,49,9795,0.3343914189318465
39,84,9795,0.33472066311627485
47,64,9794,0.3350498736872081
50,64,9791,0.33537898341765615
14,10,9785,0.3357078914671336
199,201,9784,0.33603676590311593
51,15,9769,0.33636513613667196
201,199,9766,0.33669340552974264
10,1,9732,0.3370205320639802
117,119,9731,0.33734762498472265
44,66,9688,0.33767327252517615
10,8,9687,0.3379988864521346
63,52,9621,0.3383222818884169
104,103,9615,0.3386454756437287
51,48,9595,0.3389679971291386
52,63,9587,0.3392902497065878
118,113,9585,0.3396124350570468
157,151,9565,0.33993394813760397
110,105,9554,0.3402550914697151
151,157,9545,0.3405759322803704
103,104,9540,0.3408966050235503
55,16,9536,0.34121714331274977
84,39,9513,0.34153690849156215
48,51,9506,0.34185643837590884
159,158,9506,0.3421759682602556
1,13,9505,0.3424954645311072
53,59,9500,0.3428147927344834
52,53,9482,0.3431335158949479
80,79,9460,0.34345149955852033
158,159,9459,0.34376944960859773
161,159,9441,0.34408679461576347
112,117,9433,0.3444038707149685
25,1,9404,0.3447199720228158
16,1,9400,0.3450359388766827
110,112,9380,0.34535123346064783
46,1,9377,0.3456664272041276
18,21,9340,0.34598037724828906
119,111,9339,0.34629429367895537
113,111,9323,0.3466076722937002
64,63,9313,0.3469207147734941
127,125,9270,0.3472323118729991
105,110,9262,0.3475436400645433
33,153,9252,0.3478546321211366
125,127,9233,0.34816498552132313
25,139,9225,0.34847507001354894
1,8,9225,0.34878515450577474
16,47,9221,0.34909510454402015
132,122,9213,0.3494047856743049
153,33,9213,0.34971446680458956
119,117,9204,0.3500238454134184
6,5,9195,0.3503329215007915
112,110,9172,0.3506412244777774
176,179,9153,0.35094888879835656
5,6,9147,0.35125635143796513
166,167,9145,0.35156374685058356
25,114,9128,0.3518705708337854
183,184,9113,0.3521768906145609
1,25,9112,0.35248317678184127
83,82,9100,0.35278905958718054
111,113,9083,0.35309437096310325
14,46,9066,0.3533991109096094
114,25,9037,0.35370287606475787
158,162,9029,0.3540063723119456
8,47,9022,0.3543096332646677
121,117,9011,0.35461252446894376
79,80,8996,0.35491491147079346
41,78,8992,0.35521716401866277
64,50,8966,0.3555185426156597
64,47,8925,0.3558185430593578
113,118,8920,0.3561183754355805
49,64,8903,0.3564176363823866
1,26,8891,0.3567164939672516
184,183,8888,0.3570152507116313
112,109,8856,0.35731293182416807
78,41,8853,0.3576105120962196
117,121,8846,0.3579078570738054
70,44,8828,0.3582045970084796
139,25,8823,0.35850116887567834
119,123,8794,0.3587967659515194
82,83,8781,0.35909192605192425
77,43,8778,0.3593869853118438
30,29,8770,0.35968177566380266
1,10,8759,0.3599761962673155
66,67,8759,0.3602706168708283
61,51,8755,0.36056490302036076
111,119,8751,0.36085905471591284
106,109,8750,0.3611531727979699
178,181,8745,0.36144712281255137
33,32,8719,0.3617401988762605
179,176,8686,0.3620321656946316
53,52,8672,0.3623236619240714
162,158,8669,0.36261505731302596
41,39,8638,0.36290541068363263
39,41,8631,0.3631955287597736
44,70,8626,0.3634854787684392
33,5,8609,0.36377485734768816
84,85,8601,0.3640639670189764
21,18,8583,0.364352471647353
158,161,8582,0.3646409426622345
29,30,8569,0.36492897670167984
1,46,8560,0.3652167082196693
181,178,8555,0.3655042716701833
59,53,8541,0.36579136453176603
83,85,8538,0.36607835655286347
118,111,8527,0.3663649788255149
19,17,8497,0.36665059269331357
185,192,8488,0.36693590403965637
16,18,8474,0.36722074479706796
163,162,8469,0.367505417487004
26,1,8441,0.3677891489990775
110,16,8418,0.3680721074007639
15,55,8388,0.3683540573975975
162,163,8388,0.3686360073944311
47,16,8386,0.3689178901642745
192,185,8383,0.3691996720936327
29,26,8375,0.3694811851150301
29,1,8373,0.3697626309094373
82,181,8346,0.37004316913947705
43,1,8333,0.3703232703940806
13,11,8306,0.37060246408431663
47,8,8296,0.37088132163960175
123,119,8293,0.3711600783544016
116,109,8243,0.37143715439444686
11,13,8240,0.3717141295940068
6,8,8233,0.3719908694991011
85,84,8231,0.37226754217720526
46,14,8223,0.37254394594734863
109,116,8222,0.3728203161039969
124,123,8221,0.37309665264715014
41,84,8220,0.3733729555768083
153,31,8207,0.3736488215310302
84,41,8205,0.3739246202582619
5,33,8195,0.3742000828505427
46,13,8188,0.3744753101483579
16,110,8183,0.37475036937869755
18,16,8154,0.37502445381767957
181,82,8137,0.37529796682724503
150,158,8132,0.37557131176933506
2,28,8119,0.37584421973598886
1,29,8110,0.37611682518118683
131,136,8104,0.3763892289454142
15,56,8098,0.3766614310286711
29,31,8095,0.37693353227144266
32,31,8087,0.37720536460625353
120,117,8083,0.377477062487084
15,51,8083,0.3777487603679145
110,111,8078,0.37802029018126954
8,1,8066,0.3782914166326834
31,29,8064,0.3785624758571072
141,143,8055,0.37883323256007506
136,131,8050,0.37910382119556746
53,16,8043,0.3793741745365943
38,78,8041,0.3796444606506309
74,77,8040,0.37991471315117237
55,15,8036,0.38018483119773355
67,66,8005,0.3804539072259468
56,15,8003,0.3807229160271699
71,72,7984,0.3809912861719863
31,153,7984,0.38125965631680264
78,38,7978,0.3815278247806484
80,38,7975,0.3817958924040089
1,43,7959,0.38206342221144796
35,38,7956,0.38233085117840176
143,141,7955,0.3825982465318604
38,35,7944,0.3828652721368731
109,106,7927,0.38313172631246917
38,79,7925,0.3833981132610751
13,46,7921,0.3836643657557006
77,74,7912,0.3839303157288703
85,83,7900,0.38419586234009895
6,36,7895,0.3844612408838521
155,156,7890,0.38472645136012973
109,16,7888,0.38499159460941723
128,127,7886,0.38525667063171454
1,27,7842,0.3855202676602278
182,82,7835,0.3857836293942754
32,33,7826,0.3860466886068672
64,49,7816,0.38630941168450805
111,118,7813,0.3865720339216636
79,38,7799,0.3868341855698879
158,150,7798,0.3870963036046171
156,155,7792,0.3873582199583757
171,167,7786,0.38761993463116384
9,2,7780,0.3878814476229814
31,1,7780,0.3881429606147989
53,51,7779,0.38840443999312135
47,1,7775,0.3886657849174634
16,109,7767,0.38892686093384476
82,182,7763,0.3891878024962457
57,8,7757,0.3894485423776761
26,29,7730,0.38970837469473907
51,53,7729,0.38996817339830686
15,1,7722,0.3902277368074091
123,126,7719,0.390487199376026
73,43,7710,0.39074635942318703
46,47,7679,0.3910044774520003
19,21,7646,0.39126148623547546
188,185,7630,0.3915179572030291
1,33,7618,0.3917740248086417
17,19,7612,0.39202989073328376
126,123,7611,0.3922857230444307
50,51,7610,0.39254152174208257
110,104,7598,0.39279691707779335
8,57,7593,0.3930521443460286
43,73,7587,0.39330716993329334
70,67,7584,0.3935620946800728
18,110,7579,0.3938168513593768
6,7,7571,0.39407133913072007
2,7,7565,0.39432562522109277
43,77,7560,0.39457974324399003
61,47,7559,0.39483382765339214
32,1,7554,0.3950877439953189
178,179,7546,0.3953413914292848
122,125,7544,0.39559497163626056
16,53,7542,0.39584848461624617
109,117,7542,0.3961019975962317
1,32,7541,0.3963554769627222
1,23,7536,0.3966087882617373
195,198,7534,0.3968620323337621
104,110,7531,0.3971151755653017
161,158,7528,0.39736821795635596
3,16,7522,0.3976210586664397
1,47,7517,0.39787373130904796
44,46,7509,0.39812613504369554
123,124,7498,0.39837816902989703
78,40,7492,0.39863000133512805
127,128,7491,0.3988818000268639
36,6,7486,0.39913343065112433
1,15,7465,0.3993843553919878
110,18,7449,0.3996347423169298
127,124,7446,0.39988502840138657
148,149,7442,0.4001351800318629
126,128,7423,0.4003846930059325
168,163,7415,0.40063393707204137
163,168,7409,0.4008829794571797
33,1,7409,0.401132021842318
16,3,7409,0.40138106422745634
185,188,7400,0.4016298040911388
77,1,7397,0.401878443114336
126,130,7396,0.40212704852403813
136,128,7392,0.4023755194797599
155,154,7388,0.4026238559815013
149,148,7380,0.40287192357528195
179,178,7375,0.4031198231015871
45,49,7374,0.4033676890143972
105,109,7360,0.403615084338276
46,44,7354,0.40386227798118424
198,195,7352,0.4041094043971023
198,194,7336,0.4043559929970989
8,6,7334,0.4046025143701053
47,61,7333,0.4048490021296166
80,1,7323,0.405095153754177
4,2,7295,0.40534036420087477
130,126,7295,0.4055855746475726
103,16,7272,0.40583001198388324
7,2,7249,0.40607367620980683
128,126,7248,0.4063173068222353
117,120,7238,0.40656060129971283
124,127,7221,0.40680332434777383
113,130,7205,0.4070455095799133
133,128,7201,0.40728756035807245
118,112,7194,0.40752937584176596
38,80,7194,0.4077711913254594
20,1,7190,0.4080128723551726
40,78,7185,0.4082543853174102
63,47,7158,0.4084949907152804
2,9,7156,0.4087355288861604
1,77,7150,0.4089758653760698
1,31,7147,0.40921610102549394
51,50,7142,0.40945616860744266
27,1,7128,0.40969576560046006
47,46,7127,0.40993532897998236
27,32,7101,0.41017401840863227
156,154,7050,0.4104109935490325
28,2,7047,0.4106478678489474
112,118,7043,0.41088460769488194
2,15,7039,0.41112121308683613
19,1,7035,0.41135768402481
1,80,7029,0.41159395328181325
47,44,7022,0.4118299872443509
130,113,7008,0.41206555061795724
22,25,6991,0.412300542562147
125,122,6971,0.41253486223643493
21,8,6970,0.4127691482972277
137,136,6969,0.41300340074452546
16,103,6965,0.4132375187378428
130,125,6964,0.4134716031176651
23,1,6923,0.4137043093441886
121,111,6922,0.413936981957217
111,121,6902,0.41416898230034355
1,82,6895,0.4144007473490045
1,176,6884,0.4146321426492194
2,4,6884,0.41486353794943426
1,20,6881,0.4150948324091639
15,2,6880,0.41532609325539843
71,69,6877,0.4155572532611477
31,26,6876,0.4157883796534018
7,6,6871,0.4160193379781805
