dto_origen,dto_dest,n_viajes,cumsum_viajes
153,156,2822,0.6228270051895203
29,20,2818,0.6229217280186902
40,73,2816,0.6230163836208699
80,78,2814,0.6231109719960595
57,7,2814,0.623205560371249
8,11,2813,0.6233001151329434
26,5,2811,0.6233946026676477
113,128,2811,0.6234890902023519
113,131,2810,0.6235835441235611
53,44,2809,0.6236779644312751
1,195,2809,0.6237723847389892
139,26,2807,0.623866737819713
66,8,2806,0.6239610572869418
21,23,2803,0.6240552759136854
82,5,2803,0.6241494945404289
58,61,2801,0.6242436459401822
147,169,2800,0.6243377637264405
25,19,2799,0.6244318478992036
8,44,2798,0.6245258984584716
8,20,2798,0.6246199490177398
8,38,2797,0.6247139659635127
186,6,2796,0.6248079492957905
144,16,2794,0.6249018654010783
16,38,2793,0.6249957478928708
160,161,2789,0.6250894959306831
181,188,2789,0.6251832439684952
109,142,2788,0.6252769583928124
18,109,2788,0.6253706728171295
42,13,2788,0.6254643872414467
16,80,2786,0.6255580344387737
11,7,2785,0.6256516480226055
152,156,2785,0.6257452616064373
179,188,2783,0.625838807963279
33,16,2781,0.6259322870931305
6,29,2781,0.626025766222982
128,144,2781,0.6261192453528335
2,55,2780,0.6262126908691898
40,37,2779,0.6263061027720511
120,110,2779,0.6263995146749125
31,156,2779,0.6264929265777738
156,31,2779,0.626586338480635
146,142,2777,0.6266796831565061
80,41,2776,0.6267729942188822
161,157,2776,0.6268663052812582
77,7,2771,0.6269594482761588
83,78,2771,0.6270525912710594
140,28,2770,0.6271457006524648
8,31,2770,0.6272388100338703
168,169,2768,0.6273318521882856
80,16,2768,0.6274248943427009
63,9,2768,0.6275179364971162
85,80,2765,0.6276108778110462
110,129,2762,0.6277037182844909
156,152,2762,0.6277965587579356
27,3,2761,0.6278893656178853
11,8,2761,0.6279821724778349
31,160,2760,0.6280749457242895
157,2,2759,0.628167685357249
59,9,2756,0.6282603241497231
205,202,2755,0.6283529293287022
33,160,2754,0.6284455008941862
137,145,2754,0.6285380724596702
78,83,2753,0.6286306104116591
16,25,2752,0.6287231147501529
39,43,2752,0.6288156190886467
199,1,2751,0.6289080898136454
46,39,2749,0.629000493311654
64,69,2748,0.6290928631961674
142,128,2746,0.6291851658536907
1,101,2745,0.6292774348977188
62,14,2745,0.629369703941747
181,185,2743,0.629461905758785
138,110,2741,0.6295540403488328
142,1,2739,0.6296461077118904
78,15,2738,0.6297381414614529
15,78,2738,0.6298301752110155
40,16,2737,0.6299221753470828
120,112,2736,0.6300141418696552
38,2,2732,0.6301059739382472
12,9,2730,0.630197738779849
185,83,2730,0.6302895036214508
142,129,2730,0.6303812684630525
2,36,2723,0.6304727980101886
5,82,2722,0.6305642939438297
116,19,2721,0.6306557562639756
109,100,2718,0.6307471177436363
16,156,2718,0.630838479223297
75,44,2716,0.6309297734759675
20,29,2714,0.6310210005016478
108,16,2713,0.631112193913833
113,142,2708,0.6312032192585427
176,37,2706,0.6312941773762624
186,190,2704,0.6313850682669917
42,84,2701,0.6314758583172358
164,147,2700,0.6315666147539849
75,1,2699,0.6316573375772387
17,59,2698,0.6317480267869976
25,16,2696,0.6318386487697663
127,115,2695,0.6319292371390398
16,117,2694,0.6320197918948183
16,68,2691,0.6321102458101114
175,189,2690,0.6322006661119095
6,38,2689,0.6322910528002126
142,2,2688,0.6323814058750205
38,81,2686,0.6324716917228381
20,30,2684,0.6325619103436657
47,7,2683,0.6326520953509982
80,85,2682,0.6327422467448355
102,104,2680,0.6328323309116827
84,42,2675,0.6329222470110544
1,198,2675,0.6330121631104261
16,23,2671,0.6331019447558175
6,40,2667,0.6331915919472284
23,115,2667,0.6332812391386394
1,137,2666,0.6333708527165552
146,157,2666,0.6334604662944712
172,169,2666,0.633550079872387
83,178,2666,0.6336396934503029
157,146,2666,0.6337293070282188
4,83,2666,0.6338189206061347
100,109,2663,0.6339084333435653
8,48,2662,0.6339979124675008
47,11,2661,0.6340873579779412
74,13,2660,0.6341767698748866
104,102,2659,0.6342661481583368
160,31,2659,0.634355526441787
83,191,2658,0.6344448711117422
15,33,2657,0.6345341821682022
128,113,2657,0.6346234932246623
37,40,2657,0.6347128042811223
43,39,2656,0.6348020817240873
83,7,2656,0.6348913591670522
9,59,2655,0.634980602996522
35,82,2653,0.6350697795990018
116,20,2653,0.6351589562014814
15,76,2651,0.6352480655769709
1,162,2649,0.6353371077254703
59,51,2649,0.6354261498739696
182,177,2648,0.6355151584089738
115,20,2647,0.6356041333304829
180,177,2646,0.6356930746384969
186,182,2646,0.635782015946511
33,30,2645,0.6358709236410299
118,119,2645,0.6359598313355489
125,112,2644,0.6360487054165728
8,45,2643,0.6361375458841014
46,75,2641,0.63622631912464
167,1,2640,0.6363150587516835
35,187,2640,0.636403798378727
1,167,2640,0.6364925380057705
154,153,2640,0.636581277632814
162,159,2639,0.6366699836463624
46,6,2639,0.6367586896599108
57,61,2636,0.6368472948329739
112,120,2632,0.6369357655520567
35,12,2630,0.6370241690441492
12,35,2630,0.6371125725362418
15,21,2630,0.6372009760283343
72,46,2630,0.6372893795204269
5,30,2628,0.6373777157855293
37,83,2627,0.6374660184371365
76,72,2626,0.6375542874752487
129,142,2624,0.6376424892863707
130,112,2624,0.6377306910974927
43,78,2623,0.6378188592951196
78,43,2623,0.6379070274927465
21,4,2622,0.6379951620768783
154,3,2622,0.6380832966610102
197,1,2622,0.638171431245142
11,38,2621,0.6382595322157787
50,1,2619,0.6383475659594253
30,5,2618,0.6384355660895767
176,181,2618,0.6385235662197282
7,47,2617,0.6386115327363846
100,16,2617,0.6386994992530409
156,150,2616,0.6387874321562022
1,50,2616,0.6388753650593635
177,180,2614,0.6389632307355345
36,2,2612,0.6390510291847155
52,14,2611,0.6391387940204012
181,176,2608,0.6392264580156017
202,205,2608,0.6393141220108023
62,64,2605,0.6394016851655175
68,15,2603,0.6394891810932426
77,15,2602,0.6395766434074726
11,47,2602,0.6396641057217026
161,168,2601,0.6397515344224375
1,164,2600,0.6398389295096772
38,177,2600,0.639926324596917
16,176,2599,0.6400136860706618
4,21,2597,0.6401009803174162
114,2,2597,0.6401882745641708
45,77,2595,0.6402755015839351
4,15,2594,0.6403626949902044
75,15,2593,0.6404498547829786
146,164,2591,0.6405369473487624
147,164,2591,0.6406240399145464
19,8,2589,0.6407110652533402
113,106,2588,0.6407980569786389
19,116,2588,0.6408850487039376
1,203,2587,0.6409720068157412
43,49,2586,0.6410589313140497
16,100,2586,0.6411458558123582
176,188,2585,0.6412327466971716
49,43,2584,0.6413196039684899
57,53,2583,0.6414064276263132
137,128,2583,0.6414932512841364
1,75,2583,0.6415800749419596
8,26,2583,0.6416668985997828
8,18,2583,0.6417537222576061
159,20,2582,0.6418405123019342
29,4,2581,0.6419272687327672
20,130,2579,0.6420139579366101
119,109,2576,0.6421005462999676
65,14,2576,0.6421871346633252
154,151,2576,0.6422737230266828
186,4,2576,0.6423603113900404
25,27,2575,0.6424468661399029
16,200,2574,0.6425333872762703
198,1,2572,0.6426198411856475
15,19,2569,0.6427061942545395
28,8,2569,0.6427925473234314
3,23,2568,0.6428788667788282
146,159,2567,0.64296515262073
151,32,2566,0.6430514048491366
74,47,2565,0.6431376234640481
53,63,2564,0.6432238084654647
28,140,2563,0.643309959853386
3,154,2563,0.6433961112413074
192,8,2561,0.6434821954022386
22,16,2558,0.6435681787226845
16,22,2558,0.6436541620431304
150,163,2558,0.6437401453635764
78,2,2556,0.643826061457032
2,142,2556,0.6439119775504878
162,1,2556,0.6439978936439436
14,80,2556,0.6440838097373993
15,77,2552,0.6441695913768747
46,62,2551,0.644255339402855
8,33,2551,0.6443410874288352
200,16,2550,0.6444268018413204
63,16,2550,0.6445125162538056
54,52,2546,0.6445980962123103
2,41,2544,0.644683608943825
47,5,2543,0.6447690880618445
19,15,2542,0.644854533566369
14,62,2540,0.6449399118439032
159,168,2539,0.6450252565079424
51,75,2538,0.6451105675584865
6,82,2537,0.6451958449955355
108,107,2536,0.6452810888190893
107,108,2536,0.6453663326426432
1,103,2534,0.6454515092392069
46,74,2534,0.6455366858357706
103,1,2534,0.6456218624323343
7,21,2533,0.6457070054154029
16,144,2531,0.6457920811714813
77,16,2530,0.6458771233140648
84,192,2530,0.6459621654566481
83,6,2526,0.646047073145251
151,160,2526,0.646131980833854
167,8,2522,0.6462167540684766
8,167,2522,0.6463015273030992
151,26,2522,0.6463863005377218
29,9,2521,0.6464710401588493
115,127,2521,0.6465557797799768
20,115,2521,0.6466405194011043
41,2,2520,0.6467252254087368
72,76,2512,0.6468096625084084
159,151,2512,0.6468940996080801
8,85,2511,0.6469785030942566
66,16,2508,0.647062805739948
14,38,2508,0.6471471083856393
72,64,2508,0.6472314110313306
25,8,2505,0.6473156128365366
16,40,2504,0.6473997810282476
38,178,2501,0.6474838483794733
188,181,2497,0.6475677812767185
76,78,2496,0.6476516805604687
159,21,2495,0.6477355462307238
77,45,2494,0.6478193782874838
75,43,2492,0.6479031431172537
108,113,2491,0.6479868743335284
192,183,2488,0.6480705047093179
24,27,2487,0.6481541014716122
83,77,2485,0.6482376310069164
77,83,2485,0.6483211605422207
4,38,2482,0.6484045892370396
51,40,2479,0.6484879170913732
168,1,2479,0.6485712449457068
14,56,2476,0.6486544719595552
44,75,2476,0.6487376989734035
27,25,2475,0.6488208923737568
169,160,2474,0.648904052160615
135,164,2473,0.648987178333978
37,15,2471,0.649070237280351
157,161,2471,0.6491532962267238
33,15,2470,0.6492363215596016
1,155,2468,0.6493192796654893
152,16,2468,0.6494022377713768
1,197,2462,0.6494849941962939
70,15,2462,0.649567750621211
85,8,2462,0.649650507046128
133,1,2462,0.6497332634710451
33,8,2461,0.6498159862824671
177,182,2460,0.649898675480394
4,192,2459,0.6499813310648258
185,8,2457,0.6500639194222674
40,83,2453,0.6501463733257287
102,1,2453,0.6502288272291898
5,47,2452,0.650311247519156
14,35,2452,0.6503936678091221
84,15,2450,0.6504760208720981
9,35,2450,0.6505583739350741
149,20,2450,0.65064072699805
147,159,2449,0.6507230464475309
168,161,2449,0.6508053658970118
46,9,2448,0.6508876517329976
4,160,2448,0.6509699375689832
124,110,2448,0.651052223404969
16,72,2448,0.6511345092409548
110,124,2448,0.6512167950769406
4,153,2448,0.6512990809129264
84,2,2447,0.6513813331354171
171,174,2447,0.6514635853579077
6,46,2446,0.6515458039669033
165,168,2445,0.6516279889624038
168,165,2445,0.6517101739579043
161,170,2445,0.6517923589534048
26,159,2444,0.6518745103354102
49,16,2444,0.6519566617174156
1,109,2443,0.6520387794859259
182,186,2442,0.6521208636409411
146,137,2441,0.6522029141824613
59,17,2439,0.6522848974969913
125,16,2438,0.6523668471980261
169,16,2438,0.652448796899061
206,196,2435,0.6525306457596105
153,28,2434,0.652612461006665
27,19,2434,0.6526942762537195
42,7,2433,0.6527760578872789
25,17,2432,0.6528578059073432
74,78,2432,0.6529395539274074
78,74,2432,0.6530213019474718
118,115,2431,0.653103016354041
168,159,2430,0.6531846971471151
48,8,2430,0.6532663779401893
110,142,2428,0.6533479915062732
2,37,2427,0.6534295714588619
77,79,2427,0.6535111514114508
142,110,2426,0.6535926977505446
81,200,2423,0.6536741432491531
54,8,2421,0.6537555215207713
23,3,2421,0.6538368997923896
16,77,2419,0.6539182108370177
54,58,2419,0.6539995218816458
163,1,2419,0.654080832926274
8,28,2419,0.654162143970902
177,83,2418,0.6542434214020351
128,137,2418,0.654324698833168
47,70,2418,0.6544059762643011
145,113,2414,0.6544871192414536
3,14,2413,0.6545682286051112
51,41,2412,0.6546493043552737
14,6,2411,0.6547303464919411
187,16,2410,0.6548113550151133
193,35,2409,0.6548923299247905
201,202,2408,0.6549732712209726
51,10,2407,0.6550541789036596
12,84,2407,0.6551350865863466
35,182,2406,0.6552159606555384
14,64,2405,0.6552968011112352
16,152,2404,0.655377607953437
118,1,2403,0.6554583811821436
14,42,2403,0.6555391544108502
138,141,2402,0.6556198940260618
43,8,2399,0.655700532800788
152,154,2397,0.6557811043485241
106,113,2397,0.6558616758962601
52,58,2397,0.6559422474439962
2,58,2396,0.6560227853782372
27,24,2395,0.6561032896989831
159,146,2395,0.6561837940197289
22,2,2392,0.6562641974999895
64,46,2390,0.65634453375326
81,38,2390,0.6564248700065304
6,14,2390,0.6565052062598008
79,77,2389,0.6565855088995762
13,74,2389,0.6566658115393516
64,59,2389,0.6567461141791269
181,183,2388,0.6568263832054071
144,113,2387,0.6569066186181922
61,16,2387,0.6569868540309773
21,159,2385,0.6570670222167724
8,39,2383,0.6571471231755771
39,8,2383,0.657227224134382
46,10,2383,0.6573073250931867
139,2,2383,0.6573874260519915
184,179,2382,0.6574674933973012
179,184,2382,0.6575475607426109
45,8,2380,0.6576275608609303
22,28,2379,0.6577075273657548
75,78,2379,0.6577874938705792
78,75,2379,0.6578674603754036
3,19,2378,0.6579473932667329
83,37,2378,0.6580273261580623
29,21,2375,0.6581071582089063
24,140,2374,0.6581869566462553
63,48,2374,0.6582667550836041
70,47,2372,0.658346486293963
20,159,2371,0.6584261838908266
116,120,2371,0.6585058814876903
16,33,2368,0.6585854782440687
5,15,2367,0.6586650413869519
180,35,2367,0.6587446045298353
151,2,2367,0.6588241676727186
118,127,2366,0.6589036972021068
8,68,2363,0.6589831258910097
16,129,2363,0.6590625545799127
188,179,2362,0.6591419496553205
114,3,2362,0.6592213447307284
153,154,2362,0.6593007398061362
37,176,2361,0.6593801012680489
44,53,2361,0.6594594627299617
197,194,2360,0.6595387905783794
184,82,2359,0.6596180848133019
14,65,2359,0.6596973790482245
104,108,2356,0.6597765724426617
137,129,2354,0.6598556986101088
68,8,2353,0.6599347911640608
5,25,2352,0.6600138501045179
3,156,2351,0.6600928754314797
2,178,2350,0.6601718671449464
156,3,2350,0.6602508588584131
153,3,2349,0.6603298169583848
177,2,2347,0.6604087078313662
149,26,2347,0.6604875987043477
193,185,2347,0.6605664895773291
15,68,2345,0.6606453132233204
15,4,2344,0.6607241032558165
25,5,2343,0.6608028596748177
160,4,2343,0.6608816160938188
35,185,2343,0.6609603725128198
158,156,2343,0.6610391289318209
20,149,2343,0.661117885350822
10,46,2337,0.6611964400888526
113,108,2336,0.661274961213388
83,177,2336,0.6613534823379235
43,4,2336,0.6614320034624589
62,53,2336,0.6615105245869943
82,16,2335,0.6615890120980347
8,19,2335,0.661667499609075
2,159,2335,0.6617459871201155
38,4,2335,0.6618244746311558
1,163,2334,0.661902928528701
80,47,2333,0.6619813488127512
84,13,2333,0.6620597690968013
39,2,2332,0.6621381557673565
200,81,2331,0.6622165088244164
16,108,2328,0.6622947610409912
137,127,2328,0.6623730132575658
159,26,2328,0.6624512654741406
115,25,2328,0.6625295176907152
41,51,2328,0.66260776990729
16,37,2327,0.6626859885103695
17,47,2326,0.6627641734999541
78,76,2325,0.6628423248760436
128,142,2325,0.6629204762521329
16,114,2323,0.6629985604012322
114,16,2323,0.6630766445503314
72,16,2323,0.6631547286994307
151,29,2323,0.66323281284853
61,57,2322,0.663310863384134
3,18,2322,0.6633889139197382
2,68,2321,0.6634669308418473
84,7,2320,0.6635449141504612
145,130,2320,0.6636228974590752
139,16,2320,0.6637008807676892
2,40,2319,0.6637788304628081
83,39,2318,0.6638567465444318
75,68,2318,0.6639346626260556
2,39,2317,0.6640125450941844
82,2,2317,0.6640904275623131
1,120,2317,0.6641683100304417
156,158,2316,0.6642461588850753
17,26,2314,0.6643239405127187
64,14,2314,0.6644017221403622
2,82,2313,0.6644794701545105
39,83,2312,0.6645571845551637
14,43,2312,0.664634898955817
62,50,2312,0.6647126133564701
182,190,2310,0.6647902605301332
33,35,2309,0.6648678740903011
68,43,2309,0.6649454876504691
7,42,2307,0.6650230339836469
141,138,2307,0.6651005803168246
153,15,2305,0.6651780594230122
160,169,2305,0.6652555385291998
40,2,2305,0.6653330176353874
151,16,2303,0.6654104295145848
8,61,2303,0.6654878413937823
115,22,2302,0.6655652196594846
26,156,2302,0.6656425979251869
2,66,2297,0.6657198081234137
66,2,2297,0.6657970183216405
84,43,2296,0.6658741949063723
43,84,2296,0.6659513714911041
28,19,2294,0.6660284808488456
67,47,2293,0.6661055565930921
115,118,2291,0.6661825651103483
58,20,2288,0.6662594727871194
16,187,2288,0.6663363804638904
187,8,2285,0.6664131873001762
74,51,2285,0.6664899941364619
21,153,2285,0.6665668009727477
3,153,2284,0.6666435741955383
127,142,2283,0.6667203138048339
44,65,2282,0.6667970198006343
118,128,2282,0.6668737257964348
69,8,2281,0.6669503981787401
112,121,2281,0.6670270705610455
51,42,2280,0.6671037093298559
15,74,2279,0.667180314485171
161,160,2279,0.6672569196404862
169,163,2279,0.6673335247958013
20,9,2278,0.6674100963376215
152,160,2278,0.6674866678794416
2,78,2276,0.6675631721942715
15,70,2276,0.6676396765091014
193,16,2276,0.6677161808239312
39,46,2273,0.6677925842982759
152,155,2272,0.6678689541591255
41,81,2272,0.667945324019975
1,112,2270,0.6680216266538344
146,161,2270,0.6680979292876937
23,21,2270,0.6681742319215531
147,160,2268,0.6682504673284223
81,6,2268,0.6683267027352915
51,6,2267,0.6684029045286656
8,192,2267,0.6684791063220396
83,192,2267,0.6685553081154136
147,157,2266,0.6686314762952926
43,14,2265,0.6687076108616765
176,38,2263,0.6687836782010703
22,115,2262,0.6688597119269689
72,43,2262,0.6689357456528675
129,137,2262,0.6690117793787661
33,36,2260,0.6690877458776746
52,9,2259,0.6691636787630879
35,180,2259,0.6692396116485012
15,5,2256,0.6693154436934293
101,56,2255,0.6693912421248623
28,153,2255,0.6694670405562952
133,130,2253,0.6695427717607381
50,43,2253,0.6696185029651809
182,35,2252,0.6696942005561286
66,63,2251,0.6697698645335811
159,147,2251,0.6698455285110337
83,181,2251,0.6699211924884864
47,80,2250,0.6699968228524439
14,3,2250,0.6700724532164014
26,149,2250,0.6701480835803589
109,119,2249,0.6702236803308214
193,80,2248,0.6702992434677887
47,67,2247,0.6703747729912609
73,14,2247,0.6704503025147331
160,152,2246,0.6705257984247103
158,168,2246,0.6706012943346874
185,178,2244,0.6706767230176743
181,83,2244,0.6707521517006614
12,47,2243,0.6708275467701532
37,183,2243,0.670902941839645
78,14,2243,0.670978336909137
37,10,2242,0.6710536983651337
40,43,2241,0.6711290262076354
174,171,2240,0.671204320436642
127,131,2240,0.6712796146656486
185,35,2240,0.6713549088946552
192,4,2240,0.6714302031236618
38,51,2239,0.6715054637391733
105,113,2238,0.6715806907411896
169,158,2238,0.6716559177432061
15,84,2237,0.6717311111317273
85,35,2237,0.6718063045202487
65,53,2236,0.671881464295275
115,117,2233,0.6719565232298159
2,84,2233,0.6720315821643568
24,139,2233,0.6721066410988977
12,51,2232,0.6721816664199436
15,37,2232,0.6722566917409895
18,8,2231,0.6723316834485402
164,146,2231,0.672406675156091
21,15,2231,0.6724816668636417
19,27,2228,0.6725565577307072
76,13,2227,0.6726314149842776
33,28,2227,0.6727062722378481
83,185,2226,0.6727810958779233
112,130,2226,0.6728559195179986
169,150,2225,0.6729307095445788
28,16,2225,0.6730054995711591
64,12,2221,0.6730801551437589
112,125,2219,0.6731547434893685
1,58,2219,0.6732293318349781
152,32,2218,0.6733038865670927
77,47,2218,0.6733784412992073
45,50,2218,0.6734529960313219
9,110,2217,0.6735275171499413
129,16,2217,0.6736020382685608
159,2,2216,0.6736765257736852
147,165,2216,0.6737510132788096
207,203,2216,0.6738255007839339
153,21,2214,0.6738999210620681
56,14,2213,0.6739743077267072
178,8,2213,0.6740486943913463
8,185,2213,0.6741230810559854
45,2,2212,0.6741974341071294
83,16,2211,0.6742717535447783
80,2,2210,0.6743460393689322
2,83,2210,0.674420325193086
32,152,2209,0.6744945774037447
141,130,2208,0.6745687960009084
181,184,2207,0.6746429809845769
115,110,2205,0.6747170987412553
16,182,2204,0.6747911828844385
156,147,2204,0.6748652670276218
118,124,2204,0.6749393511708051
182,16,2204,0.6750134353139884
83,14,2203,0.6750874858436765
71,64,2203,0.6751615363733647
43,2,2203,0.6752355869030529
4,187,2203,0.6753096374327411
187,4,2203,0.6753836879624292
4,186,2202,0.6754577048786223
64,62,2202,0.6755317217948155
164,20,2201,0.6756057050975134
48,65,2201,0.6756796884002114
183,1,2200,0.6757536380894144
82,8,2200,0.6758275877786172
47,4,2199,0.675901503854325
113,144,2197,0.6759753527030427
84,37,2196,0.6760491679382652
35,9,2196,0.6761229831734877
66,52,2195,0.6761967647952152
10,37,2195,0.6762705464169426
25,51,2195,0.6763443280386701
51,25,2195,0.6764181096603975
44,10,2194,0.6764918576686298
44,12,2194,0.6765656056768622
127,118,2192,0.6766392864581043
46,78,2192,0.6767129672393465
65,44,2192,0.6767866480205886
157,16,2191,0.6768602951883358
16,66,2190,0.6769339087425877
49,63,2190,0.6770075222968397
190,182,2190,0.6770811358510916
47,74,2190,0.6771547494053437
7,83,2190,0.6772283629595957
3,31,2187,0.6773018756733623
37,2,2187,0.6773753883871291
65,9,2187,0.6774489011008957
105,1,2186,0.6775223802011674
123,122,2186,0.677595859301439
193,6,2184,0.6776692711747204
26,125,2183,0.6777426494345067
8,184,2182,0.677815994080798
184,8,2182,0.6778893387270892
16,193,2182,0.6779626833733805
103,109,2182,0.6780360280196717
105,21,2181,0.6781093390524678
140,20,2181,0.678182650085264
164,26,2180,0.6782559275045651
47,17,2180,0.6783292049238661
206,204,2179,0.678402448729672
51,29,2178,0.6784756589219829
20,164,2176,0.6785488018873036
56,101,2175,0.6786219112391292
120,118,2173,0.6786949533639647
38,11,2171,0.6787679282618099
67,1,2170,0.67884086954616
112,1,2170,0.6789138108305102
1,67,2170,0.6789867521148603
58,102,2170,0.6790596933992104
55,14,2170,0.6791326346835606
159,150,2168,0.6792055087409204
192,84,2168,0.6792783827982805
150,159,2168,0.6793512568556404
35,15,2168,0.6794241309130004
64,7,2168,0.6794970049703603
172,189,2166,0.6795698118007301
193,194,2166,0.6796426186310999
39,44,2166,0.6797154254614696
44,39,2166,0.6797882322918394
78,46,2164,0.679860971895219
13,77,2164,0.6799337114985985
130,141,2164,0.6800064511019781
59,7,2163,0.6800791570918626
156,26,2162,0.680151829468252
82,184,2160,0.6802244346176513
74,15,2160,0.6802970397670504
6,51,2159,0.6803696113029545
43,40,2159,0.6804421828388586
78,51,2159,0.6805147543747627
120,116,2159,0.6805873259106668
12,44,2158,0.680659863833076
48,9,2157,0.6807323681419899
113,21,2157,0.6808048724509038
162,170,2157,0.6808773767598177
9,48,2157,0.6809498810687317
143,113,2156,0.6810223517641505
25,15,2155,0.6810947888460742
110,2,2155,0.681167225927998
62,46,2155,0.6812396630099218
26,146,2153,0.6813120328648553
26,151,2153,0.681384402719789
110,114,2152,0.6814567389612274
114,110,2152,0.6815290752026658
15,26,2151,0.6816013778306093
177,8,2150,0.6816736468450575
48,52,2150,0.6817459158595058
194,1,2150,0.6818181848739541
35,193,2148,0.6818903866614122
7,46,2148,0.6819625884488704
58,54,2148,0.6820347902363284
183,192,2148,0.6821069920237866
38,73,2148,0.6821791938112446
10,51,2147,0.6822513619852076
16,106,2145,0.6823234629321805
30,155,2145,0.6823955638791533
80,193,2144,0.682467631212631
40,6,2143,0.6825396649326136
37,81,2143,0.6826116986525963
10,64,2142,0.6826836987590839
63,53,2141,0.6827556652520763
35,51,2140,0.6828275981315737
16,42,2139,0.6828994973975759
9,65,2139,0.6829713966635783
42,16,2139,0.6830432959295806
108,104,2138,0.6831151615820877
16,119,2138,0.6831870272345949
180,16,2137,0.683258859273607
2,186,2137,0.683330691312619
186,2,2137,0.6834025233516312
45,66,2135,0.6834742881636531
69,46,2133,0.6835459857486849
161,149,2133,0.6836176833337165
63,66,2133,0.6836893809187482
121,109,2132,0.6837610448902849
147,130,2132,0.6838327088618215
29,151,2131,0.683904339219863
8,25,2131,0.6839759695779046
161,164,2131,0.6840475999359461
164,150,2130,0.6841191966804926
206,202,2130,0.684190793425039
20,156,2130,0.6842623901695855
137,1,2129,0.6843339533006368
64,72,2127,0.684405449204698
43,72,2126,0.684476911495264
21,7,2124,0.6845483065588399
84,51,2123,0.6846196680089207
51,84,2123,0.6846910294590015
38,5,2123,0.6847623909090823
127,112,2123,0.6848337523591631
8,49,2122,0.6849050801957488
161,146,2122,0.6849764080323346
46,84,2121,0.6850477022554252
2,177,2121,0.6851189964785158
46,64,2120,0.6851902570881113
51,12,2120,0.6852615176977068
19,31,2119,0.6853327446938072
43,12,2119,0.6854039716899077
202,201,2119,0.6854751986860081
14,78,2118,0.6855463920686135
58,12,2117,0.6856175518377238
68,16,2115,0.6856886443798438
154,2,2115,0.6857597369219639
178,6,2114,0.6858307958505888
124,118,2114,0.6859018547792138
6,178,2114,0.6859729137078387
2,110,2113,0.6860439390229687
23,20,2113,0.6861149643380985
9,20,2113,0.6861859896532284
8,82,2113,0.6862570149683582
79,6,2113,0.6863280402834881
54,61,2111,0.6863989983716279
43,75,2111,0.6864699564597675
21,29,2110,0.6865408809344121
64,42,2110,0.6866118054090568
152,161,2109,0.6866826962702063
14,63,2108,0.6867535535178607
85,77,2106,0.686824343538525
17,25,2105,0.6868950999456941
17,5,2105,0.6869658563528632
7,45,2104,0.6870365791465373
158,169,2103,0.6871072683267162
2,114,2102,0.6871779238934
26,17,2102,0.6872485794600839
53,62,2101,0.6873192014132726
131,127,2101,0.6873898233664615
113,107,2101,0.6874604453196502
107,113,2101,0.687531067272839
35,179,2101,0.6876016892260277
47,77,2101,0.6876723111792166
149,147,2100,0.6877428995189102
176,182,2099,0.6878134542451088
47,41,2097,0.6878839417443172
151,163,2096,0.6879543956300305
32,151,2095,0.6880248159022487
189,172,2095,0.688095236174467
43,38,2093,0.688165589219695
14,83,2093,0.688235942264923
28,5,2091,0.6883062280831609
35,181,2091,0.6883765139013988
16,83,2091,0.6884467997196365
119,16,2089,0.6885170183108842
15,41,2088,0.6885872032886368
179,35,2088,0.6886573882663893
41,15,2088,0.6887275732441419
114,19,2087,0.6887977246083994
182,7,2087,0.6888678759726569
184,181,2086,0.6889379937234192
1,183,2086,0.6890081114741817
21,9,2086,0.6890782292249441
178,4,2085,0.6891483133622114
130,145,2085,0.6892183974994787
1,108,2084,0.6892884480232508
20,140,2084,0.689358498547023
9,28,2084,0.6894285490707953
111,8,2083,0.6894985659810724
135,167,2083,0.6895685828913495
85,40,2083,0.6896385998016266
170,162,2083,0.6897086167119038
18,3,2083,0.6897786336221808
6,21,2082,0.6898486169189628
5,17,2080,0.6899185329887547
73,46,2079,0.6899884154450514
193,33,2079,0.6900582979013482
113,8,2079,0.6901281803576449
85,79,2078,0.6901980292004466
16,157,2077,0.6902678444297531
16,169,2075,0.6903375924320695
109,121,2075,0.6904073404343859
42,83,2075,0.6904770884367022
28,9,2075,0.6905468364390186
126,112,2074,0.6906165508278399
193,82,2074,0.6906862652166612
110,58,2071,0.6907558787649971
104,16,2071,0.6908254923133331
26,144,2071,0.6908951058616691
61,7,2070,0.69096468579651
7,64,2069,0.6910342321178559
2,22,2068,0.6911037448257066
82,193,2068,0.6911732575335574
168,158,2068,0.6912427702414081
126,1,2068,0.6913122829492588
192,186,2068,0.6913817956571096
135,165,2066,0.6914512411379701
151,3,2066,0.6915206866188306
188,192,2065,0.6915900984861961
171,28,2065,0.6916595103535615
14,54,2065,0.691728922220927
28,171,2065,0.6917983340882924
63,50,2065,0.6918677459556579
67,49,2064,0.6919371242095282
10,26,2063,0.6920064688499035
8,187,2062,0.6920757798767837
12,69,2062,0.6921450909036638
183,181,2061,0.692214368317049
111,20,2061,0.692283645730434
67,69,2061,0.6923529231438191
194,197,2060,0.6924221669437091
69,67,2060,0.6924914107435991
83,4,2059,0.6925606209299939
15,25,2059,0.6926298311163889
3,114,2058,0.6926990076892887
15,73,2056,0.6927681170351982
82,6,2055,0.6928371927676128
12,5,2053,0.6929062012730371
42,51,2053,0.6929752097784615
4,43,2052,0.6930441846703908
