dto_origen,dto_dest,n_viajes,cumsum_viajes
138,130,8606,0.23622207345085164
116,117,8604,0.23669862924850685
190,191,8573,0.2371734680273653
197,198,8561,0.23764764215378628
1,7,8522,0.23811965615978556
64,44,8476,0.23858912233144122
177,178,8469,0.23905820078917508
13,14,8467,0.23952716847150266
191,188,8448,0.23999508378747095
62,63,8446,0.240462888328033
114,115,8444,0.24093058209318882
66,51,8435,0.24139777736901652
51,66,8433,0.241864861869438
188,191,8430,0.2423317802067501
178,177,8418,0.24279803389162477
43,46,8412,0.2432639552502807
66,68,8402,0.2437293227319054
65,64,8401,0.244194634825827
152,30,8395,0.24465961459352986
53,55,8393,0.24512448358582647
150,149,8375,0.24558835559946693
64,65,8367,0.2460517845114824
174,189,8360,0.24651482570957603
28,27,8352,0.24697742380604468
49,51,8349,0.24743985573940397
8,7,8327,0.24790106914329457
115,114,8319,0.24836183944556023
40,13,8311,0.2488221666462009
120,111,8306,0.24928221690832597
16,9,8305,0.24974221178274794
46,43,8298,0.25020181894324806
28,3,8217,0.2506569396997953
25,24,8195,0.25111084192687394
30,152,8192,0.2515645779908432
171,172,8185,0.2520179263408906
44,68,8183,0.25247116391553176
163,164,8182,0.2529243461024698
197,196,8140,0.25337520200587677
10,15,8131,0.2538255594199556
158,147,8130,0.25427586144633135
147,158,8113,0.254725221881754
162,161,8111,0.2551744715417704
191,190,8081,0.2556220595706932
33,31,8067,0.2560688721717723
77,73,8058,0.2565151862835233
110,113,8001,0.25695834329619643
41,40,8000,0.2574014449211664
138,137,7985,0.25784371573058956
196,197,7983,0.2582858757646065
47,52,7974,0.2587275373092953
68,66,7973,0.259169143466281
49,44,7972,0.25961069423556354
111,120,7969,0.26005207884173676
55,53,7965,0.2604932418970975
188,190,7963,0.260934294177052
9,16,7956,0.26137495874308464
121,120,7919,0.26181357396410176
47,14,7904,0.26225135836957214
137,138,7896,0.26268869967341746
120,121,7880,0.26312515477401294
183,179,7874,0.2635612775483896
51,49,7858,0.26399651411951636
47,53,7823,0.2644298121210339
179,183,7789,0.2648612269406453
164,163,7787,0.2652925309848504
51,64,7781,0.26572350270283684
199,194,7780,0.26615441903312015
190,188,7773,0.2665849476494816
84,83,7760,0.2670147562257025
24,25,7753,0.2674441770880015
68,44,7737,0.2678727117470506
113,110,7728,0.26830074791677155
60,59,7718,0.26872823020946135
41,42,7705,0.2691549924620105
73,77,7691,0.26958097928671604
172,171,7675,0.2700060799081716
56,58,7664,0.27043057126489284
59,60,7653,0.27085445335687974
40,41,7638,0.27127750463331984
64,67,7634,0.2717003343589474
31,33,7628,0.2721228317583563
52,47,7594,0.27254344597585906
62,47,7581,0.2729633401532212
116,113,7567,0.2733824589027397
137,130,7563,0.2738013561014457
83,84,7553,0.27421969942312047
204,203,7551,0.274637931969389
130,137,7550,0.2750561091279544
46,40,7549,0.2754742308988167
63,52,7535,0.2758915772418353
40,46,7535,0.27630892358485387
161,162,7503,0.27672449752137257
186,185,7500,0.27713990529478194
15,10,7476,0.27755398376331636
32,29,7475,0.2779680068441477
42,41,7472,0.27838186376186963
77,42,7445,0.27879422521160735
189,174,7438,0.27920619894742316
180,178,7428,0.2796176188062078
124,128,7427,0.2800289832772893
194,199,7421,0.2804400154221521
125,128,7417,0.28085082601620237
44,49,7396,0.2812604734684871
1,12,7362,0.2816682377388657
14,47,7341,0.28207483886747875
23,25,7337,0.28248121844527935
185,186,7336,0.2828875426353768
37,85,7330,0.28329353449925554
29,32,7330,0.2836995263631343
20,16,7323,0.28410513051309116
15,52,7303,0.2845096269089857
108,110,7295,0.28491368020325514
170,174,7291,0.2853175119467122
23,26,7287,0.2857211221393567
70,72,7272,0.2861239015164544
28,26,7265,0.28652629317963024
123,121,7263,0.28692857406739986
203,204,7255,0.2873304118535445
38,40,7254,0.28773219425198604
72,70,7252,0.2881338658750213
52,63,7248,0.2885353159472441
26,3,7246,0.28893665524406065
16,20,7241,0.2893377176023616
178,180,7219,0.2897375614311939
10,7,7217,0.2901372944846199
186,188,7216,0.29053697215034285
3,28,7214,0.2909365390406595
44,64,7214,0.2913361059309762
128,125,7211,0.2917355066581835
12,37,7195,0.2921340211821409
37,12,7183,0.2925318710536608
170,169,7178,0.2929294439866651
7,10,7156,0.29332579839020073
47,45,7151,0.29372187585522075
85,37,7147,0.2941177317694283
121,123,7119,0.29451203682794846
55,57,7113,0.29490600956024987
52,15,7087,0.29529854221227014
47,62,7069,0.29569007788563423
113,116,7066,0.296081447395889
53,47,7063,0.29647265074303436
188,186,7050,0.2968631340500391
59,54,7042,0.297253174255419
174,170,7028,0.29764243903295506
58,56,7024,0.29803148225967874
66,65,7020,0.2984203039355899
160,157,7019,0.2988090702237979
54,59,7008,0.2991972272472716
181,180,7006,0.29958527349533903
20,26,6992,0.2999725443155628
16,59,6992,0.3003598151357866
42,77,6983,0.3007465874666822
110,108,6977,0.30113302747135917
33,153,6968,0.301518968986708
169,170,6956,0.3019042458496194
132,128,6952,0.3022893011617183
185,190,6948,0.3026741349230047
65,66,6928,0.30305786093022874
157,160,6926,0.3034414761620465
57,58,6895,0.30382337437506746
190,185,6887,0.3042048294864635
116,112,6874,0.30458556455771896
8,9,6851,0.3049650257118026
153,33,6835,0.3053436006626363
45,47,6829,0.3057218432872513
40,38,6805,0.30609875660699143
110,105,6805,0.3064756699267315
58,57,6799,0.30685225092025287
67,64,6795,0.30722861036296173
12,1,6788,0.30760458209174874
128,124,6781,0.3079801661066139
25,23,6763,0.3083547531428229
59,61,6747,0.30872845397578197
50,64,6746,0.3091020994210379
10,14,6743,0.30947557870318443
4,3,6734,0.30984855949600293
59,16,6726,0.3102210971871964
38,85,6722,0.31059341332757745
105,110,6714,0.31096528636633347
112,116,6712,0.3113370486296833
26,23,6704,0.31170836779140815
180,181,6700,0.3120794654023205
57,59,6699,0.3124505076255297
12,11,6695,0.31282132829792647
84,39,6691,0.31319192741951074
132,122,6669,0.31356130801162635
57,55,6650,0.3139296362373826
3,4,6639,0.31429735519840457
8,10,6623,0.31466418795617657
54,15,6610,0.31503030067380805
3,26,6597,0.3153956933512989
4,32,6581,0.3157601998255398
51,15,6579,0.3161245955243745
39,84,6575,0.3164887696723967
176,35,6560,0.3168521130048721
26,20,6556,0.31721523478653496
2,17,6550,0.3175780242419791
14,10,6550,0.3179408136974233
51,61,6547,0.3183034369897581
9,8,6515,0.31866428787559303
182,82,6493,0.31902392023195925
5,2,6492,0.3193834972006224
85,38,6483,0.31974257567995745
61,59,6470,0.3201009341191519
26,28,6449,0.3204581294165808
12,6,6443,0.32081499238779104
29,26,6441,0.321171744583595
59,57,6432,0.32152799829007084
113,111,6428,0.3218840304457342
39,40,6420,0.3222396194997726
64,50,6413,0.32259482083988916
32,4,6406,0.3229496344660839
68,51,6398,0.3233040049906536
6,12,6376,0.32365715698575465
84,38,6366,0.3240097551038245
40,39,6332,0.32436047003998825
35,177,6330,0.32471107420074574
82,182,6329,0.32506162297380015
43,42,6325,0.325411950196042
11,12,6315,0.32576172354125266
184,182,6315,0.32611149688646335
13,15,6302,0.32646055019153347
113,117,6281,0.32680844035483797
117,113,6275,0.3271559981919238
83,85,6267,0.32750311292738465
205,203,6267,0.32785022766284555
15,54,6253,0.3281965669704627
1,21,6252,0.3285428508903767
63,64,6251,0.3288890794225876
35,176,6249,0.3292351971793923
21,1,6234,0.32958048412065016
203,205,6232,0.3299256602865018
84,85,6211,0.3302696733105878
17,20,6208,0.33061352017156453
20,17,6182,0.33095592695226006
121,117,6181,0.3312982783452525
85,83,6155,0.33163918965796374
117,121,6136,0.3319790486043157
109,110,6121,0.33231807673512087
118,113,6109,0.33265644021348856
83,82,6097,0.3329941390394188
177,176,6091,0.3333315055391303
111,113,6084,0.33366848432492
64,63,6072,0.3340047984582722
192,185,6068,0.33434089104081194
9,10,6068,0.33467698362335163
182,184,6050,0.3350120792272352
51,68,6045,0.33534689789260314
177,35,6040,0.33568143961945546
85,84,6032,0.33601553824468283
159,161,6032,0.3363496368699102
178,181,6014,0.33668273851648134
2,7,6013,0.33701578477534944
106,109,6001,0.33734816638178
199,201,5996,0.337680271049695
201,199,5994,0.33801226494220377
112,117,5989,0.3383439818961969
2,5,5988,0.3386756434624869
118,111,5988,0.33900730502877696
26,29,5987,0.33933891120736387
119,111,5978,0.3396700188966227
176,177,5972,0.3400007942596628
38,84,5962,0.34033101574567165
185,192,5942,0.3406601294776181
109,112,5942,0.34098924320956453
114,25,5938,0.3413181353906985
42,43,5925,0.3416463075316919
110,109,5923,0.341974368897279
110,16,5921,0.3423023194874599
13,46,5914,0.342629882363719
41,39,5913,0.3429573898522749
112,110,5910,0.34328473117772146
10,8,5910,0.34361207250316805
77,76,5887,0.34393813991144284
49,64,5884,0.34426404115660825
15,13,5855,0.34458833615838314
61,51,5847,0.3449121880585331
16,47,5840,0.34523565224476116
13,38,5834,0.3455587841047705
10,1,5832,0.3458818051893736
33,32,5832,0.3462048262739767
183,184,5826,0.3465275150323611
109,106,5824,0.34685009301533926
17,2,5821,0.347172504835208
168,163,5819,0.3474948058796705
25,114,5798,0.3478159437823675
10,9,5792,0.3481367493588458
131,136,5792,0.34845755493532404
153,31,5791,0.3487783051240992
1,16,5784,0.3490986675989525
1,8,5779,0.3494187531352902
113,20,5779,0.34973883867162786
41,78,5776,0.3500587580448562
111,119,5770,0.3503783450918658
181,178,5767,0.350697765975766
110,112,5756,0.3510165775949319
39,41,5747,0.3513348907247697
184,183,5742,0.3516529269160919
18,110,5737,0.3519706861688985
20,113,5735,0.35228833464629883
163,168,5735,0.3526059831236992
136,131,5719,0.35292274539784957
113,118,5719,0.353239507672
76,77,5711,0.35355582684452547
117,112,5708,0.35387197985394153
108,105,5688,0.3541870251092952
18,21,5670,0.3545010733859926
16,18,5669,0.354815066274987
158,162,5658,0.355128449899247
55,16,5654,0.3554416119726945
119,123,5645,0.35575427555681394
111,118,5644,0.35606688375323026
18,16,5638,0.35637915962342787
162,158,5632,0.3566911031674067
161,159,5613,0.3570019943450263
15,55,5596,0.3573119439316928
8,1,5593,0.35762172735524994
82,83,5585,0.3579310676771821
159,158,5571,0.35823963257127056
51,48,5566,0.3585479205268434
47,64,5563,0.3588560423193069
105,108,5562,0.3591641087240673
112,109,5560,0.3594720643534214
48,51,5549,0.3597794107180412
51,53,5537,0.36008609243022355
52,53,5532,0.36039249720389027
110,18,5531,0.3606988465898539
158,159,5524,0.3610048082618957
105,109,5515,0.3613102714446093
158,161,5506,0.3616152361379949
1,153,5504,0.36192009005597425
31,153,5500,0.36222472242314113
16,55,5497,0.36252918862719863
155,154,5494,0.36283348866814674
61,47,5492,0.3631376779336886
153,1,5490,0.36344175642382426
35,1,5489,0.3637457795262568
156,154,5478,0.36404919336395497
143,144,5477,0.36435255181395004
46,13,5477,0.3646559102639451
53,51,5463,0.3649584932860965
110,104,5450,0.36526035626810727
78,40,5439,0.36556160998538373
104,110,5431,0.36586242060103524
16,1,5419,0.3661625665642493
38,13,5413,0.36646238020124455
78,41,5411,0.36676208306283364
15,51,5399,0.36706112127198526
14,46,5383,0.3673592732778869
169,162,5381,0.36765731450838235
30,29,5379,0.36795524496347154
123,119,5369,0.3682526215415295
103,104,5349,0.3685488903655251
16,110,5345,0.3688449376387081
55,15,5340,0.36914070797337556
5,6,5333,0.3694360905941212
53,52,5328,0.3697311962763512
2,15,5294,0.3700244187766751
144,143,5294,0.37031764127699895
166,167,5274,0.3706097560232604
32,33,5264,0.3709013168924906
7,2,5260,0.3711926562109084
104,103,5258,0.3714838847539199
70,67,5232,0.3717736732166503
82,181,5206,0.37206202159909946
15,2,5198,0.37234992687992374
1,10,5198,0.372637832160748
141,143,5197,0.37292568205386906
9,2,5185,0.3732128672945527
47,61,5170,0.3734992217196896
29,30,5163,0.3737851884309046
125,127,5161,0.37407104436671335
56,9,5143,0.3743559033238659
6,5,5129,0.3746399868531748
33,5,5129,0.37492407038248365
20,2,5125,0.37520793236098005
8,47,5118,0.3754914066255546
181,82,5116,0.3757747701147229
8,57,5115,0.3760580782161881
119,117,5115,0.37634138631765324
21,18,5099,0.3766238082158685
16,19,5098,0.3769061747263806
128,127,5096,0.3771884304614865
1,35,5087,0.37747018770726426
151,157,5082,0.3777516680145264
64,49,5080,0.37803303754638234
53,16,5076,0.3783141855274258
162,169,5051,0.3785939488158912
16,53,5042,0.37887321361502857
157,151,5026,0.37915159221091593
2,28,5022,0.3794297492559908
117,119,5003,0.37970685393470643
29,31,5002,0.3799839032257189
13,1,4998,0.3802607309659189
40,78,4997,0.38053750331841574
113,130,4982,0.38081344485536583
4,2,4981,0.38108933100461273
9,56,4974,0.3813648294399378
154,155,4971,0.38164016171215354
57,8,4969,0.381915383208963
154,156,4964,0.38219032776725687
127,128,4944,0.38246416457148835
6,36,4941,0.3827378352126104
155,156,4929,0.383010841201295
79,80,4928,0.3832837918022765
19,17,4919,0.38355624391392995
6,7,4908,0.383828086760849
80,79,4907,0.384099874220065
163,162,4900,0.3843712739653591
148,149,4894,0.3846423413844345
19,16,4870,0.38491207949863493
130,113,4867,0.38518165144972605
106,110,4853,0.38545044797297345
127,125,4851,0.3857191337208146
31,29,4846,0.38598754253014017
50,51,4843,0.3862557851763564
25,139,4843,0.38652402782257256
47,16,4837,0.38679193814257007
66,67,4835,0.3870597376871613
2,9,4832,0.3873273710686431
149,148,4815,0.387594062859172
2,4,4799,0.3878598684464508
109,105,4797,0.3881255632583234
109,16,4791,0.3883909257439773
66,44,4786,0.3886560112911156
143,141,4783,0.38892093067514455
176,179,4777,0.38918551773295473
47,8,4770,0.38944971707684306
179,176,4770,0.38971391642073144
1,13,4769,0.3899780603769166
46,47,4761,0.3902417612314769
167,164,4759,0.3905053513106309
161,158,4757,0.39076883061437867
21,8,4750,0.39103192220420463
19,21,4748,0.3912949030186243
14,1,4747,0.3915578284453408
126,128,4718,0.3918191476286669
44,66,4708,0.3920799129349617
156,155,4702,0.3923403459150378
28,2,4683,0.39259972652875463
64,47,4669,0.3928583317146277
74,77,4668,0.39311688151279767
16,111,4668,0.3933754313109677
5,33,4668,0.39363398110913767
46,1,4662,0.3938921985810889
46,14,4658,0.39415019450222766
128,126,4658,0.39440819042336644
51,50,4650,0.39466574324288023
162,163,4641,0.3949227975730659
36,6,4629,0.3951791872508142
133,128,4620,0.39543507843923437
13,2,4617,0.39569080346454516
1,14,4612,0.39594625155134033
1,25,4600,0.3962010349856981
77,43,4595,0.3964555414815402
198,194,4591,0.3967098264265698
136,128,4585,0.39696377904538077
8,21,4578,0.3972173439502698
150,158,4575,0.3974707426920495
15,56,4574,0.3977240860461261
8,13,4566,0.3979769862985777
25,22,4561,0.39822960961251375
11,15,4560,0.3984821775387466
22,25,4535,0.39873336077240146
38,78,4534,0.3989844886183532
2,20,4524,0.3992350625872737
164,167,4510,0.3994848611283505
139,25,4505,0.3997343827309118
29,1,4483,0.3999826858040043
121,111,4482,0.4002309334893937
25,140,4482,0.40047918117478315
25,1,4448,0.40072554567826646
67,66,4443,0.40097163324323415
48,50,4442,0.40121766542049875
7,6,4438,0.4014634760469508
78,38,4437,0.4017092312856998
15,57,4433,0.4019547649736363
33,1,4432,0.40220024327386966
164,16,4428,0.40244550002329055
128,136,4418,0.4026902028956802
120,117,4414,0.40293468421725737
140,25,4414,0.40317916553883454
15,44,4412,0.40342353608500553
126,123,4410,0.4036677958557702
130,126,4399,0.40391144636180054
126,130,4397,0.4041549860924247
137,136,4395,0.40439841504764257
31,1,4390,0.40464156706434484
16,109,4386,0.40488449753023464
47,63,4381,0.4051271510576088
6,8,4374,0.40536941687106115
15,11,4372,0.40561157190910724
71,72,4371,0.4058536715594502
100,101,4360,0.40609516194505885
1,26,4359,0.40633659694296437
16,54,4358,0.40657797655316674
124,123,4357,0.406819300775666
54,16,4349,0.4070601818965403
1,33,4346,0.40730089685430526
67,70,4340,0.40754127948585145
31,26,4336,0.40778144056658516
47,44,4332,0.4080213800965064
103,16,4325,0.40826093191250584
16,3,4321,0.4085002621776927
101,100,4317,0.40873937089206713
158,150,4307,0.40897792572941033
22,26,4303,0.40921625901594105
2,6,4301,0.40945448152706554
43,77,4296,0.40969242709967446
44,47,4296,0.4099303726722833
1,31,4291,0.4101680413063766
3,16,4290,0.41040565455276673
7,14,4290,0.4106432677991569
77,74,4283,0.4108804933316252
80,84,4282,0.41111766347639034
1,32,4278,0.4113546120703431
42,1,4278,0.41159156066429575
198,195,4271,0.4118281215443266
80,38,4268,0.41206451626124807
123,126,4265,0.4123007448150602
151,30,4262,0.4125368072057629
6,2,4252,0.41277231571943446
110,106,4248,0.41300760268229353
77,1,4247,0.41324283425744945
107,110,4229,0.4134770688539492
32,1,4227,0.41371119267504275
17,19,4225,0.41394520572073
71,69,4222,0.4141790526033079
17,1,4221,0.4144128440981827
47,1,4214,0.4146462478791356
21,3,4213,0.4148795962723854
11,13,4211,0.415112833890229
50,66,4209,0.41534596073266633
56,15,4201,0.4155786444734787
28,29,4195,0.4158109958880723
47,46,4192,0.4160431811395566
111,121,4191,0.4162753110033377
136,137,4191,0.4165074408671189
195,198,4189,0.4167394599554938
147,162,4184,0.41697120210535304
41,84,4177,0.4172025565412905
1,82,4170,0.4174335232633061
51,69,4167,0.41766432382221236
84,80,4167,0.4178951243811186
84,41,4162,0.4181256480015092
127,124,4161,0.4183561162341967
43,1,4156,0.4185863075283686
1,47,4144,0.41881583417010304
30,151,4144,0.4190453608118375
16,103,4139,0.4192746105150563
194,198,4135,0.4195036386674627
84,81,4135,0.41973266681986904
162,147,4133,0.4199615841968692
118,112,4118,0.4201896707583225
38,79,4116,0.4204176465443695
50,48,4115,0.42064556694271343
