zona_o,zona_d,n_viajes,cumsum_viajes
61.0,82.0,1188.6272367802183,0.26386832951897066
20.0,3.0,1188.4473796606685,0.2648528194257103
20.0,21.0,1188.3827398264518,0.2658372557858938
100.0,90.0,1187.16463914879,0.26682068309187507
107.0,100.0,1185.9934302681868,0.26780314018803353
88.0,84.0,1185.8332212593461,0.268785464569732
15.0,41.0,1182.4027981941933,0.26976494724641165
77.0,68.0,1180.5354274818665,0.2707428830244654
6.0,1.0,1177.5222231819882,0.27171832271453844
115.0,109.0,1168.4513651590828,0.2726862482577322
127.0,56.0,1158.3154597860694,0.2736457773866579
4.0,79.0,1155.0843258978273,0.2746026298983814
74.0,57.0,1153.1886870869384,0.2755579120946597
87.0,84.0,1145.4573111704678,0.2765067897486038
109.0,79.0,1143.0203688197025,0.2774536486803153
111.0,94.0,1142.4420491948597,0.2784000285417345
123.0,93.0,1142.3818647295857,0.27934635854735057
71.0,68.0,1141.222366803594,0.2802917280443025
43.0,40.0,1138.2829860083602,0.28123466260742863
77.0,82.0,1127.1027782949243,0.2821683356737165
133.0,36.0,1125.9933759646947,0.28310108972969283
4.0,27.0,1124.8737757992,0.28403291632764166
55.0,56.0,1120.9524568348636,0.2849614945706296
39.0,41.0,1114.2933259726592,0.28588455650112976
95.0,96.0,1113.0822098582648,0.28680661516332295
53.0,54.0,1111.2739098676152,0.28772717586008695
5.0,56.0,1101.7982788406869,0.28863988710279376
25.0,29.0,1101.3882733577489,0.2895522587038248
80.0,77.0,1092.091679690896,0.2904569291623494
46.0,44.0,1088.2424413457097,0.2913584109762909
35.0,73.0,1086.3506186566613,0.29225832563599863
119.0,109.0,1082.1979628352713,0.29315480030516716
122.0,93.0,1081.802594442347,0.2940509474577801
21.0,49.0,1073.7426021798249,0.294940417847781
109.0,77.0,1071.7407158697974,0.2958282299086878
12.0,10.0,1071.0743468067446,0.29671548996062214
25.0,79.0,1066.0739748505969,0.29759860778816777
61.0,59.0,1064.548270459079,0.29848046174774595
119.0,105.0,1062.9829051759398,0.2993610189849383
119.0,102.0,1062.9829051759398,0.30024157622213066
88.0,32.0,1062.0827626771436,0.3011213877963514
64.0,68.0,1058.4973548115254,0.30199822927874004
25.0,57.0,1053.233497545222,0.3028707102699215
59.0,73.0,1053.0322341454207,0.3037430245378731
126.0,14.0,1045.1699235728438,0.3046088257994141
95.0,82.0,1045.1245242316404,0.3054745894529012
122.0,123.0,1041.908839948651,0.30633768928738025
36.0,5.0,1037.0248373708573,0.30719674329591484
15.0,14.0,1036.8930371033198,0.308055688123315
61.0,53.0,1035.6012567917646,0.30891356286153815
133.0,76.0,1034.9694384148484,0.30977091421199876
5.0,6.0,1030.8455204875474,0.31062484937791035
78.0,32.0,1029.1716118280797,0.3114773979059209
57.0,27.0,1028.2496230205559,0.3123291826738436
111.0,91.0,1025.1704113544401,0.31317841667438867
88.0,100.0,1023.0188371737288,0.3140258683469142
4.0,26.0,1018.6148326914931,0.3148696718158792
51.0,56.0,1018.1972675670081,0.3157131293808879
17.0,16.0,1015.6479930744126,0.31655447516959895
20.0,57.0,1014.9094619902826,0.3173952091715278
31.0,30.0,1013.6604056964588,0.3182349084761405
122.0,109.0,1012.5006593071271,0.3190736470662661
43.0,48.0,1009.0487579335598,0.3199095261591018
76.0,75.0,1006.7054538491268,0.3207434640980766
8.0,7.0,1002.2195657016324,0.3215736860024338
95.0,101.0,1001.4273313406203,0.3224032516331137
41.0,31.0,998.1344147438231,0.32323008946683024
5.0,2.0,989.9962401467401,0.32405018577299816
95.0,105.0,988.1363764325363,0.3248687413992118
68.0,69.0,987.6956722097243,0.3256869319534276
109.0,2.0,985.1024974989474,0.3265029743651402
117.0,102.0,984.7339310919241,0.3273187114626134
67.0,69.0,982.811433454227,0.328132855995239
61.0,1.0,981.6139035452059,0.3289460085141427
29.0,32.0,980.9208466217036,0.32975858691629734
97.0,82.0,976.534803653276,0.33056753199390865
60.0,61.0,976.0788629291687,0.33137609937785967
80.0,68.0,975.7325275805217,0.3321843798634079
88.0,82.0,970.1779069418316,0.3329880589942405
109.0,5.0,968.2956692184877,0.3337901789108644
19.0,18.0,967.4481457662143,0.3345915967532537
65.0,73.0,963.2791513628664,0.3353895610704961
20.0,18.0,963.1181524233369,0.33618739201891323
123.0,94.0,961.3616215452527,0.33698376788656703
5.0,35.0,954.756365896656,0.33777467207105777
117.0,105.0,954.4063759172462,0.3385652863297108
18.0,44.0,951.6011798684297,0.3393535768109347
55.0,21.0,949.0760892784581,0.3401397755494008
78.0,82.0,940.1658684163151,0.34091859321012147
83.0,77.0,939.3384118840748,0.341696725419708
57.0,74.0,935.77574942009,0.3424719063793723
26.0,27.0,935.2263981183556,0.34324663226561797
56.0,73.0,932.9948113135852,0.3440195095427263
24.0,3.0,932.2154673771262,0.3447917412243691
3.0,2.0,931.8471479694649,0.34556366779638276
81.0,68.0,930.7011161149082,0.3463346450148003
31.0,4.0,930.1361116882695,0.34710515419301285
77.0,79.0,928.8021248103073,0.3478745583188355
59.0,54.0,927.3185504770825,0.3486427334765255
49.0,56.0,926.193215862428,0.3494099764258664
47.0,44.0,924.5868389871633,0.3501758886795054
36.0,94.0,922.7627729195141,0.3509402899073609
117.0,119.0,919.7356574290376,0.35170218352343835
4.0,5.0,919.5565384859024,0.35246392876038296
101.0,95.0,919.3095362534989,0.35322546938481475
127.0,73.0,914.4826478767553,0.3539830114957497
81.0,82.0,909.9052679705136,0.3547367617818262
94.0,88.0,907.7994914952804,0.3554887676779356
21.0,65.0,906.4772319621412,0.3562396782363911
25.0,78.0,904.4351807660455,0.3569888971938334
90.0,96.0,897.0152099251274,0.3577319695716911
124.0,131.0,895.315799071719,0.35847363418605743
58.0,59.0,895.2573918954263,0.35921525041689695
80.0,82.0,893.460823871965,0.35995537840087244
64.0,54.0,893.3883575576684,0.36069544635496675
25.0,26.0,892.33251616288,0.3614346396677315
45.0,5.0,889.263118675276,0.36217129034301976
88.0,30.0,885.0662856949438,0.36290446443215024
53.0,73.0,880.0150399403458,0.3636334541538893
119.0,92.0,878.9213360127732,0.36436153786961073
119.0,83.0,878.9213360127732,0.3650896215853321
123.0,7.0,878.2274355842621,0.36581713048555903
88.0,85.0,873.3462079926605,0.36654059585859355
126.0,123.0,873.28720564748,0.36726401235507344
25.0,94.0,871.4109358500823,0.36798587458107446
87.0,83.0,870.4220722156296,0.36870691764900093
60.0,66.0,865.7868858791426,0.36942412100619026
69.0,68.0,861.6163456751378,0.37013786955771744
36.0,69.0,859.4626267259196,0.37084983400453475
64.0,63.0,857.2338277577379,0.3715599521516119
127.0,57.0,856.5572857271968,0.3722695098626007
105.0,94.0,854.9786071091601,0.37297775982266007
71.0,57.0,854.3537813813628,0.37368549218755026
115.0,5.0,854.0735690859767,0.3743929924292676
16.0,1.0,853.4452577391862,0.37509997218838736
35.0,18.0,852.4756080373392,0.37580614870593254
88.0,101.0,851.424147079386,0.3765114542108287
101.0,68.0,851.3318715955678,0.37721668327625935
70.0,68.0,851.0845804423652,0.37792170748984
31.0,36.0,850.3769763065554,0.37862614553600454
88.0,102.0,846.8771725920766,0.37932768440338227
111.0,101.0,846.8365751802187,0.38002918964054383
9.0,10.0,844.1131112446508,0.38072843880579016
82.0,83.0,836.8960598968966,0.38142170948656184
57.0,5.0,832.2565813605394,0.38211113690100995
61.0,74.0,829.4750574391234,0.3827982601476229
83.0,28.0,829.2821352495043,0.3834852235807248
49.0,57.0,827.3095738429189,0.3841705529769914
61.0,24.0,826.6892028915194,0.38485536846835094
117.0,72.0,826.3514823045156,0.38553990419763196
109.0,91.0,824.8639594648145,0.3862232076879037
78.0,77.0,823.8867175196111,0.3869057016473136
61.0,6.0,823.3581139728637,0.3875877577203977
21.0,29.0,822.7731092380561,0.3882693291853564
31.0,32.0,819.9731276269357,0.3889485811924389
109.0,59.0,818.3857497296589,0.38962651824225464
65.0,57.0,817.5972580286748,0.39030380211874993
65.0,79.0,817.3891454959044,0.3909809135983082
97.0,102.0,809.2082473902706,0.3916512481588789
58.0,74.0,794.9790786644983,0.3923097955143688
133.0,83.0,794.693969451251,0.392968106690161
44.0,43.0,793.6995937142907,0.3936255941417452
12.0,13.0,789.8925254465172,0.3942799278817323
122.0,79.0,789.4731843113075,0.3949339142465455
50.0,19.0,787.4815938305665,0.39558625081115706
27.0,26.0,785.9172936048413,0.39623729153565845
46.0,45.0,785.5104050623593,0.39688799520050533
46.0,18.0,785.5104050623593,0.39753869886535215
78.0,30.0,780.085339570386,0.3981849084967974
59.0,83.0,779.8165049018344,0.39883089543010536
111.0,112.0,778.379334507653,0.39947569183552656
123.0,35.0,775.9704182742737,0.4001184927350815
8.0,37.0,768.9590455057291,0.40075548553085233
59.0,7.0,764.8462288602842,0.40138907133819013
71.0,103.0,764.002023567357,0.4020219578200009
78.0,27.0,763.6924868095982,0.40265458788674535
122.0,76.0,763.4941266412386,0.40328705363524814
45.0,27.0,762.0146420823132,0.40391829380351885
2.0,7.0,761.2494803378539,0.40454890012461436
56.0,27.0,759.533370992338,0.4051780848494672
75.0,57.0,755.4623821355958,0.4058038972353268
112.0,115.0,755.232495758823,0.40642951918716164
21.0,24.0,755.1799552860059,0.4070550976153487
57.0,73.0,754.6084292850809,0.40768020260096777
45.0,9.0,753.8160418377696,0.4083046511860954
2.0,6.0,750.9493910924537,0.4089267250857525
25.0,4.0,747.9357333601797,0.409546302521813
3.0,20.0,747.8988326144536,0.4101658493899138
101.0,82.0,746.6574313730491,0.4107843679020155
84.0,88.0,744.466850725608,0.41140107177379387
55.0,54.0,744.2326824848723,0.4120175816645232
64.0,31.0,743.0109070152481,0.41263307945691413
31.0,2.0,740.1215201738653,0.4132461837296334
29.0,79.0,737.6078928829618,0.4138572057555998
18.0,16.0,736.8822380151964,0.4144676266612261
42.0,14.0,732.5774114695367,0.41507448152063364
22.0,20.0,732.436023524431,0.4156812192566352
6.0,26.0,731.626502886028,0.4162872863992967
69.0,65.0,728.729218913286,0.41689095348043514
20.0,24.0,727.3561319006834,0.417493483119287
45.0,17.0,726.7444082700914,0.41809550601652773
133.0,32.0,725.3111920838802,0.41869634166148134
109.0,74.0,724.6623084803316,0.41929663978212445
47.0,20.0,724.1401787939258,0.4198965053792793
61.0,3.0,723.5701785341488,0.42049589879776456
82.0,80.0,723.3352577897663,0.42109509761183933
74.0,29.0,722.1687315522036,0.42169333009511434
66.0,65.0,720.8741164527314,0.4222904901409215
124.0,37.0,719.6689512785915,0.422886651848081
117.0,86.0,717.9691446437661,0.4234814054638903
117.0,100.0,717.9691446437661,0.4240761590796996
36.0,76.0,717.3297024762701,0.4246703829923259
105.0,100.0,715.5059836000524,0.4252630961667764
58.0,2.0,714.7679986268704,0.4258551980068339
36.0,1.0,714.7511795028394,0.42644728591421077
71.0,64.0,714.3474464435083,0.42703903937588245
123.0,122.0,713.2419116940181,0.42762987703108174
123.0,56.0,713.2419116940181,0.428220714686281
68.0,29.0,711.7833611481282,0.42881034410263397
18.0,1.0,711.440663960293,0.42939968963437564
59.0,68.0,710.1106249935525,0.42998793338411095
59.0,78.0,710.1106249935525,0.4305761771338463
90.0,24.0,709.6681284861866,0.4311640543268853
28.0,25.0,709.4782755992651,0.43175177424897215
18.0,43.0,707.7646220967995,0.43233807460919566
123.0,36.0,706.3469800680544,0.43292320061850337
123.0,133.0,706.3469800680544,0.433508326627811
123.0,54.0,706.3469800680544,0.43409345263711874
123.0,8.0,706.3469800680544,0.4346785786464264
7.0,12.0,705.4897309176262,0.435262994524894
6.0,37.0,703.5000110377023,0.43584576215273424
74.0,68.0,701.303747368923,0.4364267104325315
88.0,29.0,700.310280423223,0.43700683574094823
81.0,69.0,699.7756516494139,0.437586518171842
122.0,5.0,698.1678283263518,0.43816486870882065
71.0,82.0,696.2890212571356,0.4387416628734869
60.0,64.0,695.47173816271,0.43931778001452465
67.0,73.0,694.0098710556159,0.43989268616933225
31.0,5.0,693.9222807908992,0.44046751976583143
133.0,7.0,693.7228697437309,0.4410421881735586
88.0,1.0,691.3863613547036,0.4416149210568652
18.0,5.0,691.0384434453995,0.44218736573080203
36.0,82.0,690.4620361596255,0.44275933291859637
60.0,1.0,689.4374641981581,0.44333045136813604
89.0,100.0,687.3690999906984,0.4438998564194045
19.0,1.0,686.9466823947371,0.44446891154701057
57.0,79.0,686.7104575382288,0.4450377709899015
104.0,107.0,680.5302204205793,0.4456015108278627
133.0,56.0,679.799223308957,0.44616464512005843
111.0,36.0,679.717826606602,0.44672771198458905
30.0,32.0,677.4216659274753,0.4472888767480663
24.0,1.0,675.911184990633,0.447848790254431
36.0,7.0,673.8620034369112,0.4484070062531135
3.0,21.0,673.7657134099386,0.4489651424867504
68.0,82.0,673.5018342945926,0.44952306012734716
105.0,97.0,671.2212783164674,0.4500790885935634
117.0,112.0,671.1322454723332,0.45063504330646253
101.0,5.0,670.207781526492,0.4511902322089107
4.0,32.0,670.1668201862352,0.4517453871796705
12.0,11.0,670.1656128011804,0.4523005411502528
122.0,27.0,668.7596476848279,0.45285453044287804
88.0,83.0,667.9276321275798,0.4534078305077491
112.0,90.0,667.4875875233935,0.45396076604703933
21.0,22.0,666.4857396640605,0.4545128716723406
100.0,94.0,665.7924418132723,0.4550644029813127
30.0,68.0,664.9612103150474,0.455615245712032
67.0,65.0,663.2738936449084,0.4561646906978788
55.0,57.0,662.5525984324178,0.45671353817485083
4.0,30.0,660.2955003217749,0.457260515909547
59.0,1.0,660.260750673611,0.45780746485821655
59.0,29.0,660.260750673611,0.45835441380688613
119.0,103.0,659.9130827209858,0.458901074753246
41.0,1.0,656.7941857092071,0.4594451520575526
88.0,90.0,655.3014871963302,0.45998799283540887
82.0,81.0,655.0415852570418,0.46053061831485115
36.0,73.0,654.7388646054035,0.4610729930255752
100.0,95.0,654.6597377511465,0.46161530218893826
75.0,5.0,650.3096648415353,0.46215400782475236
123.0,107.0,649.2467477090916,0.46269183295781435
36.0,6.0,649.1623793996853,0.46322958820158167
115.0,119.0,647.1595350574182,0.4637656843226369
123.0,19.0,646.6985441400168,0.4643013985665361
97.0,83.0,643.1169853077439,0.46483414590707817
4.0,53.0,643.1065943482638,0.46536688463992326
27.0,77.0,642.0606250716903,0.4658987569093362
34.0,30.0,640.4760086756299,0.4664293165090638
89.0,87.0,640.4750206246541,0.46695987529030647
26.0,24.0,640.0088428687263,0.4674900478977031
39.0,43.0,638.1253091481369,0.46801866021730854
78.0,81.0,638.123766205081,0.4685472712587658
84.0,5.0,636.169564281222,0.46907426347207576
57.0,62.0,635.3559745111943,0.46960058172124525
95.0,83.0,633.7703671615935,0.47012558647983993
78.0,76.0,632.2406342628507,0.47064932403331927
22.0,24.0,632.1824435699052,0.4711730133826031
46.0,30.0,629.2827427128864,0.47169430066825735
87.0,79.0,629.2117316729659,0.4722155291295554
12.0,14.0,626.7501379590169,0.47273471844784437
64.0,60.0,625.5331186743348,0.4732528996077389
111.0,89.0,625.4518114967277,0.47377101341412925
88.0,74.0,625.3618814917592,0.4742890527240094
51.0,1.0,623.6429656850772,0.47480566811282154
89.0,96.0,623.524932760293,0.4753221857251354
83.0,82.0,623.4597474103012,0.475838649338997
48.0,18.0,622.2027237257955,0.4763540716554893
27.0,4.0,619.4193227081779,0.47686718824919144
26.0,28.0,617.0565736242437,0.4773783475811207
76.0,68.0,616.6901292935436,0.47788920335670315
42.0,38.0,614.8578346041693,0.47839854129004983
46.0,47.0,614.6315783921841,0.4789076917965396
59.0,22.0,614.347240074984,0.47941660676192904
58.0,56.0,612.1255856532707,0.47992368134600083
22.0,56.0,610.6727490614892,0.4804295524245703
84.0,34.0,610.5674002056732,0.4809353362339118
59.0,31.0,606.687779101092,0.4814379062301012
59.0,36.0,606.687779101092,0.4819404762262905
59.0,45.0,606.687779101092,0.48244304622247985
59.0,77.0,606.687779101092,0.4829456162186692
59.0,48.0,606.687779101092,0.4834481862148585
59.0,79.0,606.687779101092,0.4839507562110479
59.0,82.0,606.687779101092,0.48445332620723724
7.0,13.0,605.0477102578977,0.48495453759786267
70.0,69.0,604.9129230798784,0.48545563733304703
122.0,96.0,603.3343390734549,0.4859554293956766
57.0,4.0,602.5378110358076,0.4864545616278189
4.0,1.0,601.5880441661161,0.4869529070889918
80.0,1.0,601.1662744452392,0.4874509031631913
126.0,30.0,598.6522018728647,0.4879468166217742
12.0,7.0,598.2567597158553,0.48844240250269655
88.0,78.0,597.6536746639114,0.48893748879806154
90.0,100.0,596.5715295135008,0.48943167866250625
12.0,42.0,595.4971451320498,0.48992497852492184
83.0,80.0,595.3174894576658,0.49041812956358544
123.0,39.0,594.4202189278949,0.4909105373183685
123.0,29.0,594.4202189278949,0.49140294507315146
126.0,19.0,593.9978694243691,0.4918950029606788
95.0,100.0,593.658970996468,0.4923867801104238
101.0,100.0,593.6567507904332,0.49287855542098735
58.0,54.0,592.5155127155716,0.4933693853490416
55.0,59.0,589.6400898313432,0.4938578333249324
31.0,81.0,588.646635629824,0.49434545833999977
16.0,7.0,587.1766930568251,0.49483186567925636
101.0,97.0,584.3177343281629,0.49531590470498027
64.0,23.0,583.8172120257983,0.49579952910641095
30.0,82.0,583.7353916652223,0.4962830857292252
68.0,73.0,583.2546847950359,0.4967662441425184
6.0,10.0,580.6344421348572,0.49724723199067233
105.0,82.0,578.0957427199147,0.4977261168227458
20.0,27.0,577.706544359191,0.49820467924941503
21.0,20.0,576.4936818036922,0.4986822369610547
48.0,43.0,576.452513340795,0.49915976056942907
27.0,25.0,576.3909201149808,0.4996372331550067
100.0,93.0,575.2758920348545,0.5001137820699958
95.0,93.0,573.824305561652,0.5005891285150598
84.0,85.0,573.731543365871,0.5010643981174743
31.0,79.0,573.7246917354425,0.5015396620441128
35.0,27.0,573.6047314999242,0.5020148265977012
109.0,107.0,571.7245552781384,0.5024884336447942
42.0,39.0,571.7143927889698,0.5029620322734514
105.0,102.0,570.3867668637952,0.5034345311190255
59.0,64.0,570.0237512880117,0.5039067292485759
3.0,18.0,569.9649459421494,0.5043788786647626
115.0,37.0,568.9192986375054,0.5048501618842334
48.0,73.0,566.8282276442349,0.5053197128955118
59.0,23.0,566.115942971717,0.5057886738620959
5.0,61.0,565.4544062325813,0.5062570868227239
76.0,57.0,565.2126236851486,0.5067252994947387
78.0,68.0,564.9474462185217,0.5071932924981809
69.0,73.0,564.7041409752729,0.5076610839516342
87.0,77.0,561.8234571170233,0.5081264890948213
3.0,74.0,561.0711032000372,0.5085912710006231
27.0,28.0,560.2462381776679,0.509055369602054
71.0,81.0,558.7625684080235,0.5095182391562942
3.0,1.0,558.6589306519112,0.5099810228587531
71.0,66.0,556.6464917100969,0.5104421394904941
97.0,103.0,554.7983713313918,0.5109017251702634
122.0,66.0,554.5615235544923,0.5113611146493007
79.0,31.0,553.8299007179171,0.5118198980642324
43.0,1.0,553.5119411355923,0.512278418086771
61.0,19.0,552.4754541698187,0.5127360795008649
47.0,45.0,551.5779684868832,0.5131929974528489
124.0,133.0,551.5699893350875,0.5136499087950371
124.0,32.0,551.5699893350875,0.5141068201372254
124.0,94.0,551.5699893350875,0.5145637314794138
124.0,91.0,551.5699893350875,0.5150206428216021
124.0,30.0,551.5699893350875,0.5154775541637904
124.0,102.0,551.5699893350875,0.5159344655059787
