nform,nnper,nvj,IDPERV,origen,proposito,VF5,VF6,tiempoviaje,modoprincipal,codsegorigen,codsegproposito,wcal0_x,LATITUD_ORIGEN,LONGITUD_ORIGEN,LATITUD_DESTINO,LONGITUD_DESTINO,PICO_HABIL,Intra_Inter,publico_privado,motorizado,duracion,distancia_manhattan,idviaje,IDPER,SEXO,INSE,INSE_RecF,wcal0_y,E10,EDAD,codseghogar,CODSEG,CODLOC,NOMBLOC
2612,1,2,26120102,2,Regreso al hogar/hogar,17.0,"17,2",20.0,Bus de la empresa,1606409,1606315.0,86.75923587,6154049.031937752,553352.5253416036,6158600.938011131,537240.5423354157,No,Inter,Privado,Motorizado,20.0,20663.88907956716,261212,261201,Masculino,27,B+,86.75923587, ,30,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2613,1,1,26130101,1,Dejar/recoger niños,7.5,"7,55",5.0,Moto conductor,1606315,1606314.0,118.8498146,6158600.938011131,537240.5423354157,6154049.031937752,553352.5253416036,Si,Inter,Privado,Otro,5.0,20663.88907956716,261311,261301,Masculino,27,B+,118.8498146, ,39,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2613,1,2,26130102,11,Ir a comer,8.0,"8,05",5.0,Moto conductor,1606314,1606315.0,118.8498146,6154049.031937752,553352.5253416036,6154365.474333585,552730.3871350334,Si,Inter,Privado,Otro,5.0,938.5806024034973,261312,261301,Masculino,27,B+,118.8498146, ,39,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2613,1,3,26130103,10,Dejar/recoger niños,11.55,12,5.0,Moto conductor,1606315,1606314.0,118.8498146,6154365.474333585,552730.3871350334,6154049.031937752,553352.5253416036,No,Inter,Privado,Otro,5.0,938.5806024034973,261313,261301,Masculino,27,B+,118.8498146, ,39,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2613,1,4,26130104,11,Regreso al hogar/hogar,12.05,"12,15",10.0,Moto conductor,1606314,1606315.0,118.8498146,6154049.031937752,553352.5253416036,6154365.474333585,552730.3871350334,No,Inter,Privado,Otro,10.0,938.5806024034973,261314,261301,Masculino,27,B+,118.8498146, ,39,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2613,2,1,26130201,1,Trabajo,4.5,"6,3",100.0,Bus,1606315,123003.0,118.8498146,6154365.474333585,552730.3871350334,6154049.031937752,553352.5253416036,No,Inter,Público,Motorizado,100.0,938.5806024034973,261321,261302,Femenino,27,B+,118.8498146, ,31,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2613,2,2,26130202,2,Regreso al hogar/hogar,15.25,"16,3",65.0,Bus,123003,1606315.0,118.8498146,6154049.031937752,553352.5253416036,6138547.759369361,576180.9350429475,No,Inter,Público,Motorizado,65.0,38329.68226973468,261322,261302,Femenino,27,B+,118.8498146, ,31,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2613,3,1,26130301,1,Estudios,7.0,"7,15",15.0,A pie hasta 10 cuadras,1606315,1606314.0,118.8498146,6138547.759369361,576180.9350429475,6154049.031937752,553352.5253416036,Si,Inter,Privado,No Motorizado,15.0,38329.68226973468,261331,261303,Masculino,27,B+,118.8498146, ,13,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2613,3,2,26130302,5,Regreso al hogar/hogar,14.0,"14,2",20.0,A pie hasta 10 cuadras,1606314,1606315.0,118.8498146,6154049.031937752,553352.5253416036,6154365.474333585,552730.3871350334,No,Inter,Privado,No Motorizado,20.0,938.5806024034973,261332,261303,Masculino,27,B+,118.8498146, ,13,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2613,4,1,26130401,1,Estudios,7.5,"7,55",5.0,Moto pasajero,1606315,1606314.0,118.8498146,6154365.474333585,552730.3871350334,6154049.031937752,553352.5253416036,Si,Inter,Privado,Motorizado,5.0,938.5806024034973,261341,261304,Femenino,27,B+,118.8498146, ,8,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2613,4,2,26130402,5,Regreso al hogar/hogar,12.05,"12,15",10.0,Moto pasajero,1606314,1606315.0,118.8498146,6154049.031937752,553352.5253416036,6154365.474333585,552730.3871350334,No,Inter,Privado,Motorizado,10.0,938.5806024034973,261342,261304,Femenino,27,B+,118.8498146, ,8,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2614,1,1,26140101,1,Compras (hogar),15.0,"15,15",15.0,Auto conductor,1606315,1606311.0,77.01064324,6154365.474333585,552730.3871350334,6154049.031937752,553352.5253416036,No,Inter,Privado,Motorizado,15.0,938.5806024034973,261411,261401,Masculino,55,A-,77.01064324, ,61,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2614,1,2,26140102,6,Regreso al hogar/hogar,16.0,"16,15",15.0,Auto conductor,1606311,1606315.0,77.01064324,6154049.031937752,553352.5253416036,6154710.251831355,549373.0089014597,No,Inter,Privado,Motorizado,15.0,4640.736333746463,261412,261401,Masculino,55,A-,77.01064324, ,61,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2614,2,1,26140201,1,Entretenimiento / ocio,16.0,"16,45",45.0,Auto conductor,1606315,105103.0,77.01064324,6154710.251831355,549373.0089014597,6154049.031937752,553352.5253416036,No,Inter,Privado,Motorizado,45.0,4640.736333746463,261421,261402,Femenino,55,A-,77.01064324,3,58,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2614,2,2,26140202,15,Regreso al hogar/hogar,23.0,"23,4",40.0,Auto conductor,105103,1606315.0,77.01064324,6154049.031937752,553352.5253416036,6136619.906150557,573807.08760529,No,Inter,Privado,Motorizado,40.0,37883.68805088126,261422,261402,Femenino,55,A-,77.01064324,3,58,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2616,1,1,26160101,1,Compras (hogar),10.0,"10,15",15.0,Moto conductor,1606115,1606115.0,102.8224167,6136619.906150557,573807.08760529,6154049.031937752,553352.5253416036,No,Intra,Privado,Otro,15.0,37883.68805088126,261611,261601,Femenino,35,M-,102.8224167,4,65,1606115,1606115,16521,DELTA DEL TIGRE Y VILLAS
2616,1,2,26160102,6,Regreso al hogar/hogar,11.0,"11,15",15.0,Moto conductor,1606115,1606115.0,102.8224167,6153014.576432164,553592.5918530711,6153014.576432164,553592.5918530711,No,Intra,Privado,Otro,15.0,0.0,261612,261601,Femenino,35,M-,102.8224167,4,65,1606115,1606115,16521,DELTA DEL TIGRE Y VILLAS
2617,1,1,26170101,1,Estudios,13.3,"13,45",15.0,Auto conductor,1606115,1606115.0,90.85849097,6153014.576432164,553592.5918530711,6153014.576432164,553592.5918530711,No,Intra,Privado,Motorizado,15.0,0.0,261711,261701,Masculino,51,A-,90.85849097, ,51,1606115,1606115,16521,DELTA DEL TIGRE Y VILLAS
2617,1,2,26170102,5,Regreso al hogar/hogar,17.3,18,30.0,Auto conductor,1606115,1606115.0,90.85849097,6153014.576432164,553592.5918530711,6153014.576432164,553592.5918530711,No,Intra,Privado,Motorizado,30.0,0.0,261712,261701,Masculino,51,A-,90.85849097, ,51,1606115,1606115,16521,DELTA DEL TIGRE Y VILLAS
2617,2,1,26170201,1,Trabajo,11.0,"11,5",50.0,Bus,1606115,104001.0,90.85849097,6153014.576432164,553592.5918530711,6153014.576432164,553592.5918530711,No,Inter,Público,Motorizado,50.0,0.0,261721,261702,Femenino,51,A-,90.85849097, ,62,1606115,1606115,16521,DELTA DEL TIGRE Y VILLAS
2617,2,2,26170202,2,Regreso al hogar/hogar,18.0,"19,3",90.0,Bus,104001,1606115.0,90.85849097,6153014.576432164,553592.5918530711,6136944.556842688,573065.6738837393,No,Inter,Público,Motorizado,90.0,35543.10162014444,261722,261702,Femenino,51,A-,90.85849097, ,62,1606115,1606115,16521,DELTA DEL TIGRE Y VILLAS
2617,3,1,26170301,1,Estudios,7.5,"9,3",100.0,Bus,1606115,115214.0,90.85849097,6136944.556842688,573065.6738837393,6153014.576432164,553592.5918530711,Si,Inter,Público,Motorizado,100.0,35543.10162014444,261731,261703,Femenino,51,A-,90.85849097,2,20,1606115,1606115,16521,DELTA DEL TIGRE Y VILLAS
2617,3,2,26170302,5,Regreso al hogar/hogar,11.3,"12,45",75.0,Bus,115214,1606115.0,90.85849097,6153014.576432164,553592.5918530711,6136229.980651208,575535.2440520765,No,Inter,Público,Motorizado,75.0,38727.24797996099,261732,261703,Femenino,51,A-,90.85849097,2,20,1606115,1606115,16521,DELTA DEL TIGRE Y VILLAS
2618,2,1,26180201,2,Regreso al hogar/hogar,6.05,"7,3",85.0,Bus,115204,1606315.0,106.2949683,6136229.980651208,575535.2440520765,6153014.576432164,553592.5918530711,No,Inter,Público,Motorizado,85.0,38727.24797996099,261821,261802,Femenino,16,B-,106.2949683, ,23,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2618,2,2,26180202,1,Trabajo,20.0,"21,3",90.0,Bus,1606315,115204.0,106.2949683,6137859.8984539155,575270.2003827586,6154049.031937752,553352.5253416036,No,Inter,Público,Motorizado,90.0,38106.8085249915,261822,261802,Femenino,16,B-,106.2949683, ,23,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2618,3,1,26180301,1,Estudios,7.0,"7,45",45.0,Bus escolar,1606315,1606110.0,106.2949683,6154049.031937752,553352.5253416036,6137859.8984539155,575270.2003827586,Si,Inter,Privado,Motorizado,45.0,38106.8085249915,261831,261803,Femenino,16,B-,106.2949683, ,4,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2618,3,2,26180302,5,Regreso al hogar/hogar,12.0,"12,3",30.0,Bus escolar,1606110,1606315.0,106.2949683,6154049.031937752,553352.5253416036,6155532.175053974,550685.9973136781,No,Inter,Privado,Motorizado,30.0,4149.671144147171,261832,261803,Femenino,16,B-,106.2949683, ,4,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2619,1,1,26190101,1,Trabajo,9.3,"9,5",20.0,Bus de la empresa,1606315,116035.0,106.0265704,6155532.175053974,550685.9973136781,6154049.031937752,553352.5253416036,No,Inter,Privado,Motorizado,20.0,4149.671144147171,261911,261901,Masculino,21,B-,106.0265704, ,22,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2619,1,2,26190102,2,Regreso al hogar/hogar,17.3,"17,5",20.0,Bus de la empresa,116035,1606315.0,106.0265704,6154049.031937752,553352.5253416036,6147764.216559059,558167.1821063507,No,Inter,Privado,Motorizado,20.0,11099.472143440042,261912,261901,Masculino,21,B-,106.0265704, ,22,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2620,1,1,26200101,1,Visitar a alguien,16.0,"16,15",15.0,Auto conductor,1606315,1606016.0,90.7334031,6147764.216559059,558167.1821063507,6154049.031937752,553352.5253416036,No,Inter,Privado,Motorizado,15.0,11099.472143440042,262011,262001,Masculino,42,M,90.7334031, ,48,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2620,1,2,26200102,13,Regreso al hogar/hogar,18.0,"18,15",15.0,Auto conductor,1606016,1606315.0,90.7334031,6154049.031937752,553352.5253416036,6151728.388649659,556562.9824370041,No,Inter,Privado,Motorizado,15.0,5531.100383493234,262012,262001,Masculino,42,M,90.7334031, ,48,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2620,2,1,26200201,1,Compras (hogar),10.0,"10,1",10.0,Bicicleta,1606315,1606315.0,90.7334031,6151728.388649659,556562.9824370041,6154049.031937752,553352.5253416036,No,Intra,Privado,No Motorizado,10.0,5531.100383493234,262021,262002,Femenino,42,M,90.7334031,1,46,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2620,2,2,26200202,6,Regreso al hogar/hogar,10.4,"10,5",10.0,Bicicleta,1606315,1606315.0,90.7334031,6154049.031937752,553352.5253416036,6154049.031937752,553352.5253416036,No,Intra,Privado,No Motorizado,10.0,0.0,262022,262002,Femenino,42,M,90.7334031,1,46,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2620,3,1,26200301,1,Trabajo,7.0,"8,3",90.0,Bus,1606315,112229.0,90.7334031,6154049.031937752,553352.5253416036,6154049.031937752,553352.5253416036,Si,Inter,Público,Motorizado,90.0,0.0,262031,262003,Femenino,42,M,90.7334031, ,21,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2620,3,2,26200302,2,Estudios,18.0,19,60.0,Bus,112229,106103.0,90.7334031,6154049.031937752,553352.5253416036,6139786.584693059,574593.3754802953,No,Inter,Público,Motorizado,60.0,35503.29738338431,262032,262003,Femenino,42,M,90.7334031, ,21,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2620,3,3,26200303,5,Regreso al hogar/hogar,20.3,22,90.0,Bus,106103,1606315.0,90.7334031,6139786.584693059,574593.3754802953,6137245.8404646255,573754.7131743344,No,Inter,Público,Motorizado,90.0,3379.406534394715,262033,262003,Femenino,42,M,90.7334031, ,21,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2622,1,1,26220101,1,Tramites trabajo,9.0,"9,3",30.0,Auto conductor,1606315,116037.0,99.05598477,6137245.8404646255,573754.7131743344,6154049.031937752,553352.5253416036,Si,Inter,Privado,Motorizado,30.0,37205.379305857234,262211,262201,Masculino,28,B+,99.05598477, ,63,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2622,1,2,26220102,3,Regreso al hogar/hogar,11.3,12,30.0,Auto conductor,116037,1606315.0,99.05598477,6154049.031937752,553352.5253416036,6144085.545499341,559745.9324593538,No,Inter,Privado,Motorizado,30.0,16356.89355616155,262212,262201,Masculino,28,B+,99.05598477, ,63,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2622,3,1,26220301,1,Estudios,7.0,8,60.0,Bus,1606315,1606409.0,99.05598477,6144085.545499341,559745.9324593538,6154049.031937752,553352.5253416036,Si,Inter,Público,Motorizado,60.0,16356.89355616155,262231,262203,Femenino,28,B+,99.05598477,2,16,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2622,3,2,26220302,5,Regreso al hogar/hogar,18.0,19,60.0,Bus,1606409,1606315.0,99.05598477,6154049.031937752,553352.5253416036,6158600.938011131,537240.5423354157,No,Inter,Público,Motorizado,60.0,20663.88907956716,262232,262203,Femenino,28,B+,99.05598477,2,16,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2622,4,1,26220401,1,Estudios,7.0,"7,2",20.0,A pie hasta 10 cuadras,1606315,1606314.0,99.05598477,6158600.938011131,537240.5423354157,6154049.031937752,553352.5253416036,Si,Inter,Privado,No Motorizado,20.0,20663.88907956716,262241,262204,Masculino,28,B+,99.05598477,2,15,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2622,4,2,26220402,5,Regreso al hogar/hogar,13.0,14,60.0,A pie hasta 10 cuadras,1606314,1606315.0,99.05598477,6154049.031937752,553352.5253416036,6154365.474333585,552730.3871350334,No,Inter,Privado,No Motorizado,60.0,938.5806024034973,262242,262204,Masculino,28,B+,99.05598477,2,15,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2622,5,1,26220501,1,Estudios,8.0,"8,1",10.0,Bus,1606315,1606314.0,99.05598477,6154365.474333585,552730.3871350334,6154049.031937752,553352.5253416036,Si,Inter,Público,Motorizado,10.0,938.5806024034973,262251,262205,Masculino,28,B+,99.05598477, ,12,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2622,5,2,26220502,5,Regreso al hogar/hogar,12.0,"12,15",15.0,A pie hasta 10 cuadras,1606314,1606315.0,99.05598477,6154049.031937752,553352.5253416036,6154365.474333585,552730.3871350334,No,Inter,Privado,No Motorizado,15.0,938.5806024034973,262252,262205,Masculino,28,B+,99.05598477, ,12,1606315,1606315,16521,DELTA DEL TIGRE Y VILLAS
2623,1,1,26230101,1,Trabajo,14.0,"14,25",25.0,Moto conductor,1606019,1606409.0,86.28288195,6154365.474333585,552730.3871350334,6154049.031937752,553352.5253416036,No,Inter,Privado,Otro,25.0,938.5806024034973,262311,262301,Masculino,36,M-,86.28288195, ,64,1606019,1606019,16829,SAFICI (PARQUE POSTEL)
2623,1,2,26230102,2,Regreso al hogar/hogar,23.0,"23,15",15.0,Moto conductor,1606409,1606019.0,86.28288195,6154861.407094476,553377.2625675454,6158600.938011131,537240.5423354157,No,Inter,Privado,Otro,15.0,19876.251148785115,262312,262301,Masculino,36,M-,86.28288195, ,64,1606019,1606019,16829,SAFICI (PARQUE POSTEL)
2623,2,1,26230201,1,Otro,8.3,"9,1",40.0,Auto pasajero,1606019,117341.0,86.28288195,6158600.938011131,537240.5423354157,6154861.407094476,553377.2625675454,Si,Inter,Privado,Motorizado,40.0,19876.251148785115,262321,262302,Femenino,36,M-,86.28288195, ,61,1606019,1606019,16829,SAFICI (PARQUE POSTEL)
2623,2,2,26230202,16,Regreso al hogar/hogar,18.1,19,50.0,Auto pasajero,117341,1606019.0,86.28288195,6154861.407094476,553377.2625675454,6148270.995816401,577524.2424616292,No,Inter,Privado,Motorizado,50.0,30737.391172158415,262322,262302,Femenino,36,M-,86.28288195, ,61,1606019,1606019,16829,SAFICI (PARQUE POSTEL)
2623,3,1,26230301,1,Otro,8.3,"9,1",40.0,Auto conductor,1606019,117341.0,86.28288195,6148270.995816401,577524.2424616292,6154861.407094476,553377.2625675454,Si,Inter,Privado,Motorizado,40.0,30737.391172158415,262331,262303,Masculino,36,M-,86.28288195,1,21,1606019,1606019,16829,SAFICI (PARQUE POSTEL)
2623,3,2,26230302,16,Regreso al hogar/hogar,18.1,19,50.0,Auto conductor,117341,1606019.0,86.28288195,6154861.407094476,553377.2625675454,6148270.995816401,577524.2424616292,No,Inter,Privado,Motorizado,50.0,30737.391172158415,262332,262303,Masculino,36,M-,86.28288195,1,21,1606019,1606019,16829,SAFICI (PARQUE POSTEL)
2623,4,1,26230401,1,Otro,8.3,"9,1",40.0,Auto pasajero,1606019,117341.0,86.28288195,6148270.995816401,577524.2424616292,6154861.407094476,553377.2625675454,Si,Inter,Privado,Motorizado,40.0,30737.391172158415,262341,262304,Masculino,36,M-,86.28288195,6,18,1606019,1606019,16829,SAFICI (PARQUE POSTEL)
2623,4,2,26230402,16,Regreso al hogar/hogar,18.1,19,50.0,Auto pasajero,117341,1606019.0,86.28288195,6154861.407094476,553377.2625675454,6148270.995816401,577524.2424616292,No,Inter,Privado,Motorizado,50.0,30737.391172158415,262342,262304,Masculino,36,M-,86.28288195,6,18,1606019,1606019,16829,SAFICI (PARQUE POSTEL)
2623,5,1,26230501,1,Otro,8.3,"9,1",40.0,Auto pasajero,1606019,117341.0,86.28288195,6148270.995816401,577524.2424616292,6154861.407094476,553377.2625675454,Si,Inter,Privado,Motorizado,40.0,30737.391172158415,262351,262305,Femenino,36,M-,86.28288195,1,22,1606019,1606019,16829,SAFICI (PARQUE POSTEL)
2623,5,2,26230502,16,Regreso al hogar/hogar,18.1,19,50.0,Auto pasajero,117341,1606019.0,86.28288195,6154861.407094476,553377.2625675454,6148270.995816401,577524.2424616292,No,Inter,Privado,Motorizado,50.0,30737.391172158415,262352,262305,Femenino,36,M-,86.28288195,1,22,1606019,1606019,16829,SAFICI (PARQUE POSTEL)
2625,1,1,26250101,1,Compras,6.0,"6,02",2.0,A pie hasta 10 cuadras,1606001,1606102.0,119.9996449,6148270.995816401,577524.2424616292,6154861.407094476,553377.2625675454,No,Inter,Privado,No Motorizado,2.0,30737.391172158415,262511,262501,Masculino,26,B+,119.9996449, ,51,1606001,1606001,16421,LIBERTAD
2625,1,2,26250102,7,Regreso al hogar/hogar,6.1,"6,12",2.0,A pie hasta 10 cuadras,1606102,1606001.0,119.9996449,6167379.202999702,534936.0501869329,6167843.805726425,535452.0889795172,No,Inter,Privado,No Motorizado,2.0,980.6415193073917,262512,262501,Masculino,26,B+,119.9996449, ,51,1606001,1606001,16421,LIBERTAD
2625,1,3,26250103,1,Trabajo,6.2,"6,4",20.0,Auto conductor,1606001,1606409.0,119.9996449,6167843.805726425,535452.0889795172,6167379.202999702,534936.0501869329,No,Inter,Privado,Motorizado,20.0,980.6415193073917,262513,262501,Masculino,26,B+,119.9996449, ,51,1606001,1606001,16421,LIBERTAD
2625,1,4,26250104,2,Regreso al hogar/hogar,8.0,"8,2",20.0,Auto conductor,1606409,1606001.0,119.9996449,6167379.202999702,534936.0501869329,6158600.938011131,537240.5423354157,Si,Inter,Privado,Motorizado,20.0,11082.757137053297,262514,262501,Masculino,26,B+,119.9996449, ,51,1606001,1606001,16421,LIBERTAD
2625,1,5,26250105,1,Compras (hogar),20.15,"20,25",10.0,A pie hasta 10 cuadras,1606001,1606202.0,119.9996449,6158600.938011131,537240.5423354157,6167379.202999702,534936.0501869329,No,Inter,Privado,No Motorizado,10.0,11082.757137053297,262515,262501,Masculino,26,B+,119.9996449, ,51,1606001,1606001,16421,LIBERTAD
2625,1,6,26250106,6,Regreso al hogar/hogar,20.4,"20,5",10.0,A pie hasta 10 cuadras,1606202,1606001.0,119.9996449,6167379.202999702,534936.0501869329,6168296.669480736,535446.8716637463,No,Inter,Privado,No Motorizado,10.0,1428.2879578480497,262516,262501,Masculino,26,B+,119.9996449, ,51,1606001,1606001,16421,LIBERTAD
2625,2,1,26250201,1,Compras (hogar),9.3,"9,35",5.0,A pie hasta 10 cuadras,1606001,1606102.0,119.9996449,6168296.669480736,535446.8716637463,6167379.202999702,534936.0501869329,No,Inter,Privado,No Motorizado,5.0,1428.2879578480497,262521,262502,Femenino,26,B+,119.9996449, ,48,1606001,1606001,16421,LIBERTAD
2625,2,2,26250202,6,Regreso al hogar/hogar,9.4,"9,45",5.0,A pie hasta 10 cuadras,1606102,1606001.0,119.9996449,6167379.202999702,534936.0501869329,6167843.805726425,535452.0889795172,No,Inter,Privado,No Motorizado,5.0,980.6415193073917,262522,262502,Femenino,26,B+,119.9996449, ,48,1606001,1606001,16421,LIBERTAD
2625,2,3,26250203,1,Trabajo,13.25,"13,3",5.0,A pie hasta 10 cuadras,1606001,1606202.0,119.9996449,6167843.805726425,535452.0889795172,6167379.202999702,534936.0501869329,No,Inter,Privado,No Motorizado,5.0,980.6415193073917,262523,262502,Femenino,26,B+,119.9996449, ,48,1606001,1606001,16421,LIBERTAD
2625,2,4,26250204,2,Tramites trabajo,15.3,"15,45",15.0,A pie hasta 10 cuadras,1606202,1606001.0,119.9996449,6167379.202999702,534936.0501869329,6168296.669480736,535446.8716637463,No,Inter,Privado,No Motorizado,15.0,1428.2879578480497,262524,262502,Femenino,26,B+,119.9996449, ,48,1606001,1606001,16421,LIBERTAD
2625,2,5,26250205,3,Trabajo,15.55,"16,05",10.0,A pie hasta 10 cuadras,1606001,1606202.0,119.9996449,6168296.669480736,535446.8716637463,6167379.202999702,534936.0501869329,No,Inter,Privado,No Motorizado,10.0,1428.2879578480497,262525,262502,Femenino,26,B+,119.9996449, ,48,1606001,1606001,16421,LIBERTAD
2625,2,6,26250206,2,Regreso al hogar/hogar,17.3,"17,35",5.0,A pie hasta 10 cuadras,1606202,1606001.0,119.9996449,6167379.202999702,534936.0501869329,6168296.669480736,535446.8716637463,No,Inter,Privado,No Motorizado,5.0,1428.2879578480497,262526,262502,Femenino,26,B+,119.9996449, ,48,1606001,1606001,16421,LIBERTAD
2625,2,7,26250207,1,Compras (hogar),17.4,"17,45",5.0,A pie hasta 10 cuadras,1606001,1606001.0,119.9996449,6168296.669480736,535446.8716637463,6167379.202999702,534936.0501869329,No,Intra,Privado,No Motorizado,5.0,1428.2879578480497,262527,262502,Femenino,26,B+,119.9996449, ,48,1606001,1606001,16421,LIBERTAD
2625,2,8,26250208,6,Regreso al hogar/hogar,17.5,"17,55",5.0,A pie hasta 10 cuadras,1606001,1606001.0,119.9996449,6167379.202999702,534936.0501869329,6167379.202999702,534936.0501869329,No,Intra,Privado,No Motorizado,5.0,0.0,262528,262502,Femenino,26,B+,119.9996449, ,48,1606001,1606001,16421,LIBERTAD
2625,2,9,26250209,1,Trabajo,19.55,"20,15",20.0,A pie hasta 10 cuadras,1606001,1606001.0,119.9996449,6167379.202999702,534936.0501869329,6167379.202999702,534936.0501869329,No,Intra,Privado,No Motorizado,20.0,0.0,262529,262502,Femenino,26,B+,119.9996449, ,48,1606001,1606001,16421,LIBERTAD
2625,2,10,26250210,2,Regreso al hogar/hogar,20.15,"20,2",5.0,A pie hasta 10 cuadras,1606001,1606001.0,119.9996449,6167379.202999702,534936.0501869329,6167379.202999702,534936.0501869329,No,Intra,Privado,No Motorizado,5.0,0.0,2625210,262502,Femenino,26,B+,119.9996449, ,48,1606001,1606001,16421,LIBERTAD
2625,3,1,26250301,1,Trabajo,5.55,6,5.0,A pie hasta 10 cuadras,1606001,1606202.0,119.9996449,6167379.202999702,534936.0501869329,6167379.202999702,534936.0501869329,No,Inter,Privado,No Motorizado,5.0,0.0,262531,262503,Femenino,26,B+,119.9996449, ,23,1606001,1606001,16421,LIBERTAD
2625,3,2,26250302,2,Regreso al hogar/hogar,14.4,"14,45",5.0,A pie hasta 10 cuadras,1606202,1606001.0,119.9996449,6167379.202999702,534936.0501869329,6168296.669480736,535446.8716637463,No,Inter,Privado,No Motorizado,5.0,1428.2879578480497,262532,262503,Femenino,26,B+,119.9996449, ,23,1606001,1606001,16421,LIBERTAD
2625,3,3,26250303,1,Dejar/recoger niños,16.45,"16,47",2.0,A pie hasta 10 cuadras,1606001,1606001.0,119.9996449,6168296.669480736,535446.8716637463,6167379.202999702,534936.0501869329,No,Intra,Privado,No Motorizado,2.0,1428.2879578480497,262533,262503,Femenino,26,B+,119.9996449, ,23,1606001,1606001,16421,LIBERTAD
2625,3,4,26250304,11,Compras (hogar),16.55,"17,05",10.0,A pie hasta 10 cuadras,1606001,1606102.0,119.9996449,6167379.202999702,534936.0501869329,6167379.202999702,534936.0501869329,No,Inter,Privado,No Motorizado,10.0,0.0,262534,262503,Femenino,26,B+,119.9996449, ,23,1606001,1606001,16421,LIBERTAD
2625,3,5,26250305,6,Regreso al hogar/hogar,17.15,"17,17",2.0,A pie hasta 10 cuadras,1606102,1606001.0,119.9996449,6167379.202999702,534936.0501869329,6167843.805726425,535452.0889795172,No,Inter,Privado,No Motorizado,2.0,980.6415193073917,262535,262503,Femenino,26,B+,119.9996449, ,23,1606001,1606001,16421,LIBERTAD
2625,4,1,26250401,1,Dejar/recoger niños,12.55,13,5.0,A pie hasta 10 cuadras,1606001,1606001.0,119.9996449,6167843.805726425,535452.0889795172,6167379.202999702,534936.0501869329,No,Intra,Privado,No Motorizado,5.0,980.6415193073917,262541,262504,Femenino,26,B+,119.9996449, ,18,1606001,1606001,16421,LIBERTAD
2625,4,2,26250402,11,Regreso al hogar/hogar,13.05,"13,1",5.0,A pie hasta 10 cuadras,1606001,1606001.0,119.9996449,6167379.202999702,534936.0501869329,6167379.202999702,534936.0501869329,No,Intra,Privado,No Motorizado,5.0,0.0,262542,262504,Femenino,26,B+,119.9996449, ,18,1606001,1606001,16421,LIBERTAD
2625,4,3,26250403,1,Compras,18.0,"18,08",8.0,Auto pasajero,1606001,1606206.0,119.9996449,6167379.202999702,534936.0501869329,6167379.202999702,534936.0501869329,No,Inter,Privado,Motorizado,8.0,0.0,262543,262504,Femenino,26,B+,119.9996449, ,18,1606001,1606001,16421,LIBERTAD
2625,4,4,26250404,7,Visitar a alguien,18.23,"18,48",25.0,Auto pasajero,1606206,1606211.0,119.9996449,6167379.202999702,534936.0501869329,6174973.913459364,532236.7853909568,No,Inter,Privado,Motorizado,25.0,10293.97525563871,262544,262504,Femenino,26,B+,119.9996449, ,18,1606001,1606001,16421,LIBERTAD
2625,6,1,26250601,1,Estudios,12.55,13,5.0,A pie hasta 10 cuadras,1606001,1606001.0,119.9996449,6174973.913459364,532236.7853909568,6155366.986124477,549638.5321341759,No,Intra,Privado,No Motorizado,5.0,37008.674078106065,262561,262506,Masculino,26,B+,119.9996449, ,4,1606001,1606001,16421,LIBERTAD
