codsegorigen,codsegproposito,n_viajes,cumsum_viajes
114125,108008.0,1173.7290167,0.19946524633357315
337243,337286.0,1172.6056521,0.2004721498783107
120232,121144.0,1162.3208332,0.20147022196245545
113024,108008.0,1162.320833,0.20246829404642847
108002,112033.0,1146.6404218,0.20345290153419054
337143,337443.0,1142.5931373,0.2044340336633763
110110,106203.0,1140.9952902,0.2054137937388746
110110,110012.0,1140.9952902,0.20639355381437288
115207,115306.0,1134.3868934,0.20736763933240077
118113,102004.0,1122.1608879,0.2083312265143053
118315,121128.0,1121.806878,0.20929450971181185
105101,107205.0,1121.806878,0.21025779290931843
121142,121230.0,1120.3878172,0.2112198575749621
110124,118112.0,1118.1651924,0.2121800136971958
115110,106102.0,1117.3288432,0.21313945165559278
105204,115104.0,1117.3288432,0.21409888961398976
304238,118124.0,1110.166667,0.21505217749065134
304238,125001.0,1110.166667,0.2160054653673129
120029,118228.0,1093.1455192,0.21694413737202758
337340,337341.0,1089.3342844,0.21787953671144075
117633,117230.0,1084.9675326,0.21881118636922947
117032,106304.0,1084.9675326,0.21974283602701822
117203,117114.0,1084.9675326,0.22067448568480694
111078,117141.0,1076.7032875000002,0.22159903892644683
118315,118215.0,1072.031114,0.22251958022421595
118315,199110.0,1072.031114,0.22344012152198509
1606315,1606314.0,1061.0664239599998,0.2243512475613095
337125,337425.0,1059.9319399,0.22526139943168003
118031,101003.0,1053.054626,0.22616564582843135
101003,118031.0,1053.054626,0.22706989222518267
102001,115214.0,1050.0906646,0.2279715935009594
117319,117020.0,1040.1304376,0.22886474203962903
110438,113213.0,1038.845374,0.229756787108354
337325,110233.0,1033.2733744,0.23064404756245724
113025,113023.0,1033.14047,0.23153119389301755
337425,110248.0,1031.9680272,0.23241733345987245
111235,101003.0,1030.470795,0.23330218736994512
337486,337186.0,1014.6325299,0.23417344113640334
118103,118111.0,1014.566864,0.23504463851627724
337126,337030.0,1014.4439209000001,0.2359157303262667
118218,115106.0,1014.1341052,0.2367865561009305
112011,111097.0,1009.926636,0.23765376896818224
112011,124107.0,1009.926636,0.238520981835434
118206,118101.0,1009.926636,0.23938819470268577
120039,112011.0,1009.926636,0.24025540756993752
124112,124111.0,1007.7867998,0.2411207829834374
114219,105101.0,996.5653518,0.24197652266326322
118103,123205.0,990.6229656,0.24282715968157773
102004,103003.0,990.6229656,0.2436777966998922
111005,117141.0,985.9933282,0.244524458299616
112112,114211.0,982.8346472,0.24536840757479156
118315,123205.0,982.7271707,0.24621226456108153
118315,337232.0,982.7271707,0.24705612154737153
123211,118315.0,982.7271707,0.2478999785336615
117113,117012.0,981.59302,0.24874286163725012
117012,117113.0,981.59302,0.24958574474083872
122120,110006.0,979.3836484,0.2504267306813942
116225,109045.0,979.0496446,0.2512674298165692
119104,119101.0,976.857453,0.2521062465409875
110225,118228.0,972.9727889999999,0.25294172754726
337190,337336.0,972.6543932,0.25377693515056954
118213,110059.0,966.4576116,0.25460682164584253
118216,118226.0,965.8836168,0.2554362152581095
118216,101003.0,965.8836168,0.2562656088703764
115104,106304.0,965.2088659,0.2570944230814851
115104,105202.0,965.2088659,0.25792323729259375
116042,116043.0,959.5375,0.25874718156433446
116042,116045.0,959.5375,0.25957112583607517
120222,120034.0,958.2876674,0.2603939968903425
121125,122006.0,956.5003682,0.2612153332104929
111114,102003.0,954.8560026,0.2620352575320327
121222,121122.0,952.9558872,0.26285355024542856
117130,122201.0,950.3103978,0.2636695713062448
122017,118129.0,945.5731252,0.26448152452331086
112112,199007.0,941.6028036,0.26529006846899433
112112,116044.0,941.6028036,0.2660986124146778
112112,107104.0,941.6028036,0.2669071563603612
110234,110248.0,939.576975,0.2677139607493619
102102,102001.0,936.7916318,0.2685183733948669
119010,110231.0,933.9645444,0.26932035845159197
337238,337138.0,929.946037,0.2701188928603192
110333,123211.0,928.0942898,0.27091583719414253
110232,110064.0,928.0512,0.27171274452722965
337426,337126.0,924.9336883000001,0.27250697488739256
115104,109051.0,923.5482526,0.2733000155891952
115104,107009.0,923.5482526,0.27409305629099784
304138,304015.0,916.684313,0.27488020300354526
304242,304138.0,916.684313,0.27566734971609264
117108,117107.0,916.478457,0.2764543196623625
304036,304016.0,914.7865982000001,0.27723983682813463
111230,123205.0,913.6422425,0.2780243713482844
111230,111138.0,913.6422425,0.27880890586843415
111230,104103.0,913.6422425,0.2795934403885839
111211,111008.0,912.9045629999999,0.28037734147148047
123202,115104.0,905.7252108,0.2811550777237998
117108,117209.0,899.6313737,0.2819275812653897
317344,317244.0,894.6523312,0.28269580935808203
121047,121027.0,892.5114412,0.283462199092136
121047,121026.0,892.5114412,0.2842285888261899
121047,118227.0,892.5114412,0.28499497856024386
121047,109044.0,892.5114412,0.2857613682942978
117228,117128.0,890.7311103000001,0.2865262292778372
124211,105101.0,879.2865579,0.28728126295041423
124211,118115.0,879.2865579,0.2880362966229912
118208,118108.0,879.1887387,0.28879124629929964
117043,109034.0,873.5015225999999,0.28954131242584824
118203,118117.0,872.061924,0.29029014238495143
337190,337136.0,870.3749903,0.29103752379268594
102202,102001.0,870.0100004,0.2917845917876176
124211,103003.0,869.3258065,0.29253107227279096
118117,124211.0,869.3258065,0.29327755275796435
110066,110058.0,869.2631499,0.2940239794406062
110066,102003.0,869.2631499,0.294770406123248
111060,111059.0,862.2246981999999,0.2955107889650184
119104,112228.0,858.851231,0.2962482750476988
118103,118207.0,857.3553021,0.2969844765927263
118103,105102.0,857.3553021,0.2977206781377538
110012,112112.0,857.1826602,0.2984567314370853
112112,118230.0,857.1826602,0.29919278473641675
112112,119212.0,857.1826602,0.2999288380357482
304138,304053.0,855.7496151,0.3006636607950525
110071,104203.0,852.5128487,0.30139570417873657
110071,110120.0,852.5128487,0.3021277475624206
110071,110064.0,852.5128487,0.30285979094610466
110071,118225.0,852.5128487,0.3035918343297887
110071,102102.0,852.5128487,0.30432387771347275
124113,123106.0,835.1797084,0.30504103732069004
337238,124005.0,830.6593338,0.30575431533207836
117005,117341.0,830.4981549,0.30646745494092226
337137,337340.0,829.6099516,0.3071798318593855
101204,114004.0,826.2316183,0.30788930784029234
101204,115312.0,826.2316183,0.3085987838211992
101204,123212.0,826.2316183,0.309308259802106
101204,122225.0,826.2316183,0.31001773578301284
101204,117319.0,826.2316183,0.31072721176391965
115104,115106.0,823.9024531,0.31143468771634975
115104,106203.0,823.9024531,0.31214216366877984
115104,102004.0,823.9024531,0.31284963962120993
105104,118111.0,820.8565391,0.3135545000808714
105104,108009.0,820.8565391,0.3142593605405328
101003,109021.0,819.7282984,0.31496325219234467
121045,108004.0,816.4872709,0.3156643608095767
112015,112125.0,815.8316352,0.3163649064396619
112015,118108.0,815.8316352,0.3170654520697472
118207,107303.0,811.4806759,0.31776226157905363
105206,337526.0,807.5376343,0.3184556852420126
105206,106103.0,807.5376343,0.31914910890497167
121146,121129.0,802.7809818,0.31983844808287404
112014,112026.0,802.1363522,0.32052723372444636
112014,112116.0,802.1363522,0.3212160193660187
112014,112106.0,802.1363522,0.321904805007591
112225,115013.0,800.1109347,0.3225918514454876
112225,108105.0,800.1109347,0.32327889788338415
112024,112225.0,800.1109347,0.32396594432128073
109054,109022.0,800.1063571,0.3246529868284427
304030,304008.0,799.8759186,0.3253398314606054
112112,112216.0,799.1923052,0.3260260890814788
112112,101002.0,799.1923052,0.32671234670235216
304014,304016.0,798.8654254,0.32739832363514537
317244,317146.0,798.1242434,0.32808366412312717
337126,337136.0,797.7193992,0.3287686569758581
112015,108009.0,796.5779114,0.3294526696456008
112015,112206.0,796.5779114,0.3301366823153435
109255,109034.0,796.1884472,0.33082036055647174
109255,109022.0,796.1884472,0.3315040387976
117107,117207.0,795.6312318,0.3321872385640079
111099,111114.0,795.2084763,0.3328700753149291
101205,106102.0,787.657561,0.33354642817813585
317346,317282.0,787.5833517,0.33422271731863484
317282,317745.0,787.5833517,0.3348990064591339
317745,317282.0,787.5833517,0.3355752955996329
117319,105201.0,787.5264241,0.33625153585702944
114024,120039.0,785.4984944,0.3369260347535518
114024,118320.0,785.4984944,0.3376005336500742
105203,118103.0,784.434262,0.33827411870196855
105203,103204.0,784.434262,0.33894770375386296
317282,317182.0,782.999434,0.3396200567347736
337238,317282.0,782.999434,0.3402924097156842
110066,104203.0,778.0447211,0.34096050813925644
110066,110076.0,778.0447211,0.34162860656282873
110066,110057.0,778.0447211,0.34229670498640097
115108,124208.0,778.0447211,0.34296480340997326
110066,124005.0,778.0447211,0.3436329018335455
337329,337138.0,775.9352796,0.34429918890295963
316103,316002.0,774.0570821,0.3449638631848888
121125,110064.0,771.1916044,0.34562607691271074
109022,121125.0,771.1916044,0.3462882906405327
106304,110054.0,770.2173485,0.346949667785555
123211,116008.0,769.0207162,0.34761001739561503
118218,124102.0,768.2147133,0.3482696748998715
118218,118217.0,768.2147133,0.34892933240412793
115104,118116.0,768.1635797,0.34958894600052587
118320,115104.0,768.1635797,0.35024855959692375
115104,107204.0,768.1635797,0.3509081731933217
110006,118031.0,767.6187839,0.35156731897957283
118031,110006.0,767.6187839,0.35222646476582403
110006,111138.0,767.6187839,0.3528856105520752
107106,115104.0,767.1931491,0.3535443908504165
115104,112018.0,767.1931491,0.3542031711487578
110005,117224.0,766.6490415,0.35486148422790215
117224,110005.0,766.6490415,0.35551979730704647
111010,111109.0,766.5714286,0.35617804374084927
111109,111010.0,766.5714286,0.3568362901746521
111010,111013.0,766.5714286,0.3574945366084549
117319,101205.0,754.488144,0.35814240725899765
118220,117319.0,754.488144,0.3587902779095403
108314,120040.0,750.589344,0.3594348007035097
108314,108013.0,750.589344,0.3600793234974791
108314,115306.0,750.589344,0.3607238462914485
109048,109008.0,749.3933829,0.3613673421268076
122027,110202.0,747.9717951,0.3620096172603967
120232,109036.0,747.5254711,0.36265150914048805
120232,105203.0,747.5254711,0.3632934010205794
304338,304238.0,744.7329328,0.36393289497882203
117128,117341.0,741.8049708,0.36456987472837793
106204,105104.0,737.9052181,0.36520350580328753
106202,106204.0,737.9052181,0.36583713687819713
102003,115104.0,737.6023657,0.36647050789709
102003,101003.0,737.6023657,0.3671038789159829
124110,123212.0,734.7385409,0.3677347908000955
124110,107106.0,734.7385409,0.3683657026842081
117224,108105.0,734.4866086,0.36899639823683245
117224,122021.0,734.4866086,0.36962709378945674
111015,110223.0,734.4866086,0.3702577893420811
111015,118227.0,734.4866086,0.3708884848947054
122021,117224.0,734.4866086,0.37151918044732973
118031,117224.0,734.4866086,0.372149875999954
111015,115209.0,734.4866086,0.3727805715525783
117319,108114.0,734.2484717,0.3734110626196722
117319,107202.0,734.2484717,0.3740415536867661
116042,107104.0,733.5587225,0.3746714524738269
337243,337143.0,731.8296722,0.37529986654445896
105203,112002.0,731.3655014,0.3759278820367428
105203,105201.0,731.3655014,0.3765558975290267
120130,120008.0,729.8837809,0.3771826406842541
120027,120130.0,729.8837809,0.3778093838394815
115205,120039.0,729.7283784,0.3784359935522955
115205,124120.0,729.7283784,0.3790626032651096
112015,119206.0,729.650257,0.37968914589593883
112015,122008.0,729.650257,0.38031568852676806
117108,117207.0,729.3331725,0.3809419588806332
109255,102202.0,728.3721895,0.3815674040489917
117341,123211.0,727.9285714,0.3821924682873789
109022,109034.0,727.4520278,0.38281712332303097
110071,337232.0,724.8420563,0.38343953720493257
110071,118229.0,724.8420563,0.3840619510868342
110066,118226.0,723.9263543,0.3846835786655246
110066,118119.0,723.9263543,0.385305206244215
116005,118111.0,721.0252995,0.38592434271913456
116005,120027.0,721.0252995,0.3865434791940542
116005,124027.0,721.0252995,0.38716261566897375
110043,104001.0,719.3927817,0.38778035031885805
117224,124126.0,716.5929094,0.3883956807492687
117224,122029.0,716.5929094,0.38901101117967934
122017,119202.0,715.9331128,0.38962577505002427
121246,116030.0,715.260569,0.3902399614144233
113022,113029.0,715.0286656,0.39085394864592965
113022,113001.0,715.0286656,0.391467935877436
304145,304247.0,713.1756111,0.39208033191147434
121045,121246.0,711.202609,0.392691033750363
121045,120130.0,711.202609,0.39330173558925163
121229,120036.0,710.3071758,0.39391166852952414
121229,125001.0,710.3071758,0.39452160146979665
111230,113236.0,710.3071758,0.39513153441006915
305006,305003.0,709.606023,0.39574086527816293
121229,112106.0,709.4098359,0.3963500276825571
118115,121229.0,709.4098359,0.39695919008695124
305011,305015.0,709.205519,0.3975681770466761
118315,119111.0,708.8413791,0.3981768513234836
124113,124102.0,704.6948193,0.39878196499510943
110051,108003.0,704.3351016,0.39938676978111226
108003,116029.0,704.3351016,0.39999157456711515
108003,115206.0,704.3351016,0.40059637935311804
120035,337425.0,703.4453063,0.40120042008170737
108003,108205.0,702.5566351,0.4018036977181354
108003,124005.0,702.5566351,0.4024069753545635
118223,118120.0,701.9700843,0.40300974932628664
118223,102001.0,701.9700843,0.4036125232980098
118320,120009.0,701.9700843,0.404215297269733
110045,124005.0,701.5276566,0.40481769133366824
110045,101105.0,701.5276566,0.4054200853976035
123208,104001.0,701.0832768,0.40602209787750404
123208,110056.0,701.0832768,0.4066241103574046
118120,106102.0,701.0832768,0.40722612283730514
105106,118320.0,701.0832768,0.4078281353172057
108006,119104.0,700.9283639,0.40843001477510704
119104,108006.0,700.9283639,0.40903189423300834
110045,110246.0,700.641408,0.40963352728504226
110045,119201.0,700.641408,0.4102351603370762
115106,316209.0,700.1778104,0.4108363953029624
121016,121244.0,697.2748995,0.41143513757126526
121016,199105.0,697.2748995,0.4120338798395681
105203,118228.0,697.2522209,0.4126326026340071
105203,110012.0,697.2522209,0.4132313254284461
113033,113029.0,692.3088108,0.41382580337113656
337229,337238.0,692.2161116,0.414420201714046
304017,304015.0,691.4661499,0.4150139560731124
337329,337229.0,691.3416264,0.41560760350522236
117128,117129.0,689.925042,0.41620003453192683
124212,118117.0,688.0639376,0.4167908674488028
124212,118226.0,688.0639376,0.4173817003656788
121125,109027.0,687.9842531,0.4179724648583532
121125,120132.0,687.9842531,0.41856322935102763
121125,121016.0,687.9842531,0.419153993843702
115002,123205.0,686.4146887,0.4197434105687316
115002,110070.0,686.4146887,0.42033282729376115
115002,316209.0,686.4146887,0.42092224401879075
120121,121037.0,686.0475918,0.42151134552175973
120121,120034.0,686.0475918,0.4221004470247287
110110,122134.0,685.8983127,0.4226894203433805
110110,114006.0,685.8983127,0.4232783936620322
110110,123205.0,685.8983127,0.4238673669806839
111129,115305.0,685.6631271,0.424456138348054
327215,327002.0,683.8828421999999,0.42504338100440925
114024,109022.0,682.8120709,0.42562970420125507
114222,122118.0,682.8120709,0.42621602739810094
116042,113037.0,682.3056154,0.42680191570719295
116042,123211.0,682.3056154,0.42738780401628496
327079,327006.0,680.9123399,0.4279724959350668
112023,112024.0,680.8191288,0.4285571078145049
112023,112018.0,680.8191288,0.42914171969394294
121037,121130.0,679.9590415,0.42972559302589947
121128,305004.0,678.2382449,0.43030798872878845
305006,304006.0,677.4974569,0.4308897483251895
118205,102102.0,676.2338966,0.4314704229162925
118129,118205.0,676.2338966,0.43205109750739557
110042,118320.0,675.9766756,0.4326315512256618
118207,101105.0,675.8048439,0.43321185739394197
111235,117104.0,675.7499109,0.4337921163918606
111289,123112.0,675.6978312,0.4343723306695151
110129,115106.0,675.2825106,0.4349521883159495
110129,118111.0,675.2825106,0.43553204596238393
110129,101105.0,675.2825106,0.43611190360881835
110129,112228.0,675.2825106,0.4366917612552528
304338,304357.0,674.9833282,0.437271361997059
124111,118205.0,674.6735796,0.43785069676115757
124111,123205.0,674.6735796,0.4384300315252561
124111,125001.0,674.6735796,0.4390093662893547
111059,111060.0,674.6345637899999,0.4395886675510074
337238,317176.0,674.5975954,0.4401679370683112
108003,112026.0,673.0830045,0.44074590602310854
120020,121034.0,673.0830045,0.4413238749779059
120020,110226.0,673.0830045,0.44190184393270315
120020,119101.0,673.0830045,0.4424798128875005
101002,101105.0,672.3213948,0.44305712785644563
102004,110223.0,671.4720428,0.44363371349619296
110045,118106.0,670.724225,0.44420965699304066
101204,106104.0,670.4780378,0.4447853890916541
101204,114024.0,670.4780378,0.44536112119026755
118101,110045.0,669.8768908,0.4459363370905801
110125,115001.0,669.6048637,0.4465113194042211
113022,112005.0,669.1883306,0.44708594404548174
109022,122118.0,669.0467534,0.4476604471159617
109022,124211.0,669.0467534,0.44823495018644166
108002,109022.0,669.0467534,0.4488094532569216
109023,109020.0,669.0467534,0.4493839563274016
304036,304023.0,666.6795004,0.4499564266638309
105203,105103.0,666.6365197,0.4505288600932071
337329,115306.0,662.3384874,0.4510976028496357
124126,121229.0,662.2532811,0.45166627244035396
117241,117141.0,662.005564,0.45223472931912967
110110,118208.0,655.4642755,0.4527975692655924
110110,106103.0,655.4642755,0.45336040921205506
110110,107207.0,655.4642755,0.4539232491585178
110110,124216.0,655.4642755,0.45448608910498045
110110,110223.0,655.4642755,0.4550489290514431
110110,104001.0,655.4642755,0.45561176899790584
304015,304017.0,653.807127,0.4561731859692226
115207,105205.0,653.3022455,0.45673416940436207
115106,115104.0,652.8091902,0.45729472945835153
113024,120015.0,651.4480994,0.45785412075867804
121045,114010.0,651.4480994,0.45841351205900455
113024,113023.0,651.4480994,0.45897290335933105
121045,115104.0,651.4480994,0.45953229465965756
120232,107104.0,650.6251169,0.4600909792739852
120232,108006.0,650.6251169,0.46064966388831274
120232,120230.0,650.6251169,0.46120834850264036
120232,110222.0,650.6251169,0.46176703311696793
120232,111010.0,650.6251169,0.46232571773129555
123101,102004.0,648.0287826,0.46288217290198597
123101,101205.0,648.0287826,0.4634386280726764
118218,118203.0,647.8645566,0.4639949422243113
121047,123212.0,647.4419462,0.4645508934850553
123211,121047.0,647.4419462,0.46510684474579933
123101,115013.0,647.2101198,0.46566259693976964
123101,102003.0,647.2101198,0.46621834913373994
123101,115105.0,647.2101198,0.46677410132771024
110066,337343.0,646.6355674,0.4673293601598696
110066,110071.0,646.6355674,0.4678846189920289
118213,110226.0,646.6355674,0.4684398778241882
116005,102001.0,644.0442469,0.4689929115180051
124119,123004.0,642.6596704,0.46954475629124726
124119,118130.0,642.6596704,0.4700966010644894
110040,115001.0,641.86868,0.47064776662299623
115002,118031.0,641.5136247,0.47119862729943174
115002,102202.0,641.5136247,0.4717494879758672
115002,115104.0,641.5136247,0.4723003486523027
111209,117214.0,640.9113774,0.47285069218562187
199021,110005.0,640.0850857,0.47340032619136857
111230,106101.0,640.0850857,0.4739499601971153
111230,110149.0,640.0850857,0.4744995942028621
199021,115002.0,640.0850857,0.47504922820860884
115002,106202.0,639.977175,0.47559876955262725
115105,115001.0,639.977175,0.47614831089664567
113022,113015.0,639.495733,0.4766974388317269
113022,112228.0,639.495733,0.4772465667668081
111015,305005.0,639.2764582,0.47779550641303614
113021,108006.0,638.6878501,0.4783439406279785
111020,337326.0,638.4688523,0.47889218679192463
111020,118101.0,638.4688523,0.47944043295587074
123108,124121.0,638.2271016,0.47998847153115626
123108,123004.0,638.2271016,0.48053651010644177
123108,123205.0,638.2271016,0.4810845486817273
337319,337120.0,635.92425,0.48163060982373435
121027,123003.0,634.7601675,0.4821756713809333
121027,123201.0,634.7601675,0.4827207329381323
304131,304238.0,632.6655488,0.4832639958693481
305001,109022.0,632.243687,0.4838068965524875
110071,108006.0,630.5772672,0.484348366299318
110071,104001.0,630.5772672,0.4848898360461485
110071,337125.0,630.5772672,0.48543130579297894
111230,111129.0,630.5660112,0.4859727658744063
111230,111206.0,630.5660112,0.4865142259558337
109022,119015.0,628.5148378,0.48705392471727793
120035,117020.0,627.5474096,0.4875927927587934
120035,110004.0,627.5474096,0.4881316608003089
113051,113016.0,627.1948052,0.48867022606431376
113051,119102.0,627.1948052,0.4892087913283186
113051,102001.0,627.1948052,0.4897473565923235
113051,105201.0,627.1948052,0.49028592185632835
113051,113023.0,627.1948052,0.4908244871203332
117219,124225.0,626.7546211,0.49136267440310477
117219,124005.0,626.7546211,0.49190086168587627
105106,101105.0,626.2313559,0.49243859964658987
101205,123206.0,625.9093939,0.49297606114208387
123108,102003.0,625.44023,0.49351311977170975
110040,110236.0,625.44023,0.4940501784013357
123108,115306.0,625.44023,0.4945872370309616
110040,121128.0,625.44023,0.49512429566058747
110040,317175.0,625.44023,0.49566135429021335
105205,101205.0,625.1186748,0.4961981368039345
117224,118107.0,624.1894577,0.49673412140917694
117224,123107.0,624.1894577,0.49727010601441946
115107,124126.0,623.8419375,0.4978057922078979
306005,306006.0,623.83355257,0.4983414712013293
121034,116004.0,623.4009113,0.4988767786904723
304036,304234.0,623.1505904,0.49941187123181846
109022,114125.0,621.5940151,0.4999456271591168
304020,304018.0,621.577117,0.5004793685762029
124112,123205.0,620.1645357,0.5010118970253012
124112,118108.0,620.1645357,0.5015444254743997
121130,114222.0,619.7797519,0.5020766235138915
121130,114002.0,619.7797519,0.5026088215533834
110129,123206.0,617.072491,0.5031386948977897
110129,110012.0,617.072491,0.503668568242196
110129,118119.0,617.072491,0.5041984415866023
110129,115203.0,617.072491,0.5047283149310087
110129,110040.0,615.517114,0.505256852690334
110129,110122.0,615.517114,0.5057853904496595
110129,118207.0,615.517114,0.5063139282089849
121125,118209.0,614.5308638,0.5068416190861376
121125,112031.0,614.5308638,0.5073693099632902
123205,106204.0,613.7545193,0.5078963342019804
108003,107203.0,613.5122736,0.508423150426959
108003,124126.0,613.5122736,0.5089499666519375
116005,115204.0,613.2282367,0.5094765389775616
122017,123109.0,611.8936405,0.5100019653001437
124215,124112.0,611.8936405,0.5105273916227258
